step,train_step_loss,train_acc,train_loss,val_acc,val_loss,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,task_acc__glue_cola,task_acc__glue_mrpc,task_acc__glue_rte,task_conflict_t0_t0,task_conflict_t0_t1,task_conflict_t0_t2,task_conflict_t1_t0,task_conflict_t1_t1,task_conflict_t1_t2,task_conflict_t2_t0,task_conflict_t2_t1,task_conflict_t2_t2,task_grad_norm_cv,task_loss__glue_cola,task_loss__glue_mrpc,task_loss__glue_rte,utilization_ratio
100.0,0.6387842446565628,0.6410990620344034,0.5754610760225487,0.6431643337117432,0.608413153689235,0.3975534269546184,0.0,0.8506189568642123,0.0,0.9578433972509035,0.452115588528779,0.0,0.5736722946166992,0.0,0.4657611846923828,0.2598583698272705,0.01435883176333533,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08615299058001198,0.0,0.0,1.0,0.0,0.0,0.08615299058001198,0.0,1.0,0.0,0.7838912722310057,0.0,0.806322435587468,1.1280547991060252,562.7483639681708,0.24934502999862118,0.5942810299219908,0.001222497201524675,0.687958300113678,0.00287398393265903,0.30794474482536316,0.6951102588686481,0.7181372549019608,0.516245487364621,1.0,0.26878889728812705,0.41660606717963516,0.26878889728812705,1.0,0.06264012552810137,0.41660606717963516,0.06264012552810137,1.0,0.5923575753991934,0.5623212624483436,0.5574444976872673,0.705473700932094,0.5
200.0,0.6480373864372572,0.6862386563727482,0.5594482945567663,0.6718683612971432,0.5908165139592624,0.26258979788049985,0.0,0.7191563254001703,5.0301676981939696e-11,0.9799935502268489,0.42478746891933017,0.0,0.715614914894104,1.0,0.4320410490036011,0.5369139909744263,-0.00825687771871586,1.0,0.0,0.0,0.0,0.0,1.0,-0.06947683528019381,0.09497374114138576,0.0,-0.06947683528019381,1.0,-0.07503817217348711,0.0,0.09497374114138576,-0.07503817217348711,1.0,0.0,0.5410231905705858,0.0,0.5093360009514136,1.1922527093284823,2173.465446080224,0.04367426257276911,0.5349346739757392,0.0003360656264703721,0.7304270267486572,0.0012040905421599746,0.26803314685821533,0.7516778523489933,0.7549019607843137,0.5090252707581228,1.0,0.013862503496689011,0.0775254878887596,0.013862503496689011,1.0,0.03963479633285871,0.0775254878887596,0.03963479633285871,1.0,0.5844356408821562,0.6068309582272218,0.4573868281554942,0.7082317554950713,0.5
300.0,0.5564233809709549,0.7371124966138426,0.5037269688783571,0.6978762321200619,0.53536761727338,0.2743837753445034,5.0301676981939696e-11,0.8991997246476389,5.0301676981939696e-11,0.8647073274371007,0.4409767630463357,1.0,0.5335832834243774,1.0,0.5023007988929749,0.7589710205793381,0.011776294693927986,1.0,-0.028684694177124055,-0.042934544749209005,-0.06161770506284115,-0.028684694177124055,1.0,0.06649450348013093,0.07971278104790225,-0.042934544749209005,0.06649450348013093,1.0,0.05768742762470895,-0.06161770506284115,0.07971278104790225,0.05768742762470895,1.0,0.0,0.6548055616176635,0.0,0.4427295397603501,1.1897345328963917,1537.1316690052786,0.11398859362591313,0.5487432183559846,0.000475686218123883,0.7311923503875732,0.005278979893773794,0.2630532383918762,0.775647171620326,0.8161764705882353,0.5018050541516246,1.0,-0.01691438931237551,0.30797407401652294,-0.01691438931237551,1.0,0.050906096173591944,0.30797407401652294,0.050906096173591944,1.0,0.6432641168775987,0.5269191321127742,0.38066052866405714,0.6985231910433088,0.5
400.0,0.6950376033782959,0.7409034056277936,0.5229089287575523,0.7076478965422172,0.5593826030339617,0.3322006414744654,0.0,0.9465242840903715,0.0,0.9480307141148901,0.4736387495513154,0.0,0.41905325651168823,0.0,0.4900738596916199,0.22728177905082703,0.01475462647305307,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08852775883831843,0.0,0.0,1.0,0.0,0.0,0.08852775883831843,0.0,1.0,0.0,0.6792430340242905,0.0,0.6495595318735709,1.1833994388580322,1523.890547617912,0.08593948449156331,0.5597710743270539,0.0004766138445120305,0.7263073325157166,0.0038253460079431534,0.2693907618522644,0.7919463087248322,0.803921568627451,0.5270758122743683,1.0,-0.060697183959443846,0.31478005285359995,-0.060697183959443846,1.0,0.003735584580533859,0.31478005285359995,0.003735584580533859,1.0,0.45778916919492635,0.501374815341853,0.4912929008258324,0.6854800929341996,0.5
500.0,0.8623659511407217,0.7691698835161859,0.46747324517116323,0.712537872949679,0.524650632423647,0.34242581565857144,5.0301676981939696e-11,0.9344129469430202,0.0,0.9486353260933256,0.4707620682716619,1.0,0.495686799287796,0.0,0.4286375939846039,0.4810810983181,0.00262829425202063,1.0,-0.021648205391548197,0.0,-0.06560908992687074,-0.021648205391548197,1.0,0.0,0.10302706083054272,0.0,0.0,1.0,0.0,-0.06560908992687074,0.10302706083054272,0.0,1.0,0.0,0.6734214534011693,0.0,0.6962818092331164,1.1769507701514315,719730854034.4238,0.28468228500849807,0.5719713229961969,0.0004643905267585069,0.7197308540344238,0.0,0.27980494499206543,0.775647171620326,0.8529411764705882,0.5090252707581228,1.0,0.20370308897349157,0.37852748533712766,0.20370308897349157,1.0,0.27181628071487507,0.37852748533712766,0.27181628071487507,1.0,0.36709239590712966,0.5151955967356685,0.3557183841133819,0.7030379164218903,0.5
600.0,0.5207009439667066,0.7269011157388595,0.4800778131506409,0.7132798721536765,0.5563156764316098,0.33883583835865244,5.0301676981939696e-11,0.9423752266209829,0.0,0.9322354974506902,0.46865268103049373,1.0,0.4996210038661957,0.0,0.4382144510746002,0.484458863735199,0.0007170570851411558,1.0,-0.027004502434670972,0.0,-0.07167268612141814,-0.027004502434670972,1.0,0.0,0.10297953106693605,0.0,0.0,1.0,0.0,-0.07167268612141814,0.10297953106693605,0.0,1.0,0.0,0.6804036385131983,0.0,0.6749397149214115,1.1932625770568848,1852.7673249202323,0.12774158376744518,0.5619681189871497,0.000394529226468876,0.7309708595275879,0.0009605833911336958,0.2676740288734436,0.7718120805369127,0.8553921568627451,0.5126353790613718,1.0,0.08057503251422948,0.30833316700747837,0.08057503251422948,1.0,-0.005683448219372266,0.30833316700747837,-0.005683448219372266,1.0,0.7678114654739656,0.5868647262411377,0.3631763865842539,0.7189059164694378,0.5
700.0,0.4935084730386734,0.7698867965258026,0.44557831078940846,0.7227087432425704,0.54572114663862,0.12213027718243878,5.0301676981939696e-11,0.9647667035452484,0.0,0.9901074542623842,0.48871853946448357,1.0,0.46122148633003235,0.0,0.3872206211090088,0.4621105268597603,-0.0023772839050221067,1.0,-0.02706465280241255,0.0,-0.061411931947530266,-0.02706465280241255,1.0,0.0,0.07421288131981017,0.0,0.0,1.0,0.0,-0.061411931947530266,0.07421288131981017,0.0,1.0,0.0,0.47108901953585797,0.0,0.017432089193897184,1.116614846376144,676147520542.1448,0.04672324523306764,0.6118971803398044,0.000539516331627965,0.6761475205421448,0.0,0.3233127295970917,0.8063279002876318,0.7769607843137255,0.5848375451263538,1.0,-0.16997933129738887,0.31676379266892274,-0.16997933129738887,1.0,-0.006614725672330953,0.31676379266892274,-0.006614725672330953,1.0,0.19099603309815189,0.48014146682472175,0.45790609049008174,0.6991158826010567,0.5
800.0,0.30934982746839523,0.8156914533387511,0.401298613424911,0.7648326119066496,0.5116641195661612,0.23461460240691312,0.0,0.8228136419212685,0.0,0.8164256646282895,0.4098098266373895,0.0,0.5958216786384583,0.0,0.6361433863639832,0.30799126625061035,0.017875079810957442,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10725047886574465,0.0,0.0,1.0,0.0,0.0,0.10725047886574465,0.0,1.0,0.0,0.5109946456492125,0.0,0.42746376397844005,1.1387920379638672,4592.237968836266,0.0104251765245094,0.6017992693103023,0.00024724507238715887,0.6929457187652588,0.00015089499356690794,0.3066561222076416,0.7794822627037392,0.8651960784313726,0.6498194945848376,1.0,-0.07415423274103669,0.03588631670368856,-0.07415423274103669,1.0,0.06954344561087633,0.03588631670368856,0.06954344561087633,1.0,0.30844308146402877,0.5796408725916656,0.3184639564441407,0.6368875296626773,0.5
900.0,0.39398249238729477,0.8303762655763239,0.3801015050836174,0.7653689763971232,0.5167632166062276,0.2497215974626103,5.0301676981939696e-11,0.8249430761945644,0.0,0.9074432595747229,0.43309658395489725,1.0,0.5987518429756165,0.0,0.5532984137535095,0.5380125641822815,0.001220483677580567,1.0,-0.031101070970330658,0.0,-0.07128641252581051,-0.031101070970330658,1.0,0.0,0.10971038556162457,0.0,0.0,1.0,0.0,-0.07128641252581051,0.10971038556162457,0.0,1.0,0.0,0.42259143730753074,0.0,0.5762949525429105,1.1012902622068865,7058.754861726344,0.05640545667137781,0.6252988193322111,0.00021531224774662405,0.663428783416748,9.398665861226618e-05,0.3362615704536438,0.7871524448705657,0.8627450980392157,0.6462093862815884,1.0,0.0522642721644836,-0.01259571088759526,0.0522642721644836,1.0,0.12954780873724508,-0.01259571088759526,0.12954780873724508,1.0,0.3446139014395045,0.5308272421061424,0.38464727713817765,0.6348151305743627,0.5
1000.0,0.5068759803349773,0.8637923481308412,0.3417849565007555,0.7754541066460908,0.49626785728962314,0.2988110982186918,5.0301676981939696e-11,0.9936012260645489,0.0,0.9538938877765514,0.4868737784728505,1.0,0.3895071744918823,0.0,0.4350554943084717,0.4561406672000885,-0.0038638377823619016,1.0,-0.03739890176856581,0.0,-0.09164545924387567,-0.03739890176856581,1.0,0.0,0.10586133431827008,0.0,0.0,1.0,0.0,-0.09164545924387567,0.10586133431827008,0.0,1.0,0.0,0.6030641583608275,0.0,0.5921802345139396,1.1337369680404663,690019488334.6558,0.04709870418733925,0.6028695076841999,0.0014178156852722168,0.6900194883346558,0.0,0.3085627257823944,0.8149568552253116,0.8651960784313726,0.6462093862815884,1.0,-0.0743367875694827,0.1909655372850073,-0.0743367875694827,1.0,0.02466736284649318,0.1909655372850073,0.02466736284649318,1.0,0.5646155140062186,0.43605421229002583,0.40426003751253675,0.648489322066307,0.5
