step,train_step_loss,train_acc,train_loss,val_acc,val_loss,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,task_acc__glue_sst2,task_conflict_t0_t0,task_grad_norm_cv,task_loss__glue_sst2,utilization_ratio
50.0,0.6598377078771591,0.8665380047505938,0.3655028647108273,0.8841743119266054,0.3278540861877528,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03580086190433553,1.0,0.12083804656622217,0.0785923186163083,-0.01212495969733496,0.12083804656622217,1.0,0.11019595156771475,-0.053665726648521976,0.0785923186163083,0.11019595156771475,1.0,-0.029030458978375046,-0.01212495969733496,-0.053665726648521976,-0.029030458978375046,1.0,1.0,1.0,1.0,1.0,1.608899712562561,92.16816750912689,1.0,0.20578741890574814,0.010269721038639545,0.9465413689613342,0.012623949907720089,0.030564943328499794,0.8841743119266054,1.0,0.0,0.3278540861877528,0.25
100.0,0.41735297441482544,0.8956353919239906,0.2775072521826522,0.9197247706422018,0.2422610304741697,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.10764187425728818,1.0,0.08774969422135491,0.09087174326151674,0.1131387584315647,0.08774969422135491,1.0,0.11118847587896663,0.13224709775948787,0.09087174326151674,0.11118847587896663,1.0,0.11065547599083828,0.1131387584315647,0.13224709775948787,0.11065547599083828,1.0,1.0,1.0,1.0,1.0,1.6514005453229275,134.52917203412915,1.0,0.1497175396855818,0.007489084266126156,0.9650183320045471,0.00717330165207386,0.020319251343607903,0.9197247706422018,1.0,0.0,0.2422610304741697,0.25
150.0,0.14667272474616766,0.916270783847981,0.2774702652402868,0.911697247706422,0.2829427789854394,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0008406999636890317,1.0,0.0815997866756752,-0.09004090763342101,0.10415131991471306,0.0815997866756752,1.0,-0.08005835687474404,0.07175628653757869,-0.09004090763342101,-0.08005835687474404,1.0,-0.08236392883766772,0.10415131991471306,0.07175628653757869,-0.08236392883766772,1.0,1.0,1.0,1.0,1.0,1.6209009885787964,182.7787422005672,1.0,0.1881675293686193,0.009912444278597832,0.951629638671875,0.005206456873565912,0.033251479268074036,0.911697247706422,1.0,0.0,0.2829427789854394,0.25
200.0,0.08829202130436897,0.9290380047505938,0.2042547684409512,0.9392201834862385,0.1786809366789054,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.022447961973134478,1.0,-0.01983846647352116,-0.11143079954411182,0.007361303898544602,-0.01983846647352116,1.0,0.008388716978219362,-0.002372464034725435,-0.11143079954411182,0.008388716978219362,1.0,-0.016796062663212402,0.007361303898544602,-0.002372464034725435,-0.016796062663212402,1.0,1.0,1.0,1.0,1.0,1.557536469093211,67.51862172478756,1.0,0.2575183067846736,0.047267720103263855,0.9240310192108154,0.013685572892427444,0.015015864744782448,0.9392201834862385,1.0,0.0,0.1786809366789054,0.25
250.0,0.27975131571292877,0.922209026128266,0.20610778243557468,0.9277522935779816,0.20582819768989627,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.021298545364553348,1.0,0.017847067338734323,-0.09880562477061586,-0.067539925485044,0.017847067338734323,1.0,-0.04695827848392728,-0.027092197242948386,-0.09880562477061586,-0.04695827848392728,1.0,0.09475768645648111,-0.067539925485044,-0.027092197242948386,0.09475768645648111,1.0,1.0,1.0,1.0,1.0,1.610457585995485,280.3154114905494,1.0,0.20086754913176966,0.04613173007965088,0.9466993808746338,0.003377264831215143,0.003791692666709423,0.9277522935779816,1.0,0.0,0.20582819768989627,0.25
300.0,0.08858332224190235,0.9355700712589073,0.24135644977202755,0.9254587155963303,0.30711746978764,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.052822936447638746,1.0,-0.002255562053934362,0.030697817680558518,0.013401719227478962,-0.002255562053934362,1.0,0.053619576512420844,0.06905935665488239,0.030697817680558518,0.053619576512420844,1.0,0.15241471066442616,0.013401719227478962,0.06905935665488239,0.15241471066442616,1.0,1.0,1.0,1.0,1.0,1.583123803138733,394.1273039344765,1.0,0.23892546451966698,0.0539163202047348,0.9346526265144348,0.009059583768248558,0.0023714485578238964,0.9254587155963303,1.0,0.0,0.30711746978764,0.25
350.0,0.21561819361522794,0.9259204275534442,0.2660059527266713,0.9243119266055045,0.27268035213082015,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.011827187952651719,1.0,0.0005110539062244819,-0.08324456199901023,-0.06559869632349075,0.0005110539062244819,1.0,-0.017380939108585357,0.005109535344547127,-0.08324456199901023,-0.017380939108585357,1.0,0.08964048046440437,-0.06559869632349075,0.005109535344547127,0.08964048046440437,1.0,1.0,1.0,1.0,1.0,1.5785522963342313,205.53080717115222,1.0,0.24359793810669436,0.01263806689530611,0.9328897595405579,0.0045389290899038315,0.04993326589465141,0.9243119266055045,1.0,0.0,0.27268035213082015,0.25
400.0,0.05370485782623291,0.9388361045130641,0.17864442872261793,0.9357798165137615,0.19869772818743844,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.018947444982543343,1.0,-0.0043883698298050194,0.04238851279183971,-0.03971741828264335,-0.0043883698298050194,1.0,0.014647483374067629,0.0007305634271499282,0.04238851279183971,0.014647483374067629,1.0,-0.12734544137586895,-0.03971741828264335,0.0007305634271499282,-0.12734544137586895,1.0,1.0,1.0,1.0,1.0,1.5626867748908266,914.8871665764359,1.0,0.2526486665010452,0.07198140025138855,0.9248298406600952,0.0010108676506206393,0.0021777660585939884,0.9357798165137615,1.0,0.0,0.19869772818743844,0.25
450.0,0.08920917380601168,0.9376484560570071,0.18529791271561788,0.9403669724770642,0.20182353366505015,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0015396860685170854,1.0,0.009238116411102512,0.0,0.0,0.009238116411102512,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.4285785300416458,860699832439.4226,1.0,0.36985847435959984,0.13929980993270874,0.8606998324394226,0.0,0.0,0.9403669724770642,1.0,0.0,0.20182353366505015,0.5
500.0,0.1639211568981409,0.9397268408551069,0.20199962049770234,0.9438073394495413,0.18298365083861756,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.009317166243784253,1.0,-0.030116541025038236,-0.03402470229105935,-0.03978172341217256,-0.030116541025038236,1.0,-0.0038704290337337795,0.019444689600947647,-0.03402470229105935,-0.0038704290337337795,1.0,0.1442517036237618,-0.03978172341217256,0.019444689600947647,0.1442517036237618,1.0,1.0,1.0,1.0,1.0,1.6116547318328067,236.4527538787651,1.0,0.2022468634975066,0.04411358758807182,0.9472988247871399,0.0045814914628863335,0.004006292205303907,0.9438073394495413,1.0,0.0,0.18298365083861756,0.25
550.0,0.06912815570831299,0.9419536817102138,0.20377865838201611,0.944954128440367,0.2126686942192133,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0052639135439010235,1.0,-0.02005277830773705,-0.04510644095746055,-0.05644162925998733,-0.02005277830773705,1.0,-0.010001943979266226,0.016698627442147576,-0.04510644095746055,-0.010001943979266226,1.0,0.14648764632570974,-0.05644162925998733,0.016698627442147576,0.14648764632570974,1.0,1.0,1.0,1.0,1.0,1.592421101168591,141.32865174681976,1.0,0.22587296038592627,0.0468628965318203,0.938964307308197,0.007528799585998058,0.0066438354551792145,0.944954128440367,1.0,0.0,0.2126686942192133,0.25
600.0,0.3270646929740906,0.9228028503562945,0.2957705338408113,0.9334862385321101,0.24255974846257067,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0199710751892775,1.0,-0.028703684067343232,-0.008545393072488576,-0.01960775405843189,-0.028703684067343232,1.0,0.011392056043617517,0.022135629983328797,-0.008545393072488576,0.011392056043617517,1.0,0.14315559630698238,-0.01960775405843189,0.022135629983328797,0.14315559630698238,1.0,1.0,1.0,1.0,1.0,1.4842935455720263,278.1347486087707,1.0,0.33752028356998337,0.09921704232692719,0.8893022537231445,0.008283032104372978,0.0031973791774362326,0.9334862385321101,1.0,0.0,0.24255974846257067,0.25
650.0,0.5289095044136047,0.932749406175772,0.24258865517864972,0.9254587155963303,0.2518045118036257,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.09367287140973617,1.0,0.055307571842555865,0.0860944252452202,0.08140228312084105,0.055307571842555865,1.0,0.11578729909618679,0.0996386528521597,0.0860944252452202,0.11578729909618679,1.0,0.12380699630145339,0.08140228312084105,0.0996386528521597,0.12380699630145339,1.0,1.0,1.0,1.0,1.0,1.4786228512075963,197.2744396656514,1.0,0.34568583773910455,0.0670878142118454,0.8891096711158752,0.004506968427449465,0.03929543122649193,0.9254587155963303,1.0,0.0,0.2518045118036257,0.25
700.0,0.06390731502324343,0.939875296912114,0.17904980695583014,0.9334862385321101,0.1707526870071888,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.00550005943663219,1.0,-0.03300035661979314,0.0,0.0,-0.03300035661979314,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5024427774480316,896450161933.8989,1.0,0.32830849563309905,0.10349161922931671,0.8964501619338989,5.81219355808571e-05,0.0,0.9334862385321101,1.0,0.0,0.1707526870071888,0.25
750.0,0.491098215803504,0.9455166270783848,0.1572673698779939,0.9380733944954128,0.1714043561496179,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.0008136005854671463,1.0,-0.004881603512802877,0.0,0.0,-0.004881603512802877,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5047768967545856,897556245326.9958,1.0,0.32524920931649864,0.10237479954957962,0.8975562453269958,6.863266025902703e-05,0.0,0.9380733944954128,1.0,0.0,0.1714043561496179,0.25
800.0,0.059709263034164906,0.9383907363420427,0.19111182978719632,0.9311926605504587,0.21163915366103703,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.001440788910914318,1.0,0.008644733465485908,0.0,0.0,0.008644733465485908,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.4491073635540497,870821177959.4421,1.0,0.3735468794993304,0.1290271133184433,0.8708211779594421,0.00015139288734644651,0.0,0.9311926605504587,1.0,0.0,0.21163915366103703,0.5
850.0,0.2112530991435051,0.9382422802850356,0.21254986646610607,0.9243119266055045,0.25981836822730575,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.020451552466875012,1.0,0.011023434401030298,-0.028144775840760503,-0.09851264495915214,0.011023434401030298,1.0,-0.030966305184457858,-0.03941155113919994,-0.028144775840760503,-0.030966305184457858,1.0,0.06330252792129008,-0.09851264495915214,-0.03941155113919994,0.06330252792129008,1.0,1.0,1.0,1.0,1.0,1.546508680941744,72.05506532364892,1.0,0.27592037331073654,0.04449441283941269,0.9193653464317322,0.01275920495390892,0.023380843922495842,0.9243119266055045,1.0,0.0,0.25981836822730575,0.25
900.0,0.44866640865802765,0.9373515439429929,0.1697606465053654,0.930045871559633,0.18609625265340912,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.015410070626133485,1.0,0.004046176020859169,-0.0657183303575705,-0.09264786246791136,0.004046176020859169,1.0,-0.017020821169373975,-0.019612298250225334,-0.0657183303575705,-0.017020821169373975,1.0,0.09849271246742111,-0.09264786246791136,-0.019612298250225334,0.09849271246742111,1.0,1.0,1.0,1.0,1.0,1.2609094692360723,276.9865323369934,1.0,0.4741136314125236,0.21596939861774445,0.7751031517982483,0.002798342378810048,0.006129044108092785,0.930045871559633,1.0,0.0,0.18609625265340912,0.5
950.0,0.0425328949932009,0.9446258907363421,0.18293333724815833,0.930045871559633,0.21379997143521906,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.008960905748942488,1.0,0.0,0.0,0.0,0.0,1.0,0.015107755304744355,-0.03227200883663328,0.0,0.015107755304744355,1.0,-0.036601180961766004,0.0,-0.03227200883663328,-0.036601180961766004,1.0,1.0,1.0,1.0,1.0,1.613981292965258,1762.4640219564496,1.0,0.20344597675384732,0.002734794979915023,0.9480822682380676,0.048645202070474625,0.0005379299982450902,0.930045871559633,1.0,0.0,0.21379997143521906,0.25
1000.0,0.04312916472554207,0.9455166270783848,0.15637348458666417,0.948394495412844,0.16920918380756947,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.011188181068797909,1.0,0.0,0.0,0.0,0.0,1.0,0.008615607585109345,-0.020381287475763267,0.0,0.008615607585109345,1.0,-0.05536340652213352,0.0,-0.020381287475763267,-0.05536340652213352,1.0,1.0,1.0,1.0,1.0,1.6115628480911255,288.85837918024754,1.0,0.20422407191827757,0.003279654309153557,0.9473556280136108,0.041591793298721313,0.007772981654852629,0.948394495412844,1.0,0.0,0.16920918380756947,0.25
