ts_epoch,event,phase,completed_jobs,total_jobs,failed_jobs,percent,eta_sec,elapsed_sec
1773956133.342856,init,,0,0,0,0.0,,1.621246337890625e-05
1773956133.343125,pipeline_start,,0,0,0,0.0,,0.0002892017364501953
1773956133.3433511,lock_wait,,0,0,0,0.0,,0.0005316734313964844
1773956133.3435626,lock_acquired,,0,0,0,0.0,,0.00075531005859375
1773956133.3437495,method_start,,0,0,0,0.0,,0.0009469985961914062
1773956133.343976,lock_wait,,0,0,0,0.0,,0.0011746883392333984
1773956133.344176,lock_acquired,,0,0,0,0.0,,0.0013735294342041016
1773956133.3443708,lock_released,,0,0,0,0.0,,0.0015652179718017578
1773956133.345561,lock_wait,,0,0,0,0.0,,0.0027494430541992188
1773956133.34576,lock_acquired,,0,0,0,0.0,,0.002958059310913086
1773956133.3459456,plan_add,,0,64,0,0.0,,0.0031423568725585938
1773956133.3461328,phase_start,baseline:coord:train.lr,0,64,0,0.0,,0.0033288002014160156
1773956143.48846,group_slots,baseline:coord:train.lr,0,64,0,0.0,,10.145475387573242
1773956143.5027597,group_start,baseline:coord:train.lr,0,64,0,0.0,,10.145869970321655
1773956256.388043,job_done,baseline:coord:train.lr,1,64,0,1.5625,7751.836146354675,123.04501819610596
1773956261.76857,job_done,baseline:coord:train.lr,2,64,0,3.125,3981.1935868263245,128.42559957504272
1773956261.955216,job_done,baseline:coord:train.lr,3,64,0,4.6875,2615.1147628625235,128.61220145225525
1773956262.030652,job_done,baseline:coord:train.lr,4,64,0,6.25,1930.3135299682617,128.68756866455078
1773956262.1670823,job_done,baseline:coord:train.lr,5,64,0,7.8125,1520.1209057331087,128.82380557060242
1773956262.1716492,job_done,baseline:coord:train.lr,6,64,0,9.375,1245.3441905180614,128.82870936393738
1773956352.4148812,job_done,baseline:coord:train.lr,7,64,0,10.9375,1783.87116929463,219.07189798355103
1773956375.2505567,job_done,baseline:coord:train.lr,8,64,0,12.5,1693.352947473526,241.90756392478943
1773956377.1163986,job_done,baseline:coord:train.lr,9,64,0,14.0625,1489.7263162665897,243.77339720726013
1773956377.452238,job_done,baseline:coord:train.lr,10,64,0,15.625,1318.1899233341217,244.1092450618744
1773956377.5890775,job_done,baseline:coord:train.lr,11,64,0,17.1875,1176.822232809934,244.24612379074097
1773956377.699288,job_done,baseline:coord:train.lr,12,64,0,18.75,1058.877454439799,244.3563356399536
1773956450.624393,job_done,baseline:coord:train.lr,13,64,0,20.3125,1244.7192494685835,317.28137731552124
1773956486.1063378,job_done,baseline:coord:train.lr,14,64,0,21.875,1259.8690927028656,352.76334595680237
1773956489.97417,job_done,baseline:coord:train.lr,15,64,0,23.4375,1164.9951788107553,356.63117718696594
1773956491.7052138,job_done,baseline:coord:train.lr,16,64,0,25.0,1075.0867960453033,358.36226534843445
1773956491.7768054,job_done,baseline:coord:train.lr,17,64,0,26.5625,990.9644623784459,358.4339544773102
1773956491.858957,job_done,baseline:coord:train.lr,18,64,0,28.125,916.2075751357609,358.51600766181946
1773956558.8918202,job_done,baseline:coord:train.lr,19,64,0,29.6875,1007.8787752201683,425.54881620407104
1773956594.11445,job_done,baseline:coord:train.lr,20,64,0,31.25,1013.6972593307495,460.77148151397705
1773956601.2682958,job_done,baseline:coord:train.lr,21,64,0,32.8125,958.1327778952462,467.9253101348877
1773956605.0960371,job_done,baseline:coord:train.lr,22,64,0,34.375,900.619559396397,471.75310254096985
1773956605.58854,job_done,baseline:coord:train.lr,23,64,0,35.9375,841.8291176920352,472.24560260772705
1773956605.6616023,job_done,baseline:coord:train.lr,24,64,0,37.5,787.1979025999705,472.3187415599823
1773956666.1061647,job_done,baseline:coord:train.lr,25,64,0,39.0625,831.1105615711211,532.7631804943085
1773956701.9471362,job_done,baseline:coord:train.lr,26,64,0,40.625,831.036697754493,568.6040563583374
1773956710.5209057,job_done,baseline:coord:train.lr,27,64,0,42.1875,790.9475590211374,577.177948474884
1773956717.277633,job_done,baseline:coord:train.lr,28,64,0,43.75,750.7732130118779,583.9347212314606
1773956718.0390446,job_done,baseline:coord:train.lr,29,64,0,45.3125,705.6678311989226,584.696202993393
1773956718.1363108,job_done,baseline:coord:train.lr,30,64,0,46.875,662.7658644676209,584.7934098243713
1773956775.1057715,job_done,baseline:coord:train.lr,31,64,0,48.4375,683.1668411839393,641.7627902030945
1773956811.348215,job_done,baseline:coord:train.lr,32,64,0,50.0,678.0051727294922,678.0051727294922
1773956818.632527,job_done,baseline:coord:train.lr,33,64,0,51.5625,643.75670560201,685.2893962860107
1773956828.9794676,job_done,baseline:coord:train.lr,34,64,0,53.125,613.7966552201439,695.6362092494965
1773956830.4303386,job_done,baseline:coord:train.lr,35,64,0,54.6875,577.5866880076272,697.0873820781708
1773956830.6335857,job_done,baseline:coord:train.lr,36,64,0,56.25,542.3371033403608,697.2905614376068
1773956883.7105658,job_done,baseline:coord:train.lr,37,64,0,57.8125,547.5655222583462,750.3675675392151
1773956920.2537134,job_done,baseline:coord:train.lr,38,64,0,59.375,538.4126190135354,786.9107508659363
1773956926.8839293,job_done,baseline:coord:train.lr,39,64,0,60.9375,508.68009726206463,793.5409517288208
