step,train_step_loss,train_acc,train_loss,val_acc,val_loss,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,task_acc__glue_cola,task_acc__glue_mrpc,task_acc__glue_rte,task_conflict_t0_t0,task_conflict_t0_t1,task_conflict_t0_t2,task_conflict_t1_t0,task_conflict_t1_t1,task_conflict_t1_t2,task_conflict_t2_t0,task_conflict_t2_t1,task_conflict_t2_t2,task_grad_norm_cv,task_loss__glue_cola,task_loss__glue_mrpc,task_loss__glue_rte,utilization_ratio
100.0,0.5634264250596365,0.6895248163009616,0.5874495261421822,0.6506733885051287,0.6257944084004868,0.14217936062869566,0.9799135791162769,0.9251157899214265,0.8818100771846002,0.6304797572176911,0.8543298008599987,0.414236843585968,0.45217669010162354,0.5472255945205688,0.5157202482223511,0.48233984410762787,0.05585885939611413,1.0,0.18100490972744102,0.4029441830600415,-0.007630303872882686,0.18100490972744102,1.0,0.026502367405376526,-0.2869588161515213,0.4029441830600415,0.026502367405376526,1.0,0.019290816208229748,-0.007630303872882686,-0.2869588161515213,0.019290816208229748,1.0,0.41224291137940855,-0.2531536831896442,0.5588461554573084,-0.14921794113229017,0.6039487719535828,6.229504264177269,0.4243394796626967,0.6869063135581436,0.42566001415252686,0.36985957622528076,0.13615070283412933,0.06832967698574066,0.6922339405560882,0.7254901960784313,0.5342960288808665,1.0,0.7207942058954058,0.18903869133536144,0.7207942058954058,1.0,0.3631855417573228,0.18903869133536144,0.3631855417573228,1.0,0.09446352245616094,0.6141008380942672,0.5545723097873669,0.7087100773198264,0.75
200.0,0.6639557629823685,0.6616027741094407,0.5883294441102729,0.6671506030432105,0.5946688685941904,-0.04087228515843804,0.9308900947370111,0.5029217125145998,0.5341053999705724,5.0301676981939696e-11,0.4919793018181213,0.4240845739841461,0.8385992646217346,0.8091577291488647,1.0,0.7679603919386864,0.06629708352530475,1.0,0.06300138376462172,0.24665979220382211,0.03800549442471576,0.06300138376462172,1.0,0.04692314143399408,0.020849381261026576,0.24665979220382211,0.04692314143399408,1.0,-0.01765669193635172,0.03800549442471576,0.020849381261026576,-0.01765669193635172,1.0,0.23521993787520779,-0.12708654599948035,-0.2716225325094796,0.0,0.45477220955226305,5.9306735680334715,0.21507180974960752,0.6861412826649569,0.33812764286994934,0.3268878161907196,0.2779712677001953,0.057013362646102905,0.7018216682646213,0.7328431372549019,0.5667870036101083,1.0,0.8156514763244137,-0.017218381858610483,0.8156514763244137,1.0,-0.1532176652169807,-0.017218381858610483,-0.1532176652169807,1.0,0.3546720117485695,0.5925064171372935,0.5097138258610286,0.6817863627842495,0.75
300.0,0.5511112113793691,0.7216710898347555,0.5485466062593974,0.6811179955389387,0.5619748109335762,0.42549985847041977,0.967432551909606,0.8205056561385478,0.8729858022523858,5.0301676981939696e-11,0.6652310025877103,0.41739773750305176,0.534696638584137,0.5764975547790527,1.0,0.6321479827165604,0.23854543711010645,1.0,0.2890393920327845,0.2795278550716562,0.3599845812915976,0.2890393920327845,1.0,0.026570454698131536,0.16286679632623313,0.2795278550716562,0.026570454698131536,1.0,0.31328354324023566,0.3599845812915976,0.16286679632623313,0.31328354324023566,1.0,0.8141426539011402,0.9113662003136908,-0.02350942033315177,0.0,0.6671353777808401,8.904778919331775,0.5968391603008749,0.6811964605693464,0.5012522339820862,0.2881639003753662,0.1542934626340866,0.05629025027155876,0.7545541706615532,0.7328431372549019,0.555956678700361,1.0,0.9167425402657475,0.49040198354372055,0.9167425402657475,1.0,0.3833729570931567,0.49040198354372055,0.3833729570931567,1.0,0.1398101312698813,0.5137039727837075,0.4850693925046453,0.687151067512376,0.75
400.0,0.32673634340365726,0.7397584611607747,0.5173097711080312,0.6855544178598277,0.61426724839168,0.33752617142824215,0.9956546498046621,0.46147036381321355,0.7656955511756512,5.0301676981939696e-11,0.5557051412109572,0.3685826063156128,0.8486537933349609,0.6293283104896545,1.0,0.7116411775350571,0.013028571440541712,1.0,0.19384075047355662,0.2938841698636751,-0.17879963397806897,0.19384075047355662,1.0,0.18060986027567236,-0.13643702028778246,0.2938841698636751,0.18060986027567236,1.0,-0.27492669770380235,-0.17879963397806897,-0.13643702028778246,-0.27492669770380235,1.0,0.13409526650341744,0.30925453279192,0.906754886417631,0.0,0.5974967363480643,4.749413817631466,0.30312637676327253,0.6778201369085798,0.4012121260166168,0.11771966516971588,0.3965921998023987,0.08447613567113876,0.7200383509108341,0.7156862745098039,0.6209386281588448,1.0,0.5276156131444165,0.07262219591800172,0.5276156131444165,1.0,0.3091413212273993,0.07262219591800172,0.3091413212273993,1.0,0.2869970386449071,0.5940224615188728,0.6128605053047923,0.6359187783513751,0.5
500.0,0.5596092964212099,0.7911444577068942,0.4347813641979336,0.7313156862903457,0.5360041420029941,0.003968149185776343,0.7125886029991011,0.5755263661604796,0.7051301847213295,5.0301676981939696e-11,0.498311288482803,0.7166258692741394,0.7831636071205139,0.7217419743537903,1.0,0.8053828626871109,-0.12004878206275836,1.0,0.3587257753326922,-0.3407300416093859,-0.3454019724831553,0.3587257753326922,1.0,-0.14695358076282453,-0.20090587395035475,-0.3407300416093859,-0.14695358076282453,1.0,-0.04502699890352184,-0.3454019724831553,-0.20090587395035475,-0.04502699890352184,1.0,-0.25271119733190056,-0.32672866500507486,0.5953124590800808,0.0,0.7148721558008009,11.13704215131445,-0.1823108843533882,0.6622791942898874,0.5268508791923523,0.1525900810956955,0.273252934217453,0.04730617627501488,0.7583892617449665,0.7965686274509803,0.6389891696750902,1.0,-0.6623394552837303,-0.09947820091562352,-0.6623394552837303,1.0,0.21488500313918923,-0.09947820091562352,0.21488500313918923,1.0,0.6103744433866561,0.5029501253810092,0.44976329211803046,0.6552990085099425,0.75
600.0,0.5606839718918005,0.7784490129351211,0.4393728278614477,0.7281669482175154,0.5506287554569792,-0.2047524419184289,0.8767899097075162,0.6481219593074002,0.8069728514898499,5.0301676981939696e-11,0.5829711801387669,0.566109299659729,0.6809735894203186,0.6506884098052979,1.0,0.7244428247213364,-0.15421223574464418,1.0,0.3119049340538124,-0.38787390393366616,-0.5546665061968113,0.3119049340538124,1.0,-0.151601668083859,-0.24692320537865148,-0.38787390393366616,-0.151601668083859,1.0,0.10388693507131026,-0.5546665061968113,-0.24692320537865148,0.10388693507131026,1.0,-0.3019962239410357,-0.31891365373086494,-0.19809989000181494,0.0,0.6293887495994568,7.723530424793138,-0.2961953489620299,0.6720810860257458,0.5002155900001526,0.21663719415664673,0.21838214993476868,0.06476514786481857,0.7622243528283796,0.7941176470588235,0.628158844765343,1.0,-0.8931046024410395,-0.043764377399853754,-0.8931046024410395,1.0,0.04828293295480349,-0.043764377399853754,0.04828293295480349,1.0,0.4226205634002284,0.4934042276430676,0.4487272047017719,0.7097548340260982,0.75
700.0,0.35202683756748837,0.8543957613774887,0.3338045845824927,0.7307072571798408,0.56650242477235,-0.12768927335316507,0.7901071938408573,0.6427956337726789,0.8931114491286078,0.44484323600657477,0.6927143781871797,0.6630545258522034,0.7591099739074707,0.48701584339141846,0.8082780241966248,0.6793645918369293,-0.109541268505,1.0,0.3464623807629238,-0.2754949031839369,-0.5552539552369266,0.3464623807629238,1.0,-0.13342369390105885,-0.24149591787648508,-0.2754949031839369,-0.13342369390105885,1.0,0.20195847840548367,-0.5552539552369266,-0.24149591787648508,0.20195847840548367,1.0,-0.2515499870326146,-0.3260196944062089,-0.23446350908228764,0.30127609710845094,0.4371769353362245,3.148475634837737,-0.23019261756825815,0.6771569894281803,0.41345542669296265,0.17295131087303162,0.28227394819259644,0.13131923973560333,0.7603068072866731,0.7892156862745098,0.6425992779783394,1.0,-0.8168662171197253,-0.02148649325603186,-0.8168662171197253,1.0,0.14777485767098275,-0.02148649325603186,0.14777485767098275,1.0,0.6570270293469539,0.4951159561209324,0.4913587494178073,0.7130325687783104,1.0
800.0,0.7589036996165911,0.8725196397128538,0.3109875325546982,0.7427881226873518,0.5653225707956491,-0.13820017420216898,0.7353705494503586,0.5650643110960838,0.7681407465503913,0.9371112394892787,0.751421711646528,0.6995579600334167,0.8083269596099854,0.47990429401397705,0.4201682209968567,0.601989358663559,0.056590834575415576,1.0,0.32065689400616276,-0.2831737020383903,0.5855817003866608,0.32065689400616276,1.0,-0.19043355094996997,0.20875836517407861,-0.2831737020383903,-0.19043355094996997,1.0,-0.30184469912604855,0.5855817003866608,0.20875836517407861,-0.30184469912604855,1.0,-0.2419817470843019,-0.32598512436342736,0.3060016671702912,-0.29083549253123786,0.44866370542808837,2.7785810614365287,-0.08895796374737154,0.6673158498273956,0.4317859709262848,0.15882349014282227,0.2539924681186676,0.15539801120758057,0.7737296260786194,0.7867647058823529,0.6678700361010831,1.0,-0.6066683561231171,0.38169585701059305,-0.6066683561231171,1.0,-0.041901392129590584,0.38169585701059305,-0.041901392129590584,1.0,0.588262131553821,0.48286340341597567,0.444355989358954,0.7687483196120177,1.0
900.0,0.322683684527874,0.8927402901936882,0.2747025514266094,0.761479930167336,0.5098427104439215,-0.23295010467807759,0.6374806474252774,0.47574336239782256,0.8204142915861711,0.4938765675748289,0.606878717246025,0.7621908783912659,0.8504793643951416,0.5723985433578491,0.7672491669654846,0.7380794882774353,0.050848946536847704,1.0,0.3256193837740509,-0.3620138375891873,0.4212969408086963,0.3256193837740509,1.0,-0.1917427298228799,0.28245050317764964,-0.3620138375891873,-0.1917427298228799,1.0,-0.1705165811272434,0.4212969408086963,0.28245050317764964,-0.1705165811272434,1.0,-0.08692097699530262,-0.28208936609408214,-0.3265528035695505,-0.23623727205337508,0.48221809095905044,3.45830419126545,0.10840840958372422,0.674489421080108,0.4476081430912018,0.23958870768547058,0.18337348103523254,0.12942995131015778,0.7909875359539789,0.803921568627451,0.6895306859205776,1.0,0.03357146618748342,0.159097305609245,0.03357146618748342,1.0,0.13255645695444426,0.159097305609245,0.13255645695444426,1.0,0.5469048460417856,0.462628735101405,0.42753610087960375,0.639363295350756,1.0
1000.0,0.21196437068283558,0.9089091917242312,0.2414150001746902,0.7621469351112786,0.5647074727672813,0.16739887026424288,0.5098714949975195,0.6524242856963042,0.4295395921017623,0.9283738802416885,0.6300523132593187,0.8351288437843323,0.7495326399803162,0.8694329261779785,0.520266592502594,0.7435902506113052,0.08907451554877947,1.0,0.3784713031709343,-0.19090567481337856,0.4923524458716744,0.3784713031709343,1.0,-0.1287853850566503,0.22354892929580775,-0.19090567481337856,-0.1287853850566503,1.0,-0.2402345251757108,0.4923524458716744,0.22354892929580775,-0.2402345251757108,1.0,0.41110747215207194,0.9217832850725961,-0.3201318178111652,-0.34316345835653134,0.4685778319835663,3.8697372816904,0.25465269346099045,0.6634826708791984,0.42796584963798523,0.2697189152240753,0.11059299856424332,0.19172219932079315,0.7833173537871524,0.8063725490196079,0.6967509025270758,1.0,0.44393007637755616,0.22440913125135845,0.44393007637755616,1.0,0.09561887275405664,0.22440913125135845,0.09561887275405664,1.0,0.7400115505311998,0.4638243133756723,0.48951917028456343,0.7407789346416082,0.75
