step,train_step_loss,train_acc,train_loss,val_acc,val_loss,alignment_reward,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,l_conflict,l_conflict_e0,l_conflict_e1,l_conflict_e2,l_conflict_e3,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_conflict_grad_l2,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,task_acc__glue_rte,task_conflict_t0_t0,task_grad_norm_cv,task_loss__glue_rte,utilization_ratio
50.0,0.6221007704734802,0.7449799196787149,0.5403350117687996,0.6931407942238267,0.5704066794779565,18.501113891601562,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0006448746923938951,1.0,0.0,0.0,0.0038692481543633707,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0038692481543633707,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-18.501113891601562,-11.959059715270996,-0.0,-0.0,-6.542055130004883,1.0378227233886719,3342.213096618177,1.0,0.0,0.606956463858539,0.6003992557525635,0.00017964122525881976,0.0009379797847941518,0.39848315715789795,0.6931407942238267,1.0,0.0,0.5704066794779565,0.5
100.0,0.7750230133533478,0.778714859437751,0.4685878789864289,0.7220216606498195,0.579605121165514,99.46493530273438,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.017040089150399493,1.0,-0.08881811959659398,0.0,0.07478761191535771,-0.08881811959659398,1.0,0.0,-0.08821002722116068,0.0,0.0,1.0,0.0,0.07478761191535771,-0.08821002722116068,0.0,1.0,1.0,1.0,1.0,1.0,-99.46493530273438,-41.256107330322266,-1.0828478336334229,-0.0,-57.125980377197266,0.9618810415267944,33.1775327126154,1.0,0.0,0.5454291212859997,0.39775213599205017,0.017116915434598923,0.01723390258848667,0.5678970217704773,0.7220216606498195,1.0,0.0,0.579605121165514,0.5
150.0,0.2627952992916107,0.9012048192771084,0.2584531782457653,0.8086642599277978,0.4307001949184471,14.873861312866211,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.007743461481426197,1.0,0.0,-0.07365968143900431,-0.01432955067342176,0.0,1.0,0.0,0.0,-0.07365968143900431,0.0,1.0,0.04152846322386889,-0.01432955067342176,0.0,0.04152846322386889,1.0,1.0,1.0,1.0,1.0,-14.873861312866211,-8.663741111755371,-0.0,-0.44319823384284973,-5.766921520233154,1.0559256143481273,264.1825890691248,1.0,0.0,0.4050539357567522,0.6531829237937927,0.0024724677205085754,0.025878077372908592,0.318466454744339,0.8086642599277978,1.0,0.0,0.4307001949184471,0.5
200.0,0.17687934264540672,0.934136546184739,0.17642491300685856,0.8411552346570397,0.4110225872654054,2.393913507461548,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.008320645367989245,1.0,-0.08117888828893607,0.05179158202642717,0.05586514608323923,-0.08117888828893607,1.0,-0.07559406335632989,-0.08182158321107326,0.05179158202642717,-0.07559406335632989,1.0,0.08101393453873736,0.05586514608323923,-0.08182158321107326,0.08101393453873736,1.0,1.0,1.0,1.0,1.0,-2.393913507461548,-1.1769170761108398,-0.03144518658518791,-0.2188812494277954,-0.9666699767112732,0.943545401096344,58.26755778863846,1.0,0.0,0.4199585505771293,0.6054700613021851,0.010391203686594963,0.06540795415639877,0.31873080134391785,0.8411552346570397,1.0,0.0,0.4110225872654054,0.5
250.0,0.150664784014225,0.923293172690763,0.18836701314012783,0.779783393501805,0.5124433864321973,2.3871326446533203,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.012876926937876274,1.0,0.095984390405133,0.11500099516640597,-0.058284475924354685,0.095984390405133,1.0,0.10830245477510028,-0.07158185495542557,0.11500099516640597,0.10830245477510028,1.0,-0.11215994783960134,-0.058284475924354685,-0.07158185495542557,-0.11215994783960134,1.0,1.0,1.0,1.0,1.0,-2.3871326446533203,-1.6022238731384277,-0.048355743288993835,-0.2275492548942566,-0.5090035796165466,1.0782177355029898,44.38472615779333,1.0,0.0,0.3679265356235986,0.6988489627838135,0.0157452579587698,0.06762823462486267,0.21777763962745667,0.779783393501805,1.0,0.0,0.5124433864321973,0.5
300.0,0.06593256443738937,0.9714859437751004,0.0916682192697548,0.8375451263537906,0.4569892143416736,1.5128016471862793,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.011270387160724519,1.0,0.0,-0.03301301937249596,0.006681140450005741,0.0,1.0,0.0,0.0,-0.03301301937249596,0.0,1.0,-0.0412904440418569,0.006681140450005741,0.0,-0.0412904440418569,1.0,1.0,1.0,1.0,1.0,-1.5128016471862793,-0.718567430973053,-0.0,-0.20311684906482697,-0.5911173224449158,0.8644229173660278,129.47798860251194,1.0,0.0,0.3987257721622068,0.5762836933135986,0.004450823646038771,0.11800234764814377,0.3012631833553314,0.8375451263537906,1.0,0.0,0.4569892143416736,0.5
350.0,0.0035968308802694082,0.9775100401606426,0.07104558365468759,0.8158844765342961,0.7635910549466239,0.016444429755210876,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.02831387887719954,1.0,0.10438050992035766,-0.12361231744079601,-0.05023686173585603,0.10438050992035766,1.0,-0.1055891790893204,-0.07938112062501068,-0.12361231744079601,-0.1055891790893204,1.0,0.08455569570742823,-0.05023686173585603,-0.07938112062501068,0.08455569570742823,1.0,1.0,1.0,1.0,1.0,-0.016444429755210876,-0.011287626810371876,-0.0004290057404432446,-4.2718045733636245e-05,-0.004685079678893089,1.0062912702560425,66.2880535003707,1.0,0.0,0.27193590708157644,0.6120432615280151,0.02090187929570675,0.009233085438609123,0.35782185196876526,0.8158844765342961,1.0,0.0,0.7635910549466239,0.5
400.0,0.007616028189659119,0.9887550200803212,0.04002244161057229,0.8231046931407943,0.6625649158490382,0.04663023352622986,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.08241563830956354,1.0,0.0581780057709184,0.07007894214649886,0.043769823842975376,0.0581780057709184,1.0,0.1054468304006811,0.10535484654870575,0.07007894214649886,0.1054468304006811,1.0,0.1116653811476017,0.043769823842975376,0.10535484654870575,0.1116653811476017,1.0,1.0,1.0,1.0,1.0,-0.04663023352622986,-0.020111756399273872,-0.002001954009756446,-0.00016078908811323345,-0.024355731904506683,0.9354119896888733,55.72542613171983,1.0,0.0,0.3003993365738796,0.5302164554595947,0.028137831017374992,0.009514803066849709,0.43213093280792236,0.8231046931407943,1.0,0.0,0.6625649158490382,0.5
450.0,0.17174960859119892,0.9907630522088353,0.02878365501024886,0.8375451263537906,0.6641431177688193,3.996108055114746,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.002165975073962554,1.0,-0.08785995082721544,-0.11600296838949047,-0.06722101118141602,-0.08785995082721544,1.0,0.09690073117228042,0.08492208545530851,-0.11600296838949047,0.09690073117228042,1.0,0.10225696421430834,-0.06722101118141602,0.08492208545530851,0.10225696421430834,1.0,1.0,1.0,1.0,1.0,-3.996108055114746,-2.6740872859954834,-0.09699400514364243,-0.026648011058568954,-1.1983786821365356,0.9347419738769531,47.33491730864456,1.0,0.0,0.2895493348152629,0.5338969230651855,0.02762448601424694,0.011279135011136532,0.42719951272010803,0.8375451263537906,1.0,0.0,0.6641431177688193,0.5
500.0,0.0005535169184440747,0.9875502008032129,0.048427883774988564,0.8267148014440433,0.860350192219711,0.00036966108018532395,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.012053271762485537,1.0,0.12215837371370421,0.13286535150286083,-0.08366841030461823,0.12215837371370421,1.0,0.11040922835528581,-0.10547392416365184,0.13286535150286083,0.11040922835528581,1.0,-0.10397098852866754,-0.08366841030461823,-0.10547392416365184,-0.10397098852866754,1.0,1.0,1.0,1.0,1.0,-0.00036966108018532395,-0.000221950831473805,-1.1465966963442042e-05,-3.3907203942362685e-06,-0.00013285354361869395,1.0473658470729499,87.87273897157564,1.0,0.0,0.2470945950449589,0.6444650888442993,0.018805796280503273,0.007334073074162006,0.32939499616622925,0.8267148014440433,1.0,0.0,0.860350192219711,0.5
