step,train_step_loss,train_acc,train_loss,val_acc,val_loss,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_e4,expert_diversity_e5,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_e4,expert_purity_e5,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e0_e4,inter_expert_similarity_e0_e5,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e1_e4,inter_expert_similarity_e1_e5,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e2_e4,inter_expert_similarity_e2_e5,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,inter_expert_similarity_e3_e4,inter_expert_similarity_e3_e5,inter_expert_similarity_e4_e0,inter_expert_similarity_e4_e1,inter_expert_similarity_e4_e2,inter_expert_similarity_e4_e3,inter_expert_similarity_e4_e4,inter_expert_similarity_e4_e5,inter_expert_similarity_e5_e0,inter_expert_similarity_e5_e1,inter_expert_similarity_e5_e2,inter_expert_similarity_e5_e3,inter_expert_similarity_e5_e4,inter_expert_similarity_e5_e5,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,intra_expert_coherence_e4,intra_expert_coherence_e5,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,router_load_e4,router_load_e5,task_acc__glue_cola,task_acc__glue_mrpc,task_acc__glue_rte,task_acc__glue_sst2,task_conflict_t0_t0,task_conflict_t0_t1,task_conflict_t0_t2,task_conflict_t0_t3,task_conflict_t1_t0,task_conflict_t1_t1,task_conflict_t1_t2,task_conflict_t1_t3,task_conflict_t2_t0,task_conflict_t2_t1,task_conflict_t2_t2,task_conflict_t2_t3,task_conflict_t3_t0,task_conflict_t3_t1,task_conflict_t3_t2,task_conflict_t3_t3,task_grad_norm_cv,task_loss__glue_cola,task_loss__glue_mrpc,task_loss__glue_rte,task_loss__glue_sst2,utilization_ratio
100.0,0.5374425137415528,0.7791119160852203,0.47094429750330596,0.7460312060963191,0.5005715690653931,0.4602368857188353,0.9633396622948677,0.4383129619883946,0.8982522263154094,0.47699396684862433,0.7326611391442831,0.8893475666174796,0.7331512538681765,0.35737094283103943,0.7037761211395264,0.4120757281780243,0.6256037950515747,0.5177034735679626,0.41240090131759644,0.5048218270142873,-0.05997890580716995,1.0,-0.1514364198470421,-0.2665496507992973,0.14375825699319011,-0.04442017957049629,0.34911358872986686,-0.1514364198470421,1.0,0.13362707042467992,-0.20923225341504673,-0.03458012514018914,-0.47028872750624684,-0.2665496507992973,0.13362707042467992,1.0,-0.09492918244197607,-0.019971329576492045,-0.25113321786955145,0.14375825699319011,-0.20923225341504673,-0.09492918244197607,1.0,0.06909518987739462,0.17211891179954206,-0.04442017957049629,-0.03458012514018914,-0.019971329576492045,0.06909518987739462,1.0,-0.22485551876588486,0.34911358872986686,-0.47028872750624684,-0.25113321786955145,0.17211891179954206,-0.22485551876588486,1.0,0.7358104239827786,0.0339616085018339,0.7929426824738147,0.15240497036198805,0.36214182824405255,0.6841598007485441,0.8205221027913843,67.58724693658233,0.1317814740999497,1.086187357902527,0.18513363599777222,0.05397430434823036,0.37143945693969727,0.005495703313499689,0.06954584270715714,0.314410924911499,0.7459252157238735,0.8357843137254902,0.5342960288808665,0.8681192660550459,1.0,-0.06565153143160177,0.24999538133878366,0.18315250165952118,-0.06565153143160177,1.0,0.06837446925274063,0.025548089021908027,0.24999538133878366,0.06837446925274063,1.0,0.3292699347583464,0.18315250165952118,0.025548089021908027,0.3292699347583464,1.0,0.5013796178504474,0.5556927733331254,0.38593296018930584,0.7038725903109898,0.3567879524281515,0.5
200.0,0.4210321041755378,0.8379207943873969,0.36903566815540023,0.8102240417117856,0.4314778732294814,0.04632531728623649,0.8927018302393654,0.5805336277676308,0.9876001368981897,0.4580892899524296,0.7685313885535228,0.9684153002645093,0.775978595612608,0.4094325602054596,0.6429917812347412,0.2863728106021881,0.6687695384025574,0.5850066542625427,0.35538432002067566,0.4913262774546941,-0.09307124834442089,1.0,-0.24100364956025402,0.12518778335221853,-0.04368355664093275,-0.5678589178714161,0.16606087919029863,-0.24100364956025402,1.0,0.4642636004917292,-0.064883071267755,0.24616680240969377,-0.4180220751485108,0.12518778335221853,0.4642636004917292,1.0,-0.07411390296296985,0.20195406579005998,-0.44798995161166316,-0.04368355664093275,-0.064883071267755,-0.07411390296296985,1.0,0.04081190728074825,-0.25726369499023743,-0.5678589178714161,0.24616680240969377,0.20195406579005998,0.04081190728074825,1.0,-0.5256949436273226,0.16606087919029863,-0.4180220751485108,-0.44798995161166316,-0.25726369499023743,-0.5256949436273226,1.0,-0.0553164909511241,0.04773850148866312,0.17144456371395864,0.1372627751209992,-0.1008840232388674,0.0777065775837896,0.7945201045846815,189.4982854376577,0.06921479997934701,1.0836540853060208,0.12808960676193237,0.07537934184074402,0.36829859018325806,0.0019435457652434707,0.10525728762149811,0.32103171944618225,0.7890699904122723,0.8627450980392157,0.6750902527075813,0.9139908256880734,1.0,-0.014386581094226919,-0.02862576392671929,-0.007532341728715244,-0.014386581094226919,1.0,0.11568749338839379,0.14699862111747755,-0.02862576392671929,0.11568749338839379,1.0,0.2031473721198722,-0.007532341728715244,0.14699862111747755,0.2031473721198722,1.0,0.31534196647523927,0.518637873182605,0.3394436065274744,0.6334984493318689,0.23433156387597723,0.6666666666666666
300.0,0.46987072797492146,0.8721260230164998,0.31687585165829774,0.8149754036883673,0.47587973379792425,0.009995794094033797,0.7648134676173868,0.486260478042975,0.9420083102016669,5.979470346869725e-11,0.5186921063403124,0.9201523250334507,0.6053211145492644,0.6164841651916504,0.5972774028778076,0.3472296893596649,1.0,0.5669262409210205,0.45047226548194885,0.5963982939720154,-0.05103035165343355,1.0,0.10150494990921677,-0.07019603033247473,-0.17745142992302892,-0.4425237275371266,0.01658547376348546,0.10150494990921677,1.0,0.14712032417296259,-0.2143113852129478,0.23340654846798986,-0.15522305395189503,-0.07019603033247473,0.14712032417296259,1.0,0.06399485079554577,0.04765045132237824,0.02737325549206277,-0.17745142992302892,-0.2143113852129478,0.06399485079554577,1.0,0.15866088184810798,-0.22406087772019484,-0.4425237275371266,0.23340654846798986,0.04765045132237824,0.15866088184810798,1.0,-0.27798550589558474,0.01658547376348546,-0.15522305395189503,0.02737325549206277,-0.22406087772019484,-0.27798550589558474,1.0,-0.04041009097941254,0.051994630600743226,0.07199218140444735,0.0,-0.13942056695488236,0.1158186104933071,0.8388134731276663,408.3030661418395,0.07940668611236672,1.0854881063791422,0.1355181187391281,0.08986755460500717,0.36963361501693726,0.0009052922832779586,0.06199302524328232,0.34208253026008606,0.7871524448705657,0.8406862745098039,0.7111913357400722,0.9208715596330275,1.0,0.13871148410781492,-0.0004280332191672144,-0.015007532885951608,0.13871148410781492,1.0,0.11093643311527589,0.08163253163589149,-0.0004280332191672144,0.11093643311527589,1.0,0.1605952339203368,-0.015007532885951608,0.08163253163589149,0.1605952339203368,1.0,0.4235416703054862,0.604405644977691,0.4517746035737965,0.615620310186709,0.23171837645350024,0.6666666666666666
400.0,0.27962024603039026,0.9206181707477621,0.20491001286959426,0.8318398721561526,0.43532989742165085,0.057704572101338454,0.8769269796062973,0.33027576128120195,0.9468528894805092,0.5303695563191585,0.760560164690586,0.9074294785142075,0.7254024716486601,0.3347162902355194,0.8287521004676819,0.33903563022613525,0.7119870185852051,0.44607776403427124,0.4756971597671509,0.522710993885994,-0.10568073306620776,1.0,-0.37076953686149516,-0.0592505349416814,0.10594350360018266,-0.4318662513484084,0.19740961167786772,-0.37076953686149516,1.0,0.20414712342626698,-0.31299867024983535,0.05538026823800426,-0.28354669926946235,-0.0592505349416814,0.20414712342626698,1.0,-0.03478422494758353,-0.3261216877041436,-0.08958918631693996,0.10594350360018266,-0.31299867024983535,-0.03478422494758353,1.0,0.08512421499120662,-0.07383309348874217,-0.4318662513484084,0.05538026823800426,-0.3261216877041436,0.08512421499120662,1.0,-0.2504558327983525,0.19740961167786772,-0.28354669926946235,-0.08958918631693996,-0.07383309348874217,-0.2504558327983525,1.0,0.011291076463020841,0.07901463539378685,0.19996993232203653,-0.11911307224418893,0.01521073348460907,0.15985412718876638,0.8284722175035217,32.806594122508606,0.070576906452665,1.081588991697018,0.10642171651124954,0.07378658652305603,0.38100284337997437,0.011613605543971062,0.09578786790370941,0.33138754963874817,0.8082454458293384,0.8602941176470589,0.7436823104693141,0.9151376146788991,1.0,0.014836358075895284,0.04650528419896841,0.15547297188430512,0.014836358075895284,1.0,0.014932049091755151,0.058219137766855895,0.04650528419896841,0.014932049091755151,1.0,0.13349563769821013,0.15547297188430512,0.058219137766855895,0.13349563769821013,1.0,0.14796512694141092,0.48513787441650796,0.33556977143654454,0.6670888289020805,0.25352311493147034,0.6666666666666666
500.0,0.2577073813881725,0.9526602885839038,0.12862573826231471,0.8444242372819595,0.4487409692991787,0.13944943599372503,0.7402471218703457,0.6655828320039074,0.9835561368569139,5.979470346869725e-11,0.7743769928489614,0.9430124309059702,0.684462585757649,0.6046255826950073,0.5233258008956909,0.3072720170021057,1.0,0.4206184148788452,0.43203842639923096,0.5479800403118134,-0.13911894709766312,1.0,-0.17804753782124375,-0.2124407660899014,-0.05119000474053406,-0.36507519504404334,-0.04162387407738798,-0.17804753782124375,1.0,0.0116509708473809,-0.19561950323782828,-0.07902145093484524,-0.24030387132488418,-0.2124407660899014,0.0116509708473809,1.0,-0.08759035938336415,-0.3344341802003871,-0.08220013149935192,-0.05119000474053406,-0.19561950323782828,-0.08759035938336415,1.0,0.12690566932194153,-0.10954528270359201,-0.36507519504404334,-0.07902145093484524,-0.3344341802003871,0.12690566932194153,1.0,-0.24824868957690532,-0.04162387407738798,-0.24030387132488418,-0.08220013149935192,-0.10954528270359201,-0.24824868957690532,1.0,0.06164886651940135,-0.07141967099230746,0.2475472282139004,0.0,0.3164985149730026,0.28242167724835326,0.8440255271188758,82.17455174320303,0.05491246812397806,1.078350493999628,0.1302071213722229,0.10368909686803818,0.3809334337711334,0.004635661840438843,0.04857031628489494,0.3319644033908844,0.8370086289549377,0.8774509803921569,0.740072202166065,0.9231651376146789,1.0,0.016481769565643317,0.0021092170378356253,0.09767676350883876,0.016481769565643317,1.0,0.005949416124231539,0.028142911981480088,0.0021092170378356253,0.005949416124231539,1.0,0.17911473052583904,0.09767676350883876,0.028142911981480088,0.17911473052583904,1.0,0.46881408607060787,0.41406220513428643,0.33629983210136205,0.8310849366059142,0.21351690335515222,0.6666666666666666
600.0,0.11316135572269559,0.9583515035325609,0.11825930254423123,0.8447078497995995,0.5167219530349388,0.08560617272097709,0.7908000460913504,0.9913024934044654,0.9570442373773334,5.979470346869725e-11,0.5345412104826865,0.9174613984941199,0.698524897651625,0.5001030564308167,0.2759188413619995,0.3307490646839142,1.0,0.5422837138175964,0.45643121004104614,0.5175809810558955,-0.05575682368254738,1.0,-0.01772410528071327,-0.12889423826327254,-0.1624709331445188,-0.300472084833896,0.012579662668638547,-0.01772410528071327,1.0,-0.13860736198244614,0.18634008285370152,0.0008543310896870683,-0.15327301223125053,-0.12889423826327254,-0.13860736198244614,1.0,0.036834287216124854,-0.3745734493197981,0.03943826048396868,-0.1624709331445188,0.18634008285370152,0.036834287216124854,1.0,0.23274337090082467,0.20336790411700148,-0.300472084833896,0.0008543310896870683,-0.3745734493197981,0.23274337090082467,1.0,-0.2724950695122618,0.012579662668638547,-0.15327301223125053,0.03943826048396868,0.20336790411700148,-0.2724950695122618,1.0,0.024126076771640664,0.3898861041079091,0.14961355479029056,0.0,-0.07238232897366034,0.022393629629682638,0.8380077546264321,64.09517942869942,0.054741492354222016,1.0794646591406603,0.13122506439685822,0.10611959546804428,0.3752157688140869,0.0058540403842926025,0.046565111726522446,0.33502012491226196,0.8370086289549377,0.8799019607843137,0.7364620938628159,0.9254587155963303,1.0,0.09737510603019936,-0.0020711061259841694,0.06947096567340501,0.09737510603019936,1.0,0.02068281923798087,0.035108456652967426,-0.0020711061259841694,0.02068281923798087,1.0,0.1078827126567636,0.06947096567340501,0.035108456652967426,0.1078827126567636,1.0,0.5808267848394644,0.45586238749621605,0.39541770477229965,1.0084519854687626,0.2071557344024768,0.6666666666666666
700.0,0.149096572160488,0.9658074562269615,0.09229952344649028,0.8434129000383161,0.5628477785040609,0.046642657366419815,0.7103272141906325,0.9798676249539946,0.9372761215848545,0.2799648381471277,0.5157523639015296,0.9397788991046583,0.7271611769804661,0.5836681127548218,0.31295955181121826,0.3866991698741913,0.8690896034240723,0.6070536971092224,0.42463257908821106,0.5306837856769562,-0.13237567607362746,1.0,-0.12830207979250863,-0.27166450637665585,0.01627467326339255,-0.17269643244548627,-0.09125167327013713,-0.12830207979250863,1.0,-0.06390161139901598,-0.0009368963299172405,-0.1546227150976478,-0.11001267198743293,-0.27166450637665585,-0.06390161139901598,1.0,-0.5809829814842294,-0.21912872608984763,0.1519172458572445,0.01627467326339255,-0.0009368963299172405,-0.5809829814842294,1.0,-0.1364355699833596,-0.4678936073611222,-0.17269643244548627,-0.1546227150976478,-0.21912872608984763,-0.1364355699833596,1.0,0.24400241139231135,-0.09125167327013713,-0.11001267198743293,0.1519172458572445,-0.4678936073611222,0.24400241139231135,1.0,0.030106462467043526,0.06440822763983635,0.12883545551422607,-0.03793610645784838,-0.11852535626499011,0.21296726130025145,0.8345914830389177,37.64471483641108,0.0375597419853436,1.0775739842194778,0.10315264016389847,0.1299617737531662,0.38605642318725586,0.01025526225566864,0.0485035702586174,0.3220703601837158,0.8418024928092043,0.8700980392156863,0.7328519855595668,0.9288990825688074,1.0,0.08107427694869634,-0.017021359677465098,0.01818023437510535,0.08107427694869634,1.0,-0.027215106758668547,0.020765243947705847,-0.017021359677465098,-0.027215106758668547,1.0,0.1495751630766877,0.01818023437510535,0.020765243947705847,0.1495751630766877,1.0,0.4617346167785763,0.4823739772825539,0.48898332700795993,1.0675731355881208,0.2124606741376088,0.6666666666666666
800.0,0.1076575613260502,0.9744465288748465,0.07882086716789727,0.8432533920430891,0.5426062723022727,0.07835776702546482,0.7535463682423718,0.7701640198536771,0.977302331740774,5.979470346869725e-11,0.7670877661861472,0.9084349750797139,0.6960892435270797,0.5530273914337158,0.41107308864593506,0.3328903317451477,1.0,0.43327125906944275,0.4682177007198334,0.5330799619356791,-0.0815178148099836,1.0,-0.028749818169435573,-0.13840769456898275,0.04013325929551636,-0.37422522529312663,-0.0074896358211009395,-0.028749818169435573,1.0,0.015787236019461696,-0.09756579143606627,0.284574662939506,-0.46156940285010717,-0.13840769456898275,0.015787236019461696,1.0,0.08494467970125588,-0.4889967904535573,0.08306046345009493,0.04013325929551636,-0.09756579143606627,0.08494467970125588,1.0,-0.11718952520730497,0.08791722797723871,-0.37422522529312663,0.284574662939506,-0.4889967904535573,-0.11718952520730497,1.0,-0.10499086773314592,-0.0074896358211009395,-0.46156940285010717,0.08306046345009493,0.08791722797723871,-0.10499086773314592,1.0,-0.040309237302782346,0.240288220633346,0.2444383467074633,0.0,0.013999747915787489,0.01172952419897443,0.7909198985874502,156.5868013932664,0.056818497851331896,1.0819965265347407,0.1132785975933075,0.12493035942316055,0.37408962845802307,0.0023890240117907524,0.07369288802146912,0.3116193115711212,0.8398849472674976,0.8774509803921569,0.7256317689530686,0.930045871559633,1.0,0.07264486073252019,-0.022709619559920208,0.11576060850773444,0.07264486073252019,1.0,0.023001491216212117,0.056767723399004294,-0.022709619559920208,0.023001491216212117,1.0,0.09544592281244056,0.11576060850773444,0.056767723399004294,0.09544592281244056,1.0,0.5356469396516198,0.4335057461661015,0.5064234981008877,1.041956091947637,0.18853975299446443,0.6666666666666666
900.0,0.10384922352386639,0.9766399804721784,0.06716732024418404,0.848838879770767,0.6614994643501932,0.10391726227547081,0.585508139938843,0.7734642809233404,0.940175835061759,0.0,0.7135450955707588,0.9079481781877844,0.6534402549470809,0.703881561756134,0.4442698061466217,0.4081716239452362,0.0,0.5610577464103699,0.4721401035785675,0.43158680697282154,-0.0620358452645496,1.0,-0.08830966668506153,-0.3658841839811334,0.0,-0.16408054347774137,-0.04075804481937225,-0.08830966668506153,1.0,0.10816932641868833,0.0,0.3445826390700907,-0.20524841979155073,-0.3658841839811334,0.10816932641868833,1.0,0.0,-0.2644830995154029,0.1366754537994942,0.0,0.0,0.0,1.0,0.0,0.0,-0.16408054347774137,0.3445826390700907,-0.2644830995154029,0.0,1.0,-0.39120113998625494,-0.04075804481937225,-0.20524841979155073,0.1366754537994942,0.0,-0.39120113998625494,1.0,-0.06470473691134347,-0.09907620428347773,0.23460936797581913,0.0,0.3202774178610767,0.23239772901075018,0.7923119838423719,483.5331662949653,0.07755398357038772,1.084669128564688,0.18036317825317383,0.10854034125804901,0.33504149317741394,0.0006958689773455262,0.0388832651078701,0.3364757299423218,0.8571428571428571,0.8799019607843137,0.7328519855595668,0.9254587155963303,1.0,0.10406599730549719,0.007936536329136634,0.19064635770939525,0.10406599730549719,1.0,0.008408432616893799,0.07919369387795308,0.007936536329136634,0.008408432616893799,1.0,0.07507288358345035,0.19064635770939525,0.07919369387795308,0.07507288358345035,1.0,0.4812962433943227,0.5643005822334948,0.527039195901568,1.3267548283261479,0.22790325093956199,0.6666666666666666
1000.0,0.09827845828840509,0.9747936482468844,0.07153472335672223,0.8445991689275198,0.6226214168684262,0.09824728874978643,0.7771925208184999,0.6771149566431738,0.9497537208446412,5.979470346869725e-11,0.7410208718144513,0.9532356815844417,0.6830529586275005,0.5822295546531677,0.6153501868247986,0.4062374234199524,1.0,0.4814831018447876,0.38902562856674194,0.5790543158849081,-0.10449253663737787,1.0,0.09486505952273362,-0.40257756801896966,-0.08754876184460482,-0.14956084048404578,0.03602869531249763,0.09486505952273362,1.0,-0.268974440100734,-0.3310005995975229,0.10286195927075371,-0.10357096371466011,-0.40257756801896966,-0.268974440100734,1.0,0.03592213446233335,-0.2654134019564218,0.09845141719133252,-0.08754876184460482,-0.3310005995975229,0.03592213446233335,1.0,-0.009448218539133886,-0.07711520233802029,-0.14956084048404578,0.10286195927075371,-0.2654134019564218,-0.009448218539133886,1.0,-0.24030731872620542,0.03602869531249763,-0.10357096371466011,0.09845141719133252,-0.07711520233802029,-0.24030731872620542,1.0,0.003541478791021624,-0.18592106937661904,0.25963847672354073,0.0,0.21964802041384734,0.29257682594692785,0.8401801192867827,362.510553564127,0.04884070952678963,1.0799198855803562,0.16125638782978058,0.11187811195850372,0.35386040806770325,0.0009761382243596017,0.02573992870748043,0.3462889790534973,0.8389261744966443,0.8578431372549019,0.7653429602888087,0.9162844036697247,1.0,-0.014542106544847796,0.005712218591983249,0.13586187923374385,-0.014542106544847796,1.0,0.017371207262931513,0.048145967796854275,0.005712218591983249,0.017371207262931513,1.0,0.10049509082007267,0.13586187923374385,0.048145967796854275,0.10049509082007267,1.0,0.742961297144059,0.553092236454139,0.6004874822096892,1.136488423446223,0.20041752536365362,0.6666666666666666
