step,train_step_loss,train_acc,train_loss,val_acc,val_loss,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,task_acc__glue_cola,task_acc__glue_mrpc,task_acc__glue_rte,task_acc__glue_sst2,task_conflict_t0_t0,task_conflict_t0_t1,task_conflict_t0_t2,task_conflict_t0_t3,task_conflict_t1_t0,task_conflict_t1_t1,task_conflict_t1_t2,task_conflict_t1_t3,task_conflict_t2_t0,task_conflict_t2_t1,task_conflict_t2_t2,task_conflict_t2_t3,task_conflict_t3_t0,task_conflict_t3_t1,task_conflict_t3_t2,task_conflict_t3_t3,task_grad_norm_cv,task_loss__glue_cola,task_loss__glue_mrpc,task_loss__glue_rte,task_loss__glue_sst2,utilization_ratio
100.0,0.5147797460667789,0.8375908167127436,0.3961535601481361,0.7890560566109102,0.5041495925220209,0.17595946471693208,0.6391645340818018,0.7922181290351429,0.43085523532386055,0.9009913939881745,0.6908073231072449,0.651872992515564,0.524284839630127,0.7153493762016296,0.476861834526062,0.5920922607183456,0.12151984467459699,1.0,0.008882394027718423,0.3726743311257474,0.04330461149389041,0.008882394027718423,1.0,0.02416514594996821,0.31246044909339993,0.3726743311257474,0.02416514594996821,1.0,-0.03236786364314241,0.04330461149389041,0.31246044909339993,-0.03236786364314241,1.0,0.48138551294939963,0.09929690640145143,0.07084690551267599,0.05230853400420116,0.6768797636032104,8.347570550784985,0.12601606346591454,0.6601954241899344,0.1733265370130539,0.5209757089614868,0.06241045892238617,0.24328731000423431,0.8197507190795782,0.7696078431372549,0.7148014440433214,0.8520642201834863,1.0,-0.022100831843867304,0.11587715936941145,-0.022928944552105913,-0.022100831843867304,1.0,0.2941482221282895,0.17277116668794185,0.11587715936941145,0.2941482221282895,1.0,0.21832960900581772,-0.022928944552105913,0.17277116668794185,0.21832960900581772,1.0,0.4711787777330223,0.44310242077261447,0.5238549653440714,0.5825762565410326,0.4670647274303649,0.75
200.0,0.31092172220814973,0.9176048317645252,0.22532512861298437,0.8598265405460279,0.3657869551752075,0.3126641410879286,0.5672407447536693,0.9490307917737258,0.3593086469436963,0.892899954252615,0.6921200344309266,0.6170974969863892,0.367224782705307,0.8739007711410522,0.44033288955688477,0.5746389850974083,0.04211993938603344,1.0,0.041291101766568625,0.07967051629507553,-0.09399500872185727,0.041291101766568625,1.0,0.03794903281083168,0.196735548021757,0.07967051629507553,0.03794903281083168,1.0,-0.00893155385617493,-0.09399500872185727,0.196735548021757,-0.00893155385617493,1.0,0.20504662526353,0.5621786738571801,0.0058719637039389245,0.47755930152706544,0.6021525263786316,5.235937222158181,0.20299444988231072,0.6774116252018855,0.08958189189434052,0.46904516220092773,0.13346950709819794,0.3079034686088562,0.8360498561840843,0.8676470588235294,0.8158844765342961,0.9197247706422018,1.0,0.025795347930199032,0.1818432669866619,0.35589267421567233,0.025795347930199032,1.0,0.21212874889073643,0.19902800320873074,0.1818432669866619,0.21212874889073643,1.0,0.24327865806186386,0.35589267421567233,0.19902800320873074,0.24327865806186386,1.0,0.257445043449824,0.43836381073344494,0.3417181637353049,0.4736738222399874,0.20939202399209275,0.75
300.0,0.22604716708883643,0.9559170396700017,0.12482995155768647,0.8583904618741658,0.4097284576857044,0.13569079295970676,0.6964102921297299,0.9371534119638011,0.3829083212085565,0.9032275983998734,0.7299249059254903,0.5847840905189514,0.4011450409889221,0.7768839597702026,0.43442243337631226,0.5493088811635971,-0.05414126703364075,1.0,-0.09688053042299884,-0.27118105135182574,-0.07893381844269043,-0.09688053042299884,1.0,-0.21474181769633682,0.012733218409693237,-0.27118105135182574,-0.21474181769633682,1.0,0.32415639730231416,-0.07893381844269043,0.012733218409693237,0.32415639730231416,1.0,-0.05046542544591539,0.33731300286600513,0.004804639292496154,0.2511109551262411,0.6309951919910426,6.012557716333342,0.07958434753765943,0.6707994081423833,0.12043745815753937,0.4592532217502594,0.0763823390007019,0.34392690658569336,0.8418024928092043,0.8651960784313726,0.7942238267148014,0.9323394495412844,1.0,0.013323894975535601,0.058288892810181125,0.11079483903587042,0.013323894975535601,1.0,0.019966647577496416,0.08566643362687168,0.058288892810181125,0.019966647577496416,1.0,0.18946537720000134,0.11079483903587042,0.08566643362687168,0.18946537720000134,1.0,0.39383651110142553,0.44340478799059285,0.4326929897219181,0.5695056337124061,0.19331041931790033,0.5
400.0,0.15016474420554005,0.9596366165854837,0.10666087063752586,0.8501632179407871,0.46325133376319677,0.2196295560611561,0.6380753679568805,0.9193688580695979,0.7422857182167463,0.9322649771091093,0.8079987303380834,0.6130930185317993,0.4132847189903259,0.5141777992248535,0.4229777455329895,0.49088332056999207,0.011845904953796787,1.0,0.039785472332870817,-0.35421057666925443,0.2846185257660875,0.039785472332870817,1.0,-0.01835868163808991,-0.014910968882929244,-0.35421057666925443,-0.01835868163808991,1.0,0.134151658814096,0.2846185257660875,-0.014910968882929244,0.134151658814096,1.0,-0.04144157271247854,0.3624334680218861,-0.03804406066696611,0.595570389602183,0.575295090675354,4.000417136917464,0.0840445467845433,0.6611395469995646,0.11327026039361954,0.4472919702529907,0.1118113324046135,0.32762643694877625,0.8437200383509108,0.8480392156862745,0.8086642599277978,0.9002293577981652,1.0,0.04740597865390078,0.07978848727509305,0.16689041141180125,0.04740597865390078,1.0,-0.0032659931894924946,-0.011402599122029252,0.07978848727509305,-0.0032659931894924946,1.0,0.22485099567798641,0.16689041141180125,-0.011402599122029252,0.22485099567798641,1.0,0.2758128993763702,0.48689296287237527,0.4517167476811804,0.6073753697521709,0.3070202547470607,0.5
500.0,0.07091660943842726,0.9714177623639635,0.07872990086871523,0.8602184889330424,0.5479071217153801,0.07205444582921174,0.5169549095887207,0.861416036350253,0.24892381856518314,0.7956015437162699,0.6057240770551067,0.654935896396637,0.47046783566474915,0.90799480676651,0.5207592844963074,0.6385394558310509,-0.06899287913411896,1.0,-0.10666848852785621,-0.34555934813118905,-0.1543287927947455,-0.10666848852785621,1.0,0.10317355111968589,-0.07853693106613034,-0.34555934813118905,0.10317355111968589,1.0,0.1679627345955215,-0.1543287927947455,-0.07853693106613034,0.1679627345955215,1.0,-0.1365219302979249,0.20998782444257114,0.13651995257918403,0.07823193659301665,0.7145898426556963,9.370539193194478,0.03750789566829541,0.6578236798139719,0.05084967985749245,0.3711046278476715,0.10155705362558365,0.4764889180660248,0.8341323106423778,0.8504901960784313,0.8158844765342961,0.9403669724770642,1.0,0.052354769867265956,-0.09280481100976219,0.20489602871282409,0.052354769867265956,1.0,-0.010655123136413031,0.07903579528535368,-0.09280481100976219,-0.010655123136413031,1.0,-0.007779285709496033,0.20489602871282409,0.07903579528535368,-0.007779285709496033,1.0,0.5564851231756787,0.5526036600978893,0.6006462864295314,0.8707736877665397,0.16760485256755991,0.5
600.0,0.13852971680171322,0.9766104967526769,0.07615788636527018,0.8589908806020903,0.60955223192713,0.2937866423903889,0.5541481355360871,0.9583051281786693,0.5530224230979579,0.9043820319406178,0.742464429688333,0.537408709526062,0.3346506655216217,0.6188580393791199,0.3655509054660797,0.4641170799732208,0.09638373594740174,1.0,0.13777008686778408,-0.06603377615672758,0.12215692396260237,0.13777008686778408,1.0,0.1773484978414808,-0.22544876154584076,-0.06603377615672758,0.1773484978414808,1.0,0.4325094447151115,0.12215692396260237,-0.22544876154584076,0.4325094447151115,1.0,-0.062321344118144474,0.7002125661988066,0.0205891305357172,0.5166662169451762,0.5048872828483582,4.128626023744942,0.06414241829873507,0.6675090373479403,0.15899400413036346,0.38574960827827454,0.09343292564153671,0.36182352900505066,0.8370086289549377,0.8700980392156863,0.7942238267148014,0.9346330275229358,1.0,0.04708445626210431,0.0017771939740986158,0.04913457633168506,0.04708445626210431,1.0,0.032966099441377336,0.09514883623255109,0.0017771939740986158,0.032966099441377336,1.0,0.158743347550594,0.04913457633168506,0.09514883623255109,0.158743347550594,1.0,0.5546217395198992,0.5758354807096352,0.5303335050195576,1.109133420678176,0.22290652130115113,0.75
700.0,0.10454355253023095,0.976283261749605,0.06763328980260344,0.8500727276286697,0.6082439027551533,0.15295386627402185,0.5845664489366312,0.9626562892335421,0.4036907906730369,0.8761308719176409,0.7067611001902128,0.6248784065246582,0.3628650903701782,0.7532757520675659,0.4652963876724243,0.5515789091587067,0.05253725955147718,1.0,0.1139512646704019,-0.15352975739760258,0.05419607242399924,0.1139512646704019,1.0,0.25046943598255184,-0.16898511733900032,-0.15352975739760258,0.25046943598255184,1.0,0.21912165896851302,0.05419607242399924,-0.16898511733900032,0.21912165896851302,1.0,-0.0024419149977944602,0.47974950285535134,-0.14846908423563088,0.28297696147416146,0.6326718050651086,5.585867013735334,0.05684533924452506,0.6625510395490206,0.10939305275678635,0.3883122503757477,0.07626854628324509,0.42602595686912537,0.8197507190795782,0.875,0.7617328519855595,0.9438073394495413,1.0,0.04671828382843984,-0.015946591911003668,0.024492666734274728,0.04671828382843984,1.0,0.05262609419035636,0.038214293868747584,-0.015946591911003668,0.05262609419035636,1.0,0.19496728875633557,0.024492666734274728,0.038214293868747584,0.19496728875633557,1.0,0.4802768020455543,0.5900309427116442,0.4914139470877275,1.1938357076530035,0.1576950135682377,0.5
800.0,0.16433061059615284,0.9814588544409338,0.06333191575841114,0.8499095976401259,0.6823473121025988,0.15985569701609198,0.40511420507899165,0.9601499000780801,0.4975397881861678,0.8635938526521445,0.681599436498846,0.7532268166542053,0.39569276571273804,0.5487344264984131,0.47623157501220703,0.5434713959693909,-0.048685867635984016,1.0,-0.03533422478967913,-0.09715282210026788,0.19403692791925758,-0.03533422478967913,1.0,-0.26987441925113226,-0.09265835321447433,-0.09715282210026788,-0.26987441925113226,1.0,0.008867685620391865,0.19403692791925758,-0.09265835321447433,0.008867685620391865,1.0,-0.008246376875992029,0.36636980089462035,-0.01493095662850572,0.29623032067424543,0.699932110325787,6.27124545457667,0.05956440791253989,0.6582549328070421,0.08089619874954224,0.38267838954925537,0.07377354800701141,0.4626520276069641,0.8370086289549377,0.8553921568627451,0.7978339350180506,0.9094036697247706,1.0,0.033054606757404355,0.05102205543013834,0.11287478821197292,0.033054606757404355,1.0,-0.005792412365079134,0.01430256961608089,0.05102205543013834,-0.005792412365079134,1.0,0.15192483982472196,0.11287478821197292,0.01430256961608089,0.15192483982472196,1.0,0.6015996289747806,0.6071987150622834,0.791435174227818,1.1029609892463703,0.22779436987392337,0.5
900.0,0.1310327741812216,0.9753829798029665,0.06153333359924433,0.8649380981106285,0.685900986178255,0.0998451661237659,0.7312220743171429,0.8856010965613789,0.09342355543172805,0.8245514692477823,0.633699548889508,0.5490806102752686,0.3727257251739502,0.9764221906661987,0.4932621717453003,0.5978726744651794,0.08895986792675083,1.0,-0.06068633591453085,0.0695508895303135,0.2670780290999891,-0.06068633591453085,1.0,0.0856277962978368,-0.26898913917341,0.0695508895303135,0.0856277962978368,1.0,0.44117796772030643,0.2670780290999891,-0.26898913917341,0.44117796772030643,1.0,-0.20031899113678311,0.44329206369764146,0.015225714097263282,0.141181877836942,0.6368093653690059,18.09817041586411,0.06179831616910156,0.6411316740512848,0.23161590099334717,0.26697877049446106,0.026254096999764442,0.4751511216163635,0.8370086289549377,0.8774509803921569,0.8267148014440433,0.9185779816513762,1.0,0.05598743065425182,-0.001364523859465972,0.11866590225447803,0.05598743065425182,1.0,-0.04020058090520371,0.24811156190687642,-0.001364523859465972,-0.04020058090520371,1.0,-0.010409893036327219,0.11866590225447803,0.24811156190687642,-0.010409893036327219,1.0,0.9809602520110289,0.7655431907571554,0.7269141553347603,1.0453601410115196,0.20578645760958483,0.75
1000.0,0.06469883683894295,0.9807809003093735,0.06584017198861147,0.8593730699520165,0.6347280868428163,0.03647710935322628,0.35708521224378886,0.9559129355030664,0.04517819229896088,0.7271496971385527,0.5213315092960922,0.8088223338127136,0.3526823818683624,0.9892414212226868,0.5492027401924133,0.674987219274044,-0.032180399268739814,1.0,-0.21811123277814182,-0.32019297820907416,0.27617275774054195,-0.21811123277814182,1.0,0.22629892378001304,-0.17422275971712756,-0.32019297820907416,0.22629892378001304,1.0,0.01697289357134973,0.27617275774054195,-0.17422275971712756,0.01697289357134973,1.0,-0.15531118196537688,0.08098900318381007,0.21260606497172327,0.00762455122274867,0.5314220115132304,7.148843512550866,0.04875001097367773,0.6311310456349299,0.22492386400699615,0.28339046239852905,0.06033811718225479,0.4313477575778961,0.8341323106423778,0.8725490196078431,0.7870036101083032,0.9438073394495413,1.0,0.05582118334110001,-0.023974159210528777,-0.00294168356683345,0.05582118334110001,1.0,0.0713773802067515,0.061536069279404804,-0.023974159210528777,0.0713773802067515,1.0,0.1306812757921723,-0.00294168356683345,0.061536069279404804,0.1306812757921723,1.0,0.6772629213010535,0.5350463799714517,0.774130084568848,1.037534978224906,0.19220090460605985,0.75
