step,train_step_loss,train_acc,train_loss,val_acc,val_loss,alignment_reward,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,l_conflict,l_conflict_e0,l_conflict_e1,l_conflict_e2,l_conflict_e3,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_conflict_grad_l2,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,task_acc__glue_rte,task_conflict_t0_t0,task_grad_norm_cv,task_loss__glue_rte,utilization_ratio
50.0,0.47860172390937805,0.7184738955823293,0.5677242993544309,0.6570397111913358,0.6112199243572023,0.054398953914642334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0013232190071163748,1.0,0.0,0.0,0.007939314042698249,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.007939314042698249,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.054398953914642334,-0.02893880195915699,-0.0,-0.0,-0.025460153818130493,1.001265108660764,527602791786.19385,1.0,0.0,0.68597134614249,0.5276027917861938,0.000944817322306335,0.0,0.47145235538482666,0.6570397111913358,1.0,0.0,0.6112199243572023,0.5
100.0,0.39003483951091766,0.8437751004016064,0.3822757413658576,0.7870036101083032,0.5090237636533048,0.034619152545928955,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.03273038552427872,1.0,0.0,0.0,0.1963823131456723,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1963823131456723,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.034619152545928955,-0.012400858104228973,-0.0015600420301780105,-0.0,-0.020658254623413086,0.9872347116470337,101.93443814403503,1.0,0.0,0.6766428121160514,0.4390318691730499,0.005380707327276468,0.007108060177415609,0.5484793782234192,0.7870036101083032,1.0,0.0,0.5090237636533048,0.5
150.0,0.2570721060037613,0.8903614457831325,0.2827655082568526,0.8086642599277978,0.42368993866774773,0.03490156680345535,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.1775288869616528,1.0,-0.2860599059975618,0.0,-0.4249266542380626,-0.2860599059975618,1.0,0.0,-0.35418676153429246,0.0,0.0,1.0,0.0,-0.4249266542380626,-0.35418676153429246,0.0,1.0,1.0,1.0,1.0,1.0,-0.03490156680345535,-0.01690319925546646,-0.0019574726466089487,-0.0,-0.016040896996855736,0.919511616230011,83.04141061836962,1.0,0.0,0.682209909177429,0.49659493565559387,0.03538490831851959,0.005980087909847498,0.4620400369167328,0.8086642599277978,1.0,0.0,0.42368993866774773,0.5
200.0,0.9584388732910156,0.9329317269076305,0.17684517191030466,0.8194945848375451,0.46474180318829084,0.5869492292404175,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0380669110705552,1.0,0.0,0.0,0.2284014664233312,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2284014664233312,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.5869492292404175,-0.2974090278148651,-0.0,-0.0,-0.28954017162323,0.997302770614624,536692380905.15137,1.0,0.0,0.6719654097023423,0.5366923809051514,0.004401190672069788,0.0,0.4589064419269562,0.8194945848375451,1.0,0.0,0.46474180318829084,0.5
250.0,0.31146588176488876,0.9662650602409638,0.10075309437980207,0.8700361010830325,0.38154164846572614,0.010956266894936562,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.05489000040132703,1.0,0.0,0.0,0.3293400024079622,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3293400024079622,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.010956266894936562,-0.00513928197324276,-0.0,-0.0,-0.005816985387355089,0.991701066493988,439.6668323321567,1.0,0.0,0.6723147471458903,0.5236866474151611,0.004378749988973141,0.0011910988250747323,0.4707435071468353,0.8700361010830325,1.0,0.0,0.38154164846572614,0.5
300.0,0.24723908863961697,0.976706827309237,0.06985498844430997,0.8628158844765343,0.3910220954308493,0.01701273024082184,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.050908039635695186,1.0,0.0,0.0,0.30544823781417113,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30544823781417113,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.01701273024082184,-0.009977132081985474,-0.0,-0.0,-0.007035598158836365,1.0001814365386963,531311094760.8948,1.0,0.0,0.6684814902419217,0.5313110947608948,0.002003568923100829,0.0,0.46668538451194763,0.8628158844765343,1.0,0.0,0.3910220954308493,0.5
350.0,0.005183424102142453,0.9847389558232932,0.0439487898621547,0.8375451263537906,0.5083461951774856,0.0002666364598553628,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.07219080205887528,1.0,0.0,0.0,0.43314481235325164,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.43314481235325164,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.0002666364598553628,-0.00012432622315827757,-0.0,-2.597519369373913e-06,-0.00013971271982882172,0.9846192002296448,93.19933523519722,1.0,0.0,0.6346618629965111,0.5574313998222351,0.010569369420409203,0.0059810662642121315,0.4260181784629822,0.8375451263537906,1.0,0.0,0.5083461951774856,0.5
400.0,0.0040814169915392995,0.9843373493975903,0.06282804656828095,0.8267148014440433,0.7992592775376074,0.0002164557226933539,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.002877386348184801,1.0,-0.14722463048944381,0.0,0.34286529091158113,-0.14722463048944381,1.0,0.0,-0.21290497851124612,0.0,0.0,1.0,0.0,0.34286529091158113,-0.21290497851124612,0.0,1.0,1.0,1.0,1.0,1.0,-0.0002164557226933539,-0.00010473672591615468,-0.0,-7.828165507817175e-06,-0.00010389082308392972,0.987777829170227,121.32274956505691,1.0,0.0,0.5843074123781941,0.5846730470657349,0.02113146148622036,0.0048191542737185955,0.38937634229660034,0.8267148014440433,1.0,0.0,0.7992592775376074,0.5
450.0,0.030660798773169518,0.9923694779116465,0.031414048511121506,0.8411552346570397,0.5805296402217613,0.003302327822893858,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.07263815868561267,1.0,0.0,0.0,0.43582895211367606,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.43582895211367606,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.003302327822893858,-0.001875007408671081,-0.0,-6.014261089148931e-05,-0.0013671776978299022,0.9983636142774088,298.6952309986995,1.0,0.0,0.6372156814547653,0.5459946990013123,0.0018279324285686016,0.003786238143220544,0.4483911991119385,0.8411552346570397,1.0,0.0,0.5805296402217613,0.5
500.0,0.1690821444208268,0.9851405622489959,0.05605254631202394,0.8122743682310469,0.9278506801896987,0.03527684509754181,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.04030227430328145,1.0,-0.06003497841063756,0.0,0.4481380843494223,-0.06003497841063756,1.0,0.0,-0.1462894601190961,0.0,0.0,1.0,0.0,0.4481380843494223,-0.1462894601190961,0.0,1.0,1.0,1.0,1.0,1.0,-0.03527684509754181,-0.024359898641705513,-0.0035768623929470778,-0.0,-0.007340085227042437,0.8936237692832947,661.182532141552,1.0,0.0,0.6054774931621896,0.5602575540542603,0.07902468740940094,0.0008473568595945835,0.35987043380737305,0.8122743682310469,1.0,0.0,0.9278506801896987,0.5
