method,candidate_id,stage,n_seeds,score_mean,score_std,best_mean,final_mean,train.grad_clip,train.lr,train.weight_decay,method.baseline_cagrad.c,method.baseline_cagrad.inner_lr,method.ours.lambda_align
baseline,local_var_topk_006,local_var_topk,2,0.8688725490196079,0.001225490196078427,0.8688725490196079,0.8688725490196079,2.0,1.9211887e-05,0.004875709175,,,
baseline,local_var_topk_010,local_var_topk,2,0.8639705882352942,0.02328431372549017,0.8639705882352942,0.8639705882352942,1.572120212075,3.8423775e-05,0.014875709175,,,
baseline,coord_03_train_grad_clip_024,coord:train.grad_clip,2,0.8615196078431373,0.01838235294117646,0.8615196078431373,0.8615196078431373,1.8721202120754474,3.842377498481764e-05,0.014875709174501246,,,
baseline,coord_02_train_weight_decay_013,coord:train.weight_decay,2,0.8602941176470589,0.004901960784313764,0.8602941176470589,0.8602941176470589,1.0,3.842377498481764e-05,0.014875709174501246,,,
baseline,coord_03_train_grad_clip_015,coord:train.grad_clip,2,0.8602941176470589,0.009803921568627472,0.8602941176470589,0.8602941176470589,0.9314329400046308,3.842377498481764e-05,0.014875709174501246,,,
baseline,coord_02_train_weight_decay_025,coord:train.weight_decay,2,0.8590686274509804,0.008578431372549045,0.8590686274509804,0.8590686274509804,1.0,3.842377498481764e-05,0.032846608813273635,,,
baseline,coord_03_train_grad_clip_014,coord:train.grad_clip,2,0.8590686274509804,0.013480392156862753,0.8590686274509804,0.8590686274509804,1.8832882286088262,3.842377498481764e-05,0.014875709174501246,,,
baseline,local_var_topk_001,local_var_topk,2,0.8566176470588236,0.006127450980392191,0.8566176470588236,0.8566176470588236,1.572120212075,1.9211887e-05,0.014875709175,,,
baseline,local_var_topk_005,local_var_topk,2,0.8566176470588236,0.0036764705882353366,0.8566176470588236,0.8566176470588236,1.872120212075,1.9211887e-05,0.024875709175,,,
baseline,coord_03_train_grad_clip_020,coord:train.grad_clip,2,0.8560049019607843,0.010416666666666685,0.8566176470588236,0.8553921568627452,1.4510510314631906,3.842377498481764e-05,0.014875709174501246,,,
baseline,coord_01_train_lr_011,coord:train.lr,2,0.8553921568627452,0.009803921568627472,0.8553921568627452,0.8553921568627452,1.0,3.842377498481764e-05,0.01,,,
baseline,local_var_topk_008,local_var_topk,2,0.8553921568627452,0.009803921568627472,0.8553921568627452,0.8553921568627452,2.0,1.9211887e-05,0.024875709175,,,
baseline,coord_03_train_grad_clip_006,coord:train.grad_clip,2,0.8541666666666667,0.008578431372549045,0.8541666666666667,0.8541666666666667,1.4235623362774221,3.842377498481764e-05,0.014875709174501246,,,
baseline,coord_02_train_weight_decay_022,coord:train.weight_decay,2,0.8541666666666666,0.001225490196078427,0.8541666666666666,0.8541666666666666,1.0,3.842377498481764e-05,0.041158298343528986,,,
baseline,coord_03_train_grad_clip_019,coord:train.grad_clip,2,0.8517156862745099,0.015931372549019607,0.8517156862745099,0.8517156862745099,1.8697671146876043,3.842377498481764e-05,0.014875709174501246,,,
baseline,local_var_topk_003,local_var_topk,2,0.8517156862745099,0.011029411764705899,0.8529411764705883,0.8504901960784315,1.872120212075,1.9211887e-05,0.004875709175,,,
baseline,local_var_topk_007,local_var_topk,2,0.8517156862745099,0.013480392156862753,0.8517156862745099,0.8517156862745099,2.0,1.9211887e-05,0.014875709175,,,
baseline,coord_03_train_grad_clip_008,coord:train.grad_clip,2,0.8517156862745098,0.006127450980392135,0.8517156862745098,0.8517156862745098,1.979075829358662,3.842377498481764e-05,0.014875709174501246,,,
baseline,local_var_topk_002,local_var_topk,2,0.8517156862745098,0.001225490196078427,0.8517156862745098,0.8517156862745098,1.572120212075,1.9211887e-05,0.024875709175,,,
baseline,coord_02_train_weight_decay_002,coord:train.weight_decay,2,0.8504901960784315,0.017156862745098034,0.8504901960784315,0.8504901960784315,1.0,3.842377498481764e-05,0.03175375624865879,,,
baseline,coord_02_train_weight_decay_014,coord:train.weight_decay,2,0.8504901960784315,0.012254901960784326,0.8504901960784315,0.8504901960784315,1.0,3.842377498481764e-05,0.0439404740209502,,,
baseline,local_var_topk_000,local_var_topk,2,0.8492647058823529,0.001225490196078427,0.8492647058823529,0.8492647058823529,1.572120212075,1.9211887e-05,0.004875709175,,,
baseline,coord_02_train_weight_decay_001,coord:train.weight_decay,2,0.8486519607843137,0.007965686274509831,0.857843137254902,0.8394607843137255,1.0,3.842377498481764e-05,0.006765903978014576,,,
baseline,coord_02_train_weight_decay_017,coord:train.weight_decay,2,0.8486519607843137,0.021446078431372584,0.8529411764705883,0.8443627450980392,1.0,3.842377498481764e-05,0.04458013788229831,,,
baseline,coord_01_anchor,coord:train.lr,2,0.8480392156862745,0.026960784313725505,0.8480392156862745,0.8480392156862745,1.0,2e-05,0.01,,,
baseline,coord_01_train_lr_026,coord:train.lr,2,0.8480392156862745,0.007352941176470562,0.8480392156862745,0.8480392156862745,1.0,1.3021229722294179e-05,0.01,,,
