step,train_step_loss,train_acc,train_loss,val_acc,val_loss,alignment_reward,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_e4,expert_diversity_e5,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_e4,expert_purity_e5,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e0_e4,inter_expert_similarity_e0_e5,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e1_e4,inter_expert_similarity_e1_e5,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e2_e4,inter_expert_similarity_e2_e5,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,inter_expert_similarity_e3_e4,inter_expert_similarity_e3_e5,inter_expert_similarity_e4_e0,inter_expert_similarity_e4_e1,inter_expert_similarity_e4_e2,inter_expert_similarity_e4_e3,inter_expert_similarity_e4_e4,inter_expert_similarity_e4_e5,inter_expert_similarity_e5_e0,inter_expert_similarity_e5_e1,inter_expert_similarity_e5_e2,inter_expert_similarity_e5_e3,inter_expert_similarity_e5_e4,inter_expert_similarity_e5_e5,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,intra_expert_coherence_e4,intra_expert_coherence_e5,l_conflict,l_conflict_e0,l_conflict_e1,l_conflict_e2,l_conflict_e3,l_conflict_e4,l_conflict_e5,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_conflict_grad_l2,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,router_load_e4,router_load_e5,task_acc__glue_cola,task_acc__glue_mrpc,task_acc__glue_rte,task_acc__glue_sst2,task_conflict_t0_t0,task_conflict_t0_t1,task_conflict_t0_t2,task_conflict_t0_t3,task_conflict_t1_t0,task_conflict_t1_t1,task_conflict_t1_t2,task_conflict_t1_t3,task_conflict_t2_t0,task_conflict_t2_t1,task_conflict_t2_t2,task_conflict_t2_t3,task_conflict_t3_t0,task_conflict_t3_t1,task_conflict_t3_t2,task_conflict_t3_t3,task_grad_norm_cv,task_loss__glue_cola,task_loss__glue_mrpc,task_loss__glue_rte,task_loss__glue_sst2,utilization_ratio
100.0,0.5099722538143396,0.7632301334583992,0.4667599538209424,0.7373756366058944,0.4961903032759185,0.047698765993118286,0.12172777946453257,0.8250328486862245,0.4184485789073598,5.979470346869725e-11,0.9835911353262683,0.9977015378688598,0.8539761528856968,0.6797917089557007,0.5761533379554749,0.8233102560043335,1.0,0.336199015378952,0.2770625650882721,0.5311833620071411,0.5906514227390289,-0.011567201564519484,1.0,0.08265048808726556,-0.3878411486389699,-0.44455136446966353,0.045190537410235085,0.5887853909066941,0.08265048808726556,1.0,0.24655152649629444,-0.0721973764182915,-0.013805275841367941,0.022146898549626145,-0.3878411486389699,0.24655152649629444,1.0,-0.03847983265473136,-0.13459591252090197,-0.3647797424531312,-0.44455136446966353,-0.0721973764182915,-0.03847983265473136,1.0,0.09377337289754378,-0.109275873916816,0.045190537410235085,-0.013805275841367941,-0.13459591252090197,0.09377337289754378,1.0,0.31292028909842207,0.5887853909066941,0.022146898549626145,-0.3647797424531312,-0.109275873916816,0.31292028909842207,1.0,0.30233214251208856,-0.11508579815847096,0.0,0.7567257443208808,0.06090121075441126,-0.2745066226417143,-0.047698765993118286,-0.014172131195664406,-0.0023546707816421986,-0.0008937940583564341,-0.009629975073039532,-0.01740601472556591,-0.003242181148380041,0.5491695924355973,11.027939539025462,0.08829863149876062,0.0,1.0910218011415922,0.2754172682762146,0.12286588549613953,0.02644593082368374,0.14298173785209656,0.2916441261768341,0.14064492285251617,0.7612655800575263,0.8137254901960784,0.5018050541516246,0.8727064220183486,1.0,0.06485199048172537,0.2612746547975967,0.1532509883192447,0.06485199048172537,1.0,-0.04560107346106493,0.042870295232793246,0.2612746547975967,-0.04560107346106493,1.0,0.05314493362226858,0.1532509883192447,0.042870295232793246,0.05314493362226858,1.0,0.8307095118556079,0.49771584970564653,0.4285517806808154,0.7070435272953497,0.3514500554218622,0.8333333333333334
200.0,0.4174250094220042,0.8015716536664034,0.43794303529306755,0.7329317222399164,0.5690975334497939,0.04452987387776375,0.43360116488533135,0.9568095670508759,0.7710870507383215,5.979470346869725e-11,0.9620199534270982,0.9386354724535388,0.9103257523381041,0.7564796326779555,0.39199262857437134,0.4506719410419464,1.0,0.34665969014167786,0.43799740076065063,0.3869536817073822,0.5023792237043381,-0.0462962813628289,1.0,-0.3039190765496791,-0.18226669350601038,-0.040260599153749396,0.06912089802486139,0.31280423305482036,-0.3039190765496791,1.0,0.28075100788303287,-0.2110410335166637,-0.3607023384140235,-0.1312179495103018,-0.18226669350601038,0.28075100788303287,1.0,-0.021183737378047244,-0.12789899716742095,-0.133268548095471,-0.040260599153749396,-0.2110410335166637,-0.021183737378047244,1.0,0.4590503126922827,-0.05597512801584399,0.06912089802486139,-0.3607023384140235,-0.12789899716742095,0.4590503126922827,1.0,-0.24843657079021975,0.31280423305482036,-0.1312179495103018,-0.133268548095471,-0.05597512801584399,-0.24843657079021975,1.0,0.818131418143721,0.38777234067174243,0.0,0.6968551657429533,0.695959813736783,0.0028882510167883755,-0.04452987387776375,-0.009322904981672764,-0.00917712040245533,-0.0019577292259782553,-0.009669015184044838,-0.011903098784387112,-0.002500005066394806,0.6483327967424388,12.082965838680247,0.15406058607308762,0.0,1.0732927698355454,0.20249013602733612,0.240555539727211,0.028088759630918503,0.05043165385723114,0.33939552307128906,0.1390382945537567,0.7440076701821668,0.8063725490196079,0.5740072202166066,0.8073394495412844,1.0,0.07091843672781652,0.1890950623618041,0.35820859599095944,0.07091843672781652,1.0,0.09334540953412185,0.10902371412153859,0.1890950623618041,0.09334540953412185,1.0,0.1037722977022852,0.35820859599095944,0.10902371412153859,0.1037722977022852,1.0,0.37155059260284906,0.6660185823175444,0.4179266464108458,0.6860249544735307,0.5064199505972543,0.6666666666666666
300.0,0.3065277417190373,0.8299385915832895,0.36556484777886117,0.7699877156707542,0.5283521533836442,0.012922955676913261,0.3847323231717747,0.8455798739023207,0.8087030100403472,0.23954603459602994,0.9484389994737331,0.8183101328737957,0.35461702473454476,0.6691991792701285,0.38145333528518677,0.5264453887939453,0.8967890739440918,0.37442004680633545,0.3878863751888275,0.8802369832992554,0.5745385338862737,-0.04456494289352058,1.0,-0.3607595597923061,-0.17065587569162016,0.06916707359634064,0.2879471682195658,0.3292401368770253,-0.3607595597923061,1.0,0.3484727295608622,-0.3581037908321429,-0.43220341079057006,0.08808715136586251,-0.17065587569162016,0.3484727295608622,1.0,-0.04417734603216473,-0.4233893960954435,-0.03080044044879503,0.06916707359634064,-0.3581037908321429,-0.04417734603216473,1.0,0.30949447057968016,-0.020085827382706038,0.2879471682195658,-0.43220341079057006,-0.4233893960954435,0.30949447057968016,1.0,-0.26070722653639694,0.3292401368770253,0.08808715136586251,-0.03080044044879503,-0.020085827382706038,-0.26070722653639694,1.0,0.45511078755325635,0.6602023558814486,0.06231355701032115,0.7471330050829034,0.44271458890724413,-0.05908035540452574,-0.012922955676913261,-0.0019547755364328623,-0.0023118245881050825,-0.0026488699950277805,-0.002827980322763324,-0.00207671825774014,-0.0011027869768440723,0.5397758585481812,6.0155974880592895,0.14583052362789353,0.0,1.0713911146384019,0.21727311611175537,0.22063234448432922,0.08499446511268616,0.05153479427099228,0.3100125789642334,0.1155528873205185,0.7890699904122723,0.8161764705882353,0.5595667870036101,0.9151376146788991,1.0,0.0624208498142833,0.15792131849352534,0.303622644248864,0.0624208498142833,1.0,0.08898645481762603,0.14008029662680838,0.15792131849352534,0.08898645481762603,1.0,0.12195157776625436,0.303622644248864,0.14008029662680838,0.12195157776625436,1.0,0.46271219273662373,0.6390141376759857,0.43786713571096647,0.800562480178775,0.23596485996884958,0.8333333333333334
400.0,0.26167937426362187,0.9207225636848341,0.20940116431985628,0.8093893159466795,0.48987655100339367,0.012076493352651596,0.14121251579416713,0.8540083996326451,0.9710038971268579,0.7651928613441477,0.9396410550103705,0.8902645781093603,0.9920881101514479,0.9020331502291382,0.427154004573822,0.3608076274394989,0.6302432417869568,0.3653460741043091,0.45328289270401,0.29522088170051575,0.4220091203848521,0.011541315151139682,1.0,-0.3746160102760596,0.21183948729613358,0.20982218785755113,0.2678247860169918,-0.2796145126061243,-0.3746160102760596,1.0,0.31489240960774395,-0.39249982495845775,-0.32229481030714674,0.08709788832444092,0.21183948729613358,0.31489240960774395,1.0,-0.049688966122390175,-0.2708900413880549,-0.36804532580419763,0.20982218785755113,-0.39249982495845775,-0.049688966122390175,1.0,0.508370233599997,0.1565164830306689,0.2678247860169918,-0.32229481030714674,-0.2708900413880549,0.508370233599997,1.0,0.474405742995999,-0.2796145126061243,0.08709788832444092,-0.36804532580419763,0.1565164830306689,0.474405742995999,1.0,0.08121174495296692,0.7209905071589148,-0.0007987988698301604,-0.17505654300969953,0.31134821341160673,-0.090420028878956,-0.012076493352651596,-0.00313454307615757,-0.0017577486578375101,-0.0008238714653998613,-0.0016810658853501081,-0.003398689441382885,-0.001280575175769627,0.4217955563312106,2.8696044583750258,0.021939390107159427,0.0,1.0629982960224151,0.18644902110099792,0.2581139802932739,0.11517850309610367,0.09699860215187073,0.2533123791217804,0.08994758129119873,0.8130393096836049,0.8455882352941176,0.6787003610108303,0.9002293577981652,1.0,-0.00701261171771143,-0.0010348931249740973,-0.058623156593514705,-0.00701261171771143,1.0,0.06330388030161291,0.021241910282120722,-0.0010348931249740973,0.06330388030161291,1.0,0.11376121149542316,-0.058623156593514705,0.021241910282120722,0.11376121149542316,1.0,0.43042000603043173,0.4845365372135867,0.48084680217568976,0.6911909644881253,0.30293190013617277,1.0
500.0,0.2709923305665143,0.9216740993066527,0.2108192791158015,0.8124753011063438,0.5619527747035176,0.04462762549519539,0.116591139842812,0.952217286320156,0.7861356186387917,0.8497268915511803,0.8072416734599813,0.7550772718048203,0.6115352203269734,0.7936556603503172,0.3770577609539032,0.42482689023017883,0.5306004285812378,0.5115610361099243,0.5353643894195557,0.7419244050979614,0.5202224850654602,-0.047604804890861205,1.0,-0.29107212686834943,-0.22159569490862696,0.22526281876699777,0.0911044533052449,0.11363142160154867,-0.29107212686834943,1.0,0.3789935753650321,-0.3910623428110975,-0.2848762439628076,-0.005938924882504306,-0.22159569490862696,0.3789935753650321,1.0,0.024417135042942902,-0.47461277550373254,-0.032375383833191426,0.22526281876699777,-0.3910623428110975,0.024417135042942902,1.0,0.2564506775096458,0.0735241264401935,0.0911044533052449,-0.2848762439628076,-0.47461277550373254,0.2564506775096458,1.0,-0.17592278862421395,0.11363142160154867,-0.005938924882504306,-0.032375383833191426,0.0735241264401935,-0.17592278862421395,1.0,0.16383214599177137,0.12265697383478613,-0.21928517962909666,0.055036591144647616,0.1142618893023973,0.46304441841236615,-0.04462762549519539,-0.010882759466767311,-0.003773708362132311,-0.00484898965805769,-0.0009716484928503633,-0.012389992363750935,-0.011760525405406952,0.4043153254891835,3.4559684193700435,0.0462708511279906,0.0,1.0774443595225995,0.1801954209804535,0.21878018975257874,0.1026216372847557,0.08007775247097015,0.2767461836338043,0.14157894253730774,0.7909875359539789,0.8553921568627451,0.6895306859205776,0.9139908256880734,1.0,-0.12890608111078292,0.048978795415218164,0.24639975361487218,-0.12890608111078292,1.0,-0.02764977986405435,0.006518120802438055,0.048978795415218164,-0.02764977986405435,1.0,0.13228429791025245,0.24639975361487218,0.006518120802438055,0.13228429791025245,1.0,0.6574250609873306,0.5658663604204266,0.39321403179723674,1.029191855932512,0.25953885066389504,0.8333333333333334
600.0,0.1908803837141022,0.9540242534447955,0.1227140220181738,0.8250264850896577,0.6032838475510609,0.03639274463057518,0.17591557270784663,0.7542216581191289,0.9087564966446184,0.6176937040591345,0.008467521452685853,0.7753229834174329,0.8290292955246674,0.648915276536278,0.5520044565200806,0.42346876859664917,0.6482610106468201,0.9984248876571655,0.45055994391441345,0.545494794845581,0.603035643696785,-0.015864252490976165,1.0,-0.4648217798679987,-0.14253358365581664,0.4364556009408803,-0.19069904301110607,0.058279158850807894,-0.4648217798679987,1.0,0.28914009856273515,-0.3867572031181998,-0.2902327802695513,0.07623699675733255,-0.14253358365581664,0.28914009856273515,1.0,0.27678683900409645,-0.04427025442071212,0.2519542619164189,0.4364556009408803,-0.3867572031181998,0.27678683900409645,1.0,0.05907293775435435,0.11037223175405168,-0.19069904301110607,-0.2902327802695513,-0.04427025442071212,0.05907293775435435,1.0,-0.27694726856193513,0.058279158850807894,0.07623699675733255,0.2519542619164189,0.11037223175405168,-0.27694726856193513,1.0,-0.11073903227326114,0.6005324934495188,-0.06539612768447874,0.08221414016312313,0.27708236499607247,0.27179959759610545,-0.03639274463057518,-0.00340245827101171,-0.007438657805323601,-0.003076978027820587,-0.0025373296812176704,-0.011698710732161999,-0.008238612674176693,0.36760923967416526,3.6425685629262454,0.03812960646200186,0.0,1.0680337175039145,0.14363247156143188,0.2199385166168213,0.13043756783008575,0.07134827226400375,0.25989097356796265,0.17475219070911407,0.8197507190795782,0.8651960784313726,0.6931407942238267,0.9220183486238532,1.0,0.04797725980302746,0.051719695589526514,0.10569417972756343,0.04797725980302746,1.0,-0.05416399854140929,-0.0018096000047860869,0.051719695589526514,-0.05416399854140929,1.0,0.07936010219808913,0.10569417972756343,-0.0018096000047860869,0.07936010219808913,1.0,0.48121327787889057,0.6301131087325237,0.47056186157211555,1.0866329646201203,0.22582745527948386,0.8333333333333334
700.0,0.1296519777388312,0.9669907475974197,0.09258124687388869,0.8358275634365717,0.5836254868250197,0.0034451535902917385,0.2797983113167955,0.8128610345788317,0.9737817608959608,0.8353919656585044,0.5112767304034369,0.8890029133860976,0.7761991490298459,0.7997522589921129,0.4624426066875458,0.3135177493095398,0.43489304184913635,0.6676139235496521,0.4090971350669861,0.5253442525863647,0.4688181181748708,-0.024473638574497227,1.0,-0.5189408791369203,-0.09011587677381908,0.2669913963039387,-0.016935503092958513,0.19954843546526435,-0.5189408791369203,1.0,0.3548394657095187,-0.36289879852236967,-0.2875674421204216,-0.06619222813030595,-0.09011587677381908,0.3548394657095187,1.0,0.14888604741651493,-0.14129755249764755,0.1270214842017866,0.2669913963039387,-0.36289879852236967,0.14888604741651493,1.0,0.1754643669117224,0.11563684846820549,-0.016935503092958513,-0.2875674421204216,-0.14129755249764755,0.1754643669117224,1.0,-0.2715443428199668,0.19954843546526435,-0.06619222813030595,0.1270214842017866,0.11563684846820549,-0.2715443428199668,1.0,-0.03370871676163703,0.715001925650539,-0.18956548170573537,0.3605474690587564,0.2942036303927667,0.5323110412660835,-0.0034451535902917385,-0.0008358586928807199,-0.0008133901283144951,-0.00033235581940971315,-0.0005346070392988622,-0.0006568299140781164,-0.00027211211272515357,0.3174528445275333,2.440460077574476,0.07572915475299206,0.0,1.0713805811221784,0.1802522838115692,0.18184462189674377,0.13065506517887115,0.11012239009141922,0.26874929666519165,0.12837626039981842,0.8207094918504314,0.8848039215686274,0.7111913357400722,0.926605504587156,1.0,-0.016434399734104273,0.06713795753152424,0.1652231582115622,-0.016434399734104273,1.0,0.01676073982064984,0.10721666793009872,0.06713795753152424,0.01676073982064984,1.0,0.11447080475822168,0.1652231582115622,0.10721666793009872,0.11447080475822168,1.0,0.46791930359979234,0.5080530438635296,0.42181364137183824,1.1825633398676045,0.22207192219710642,1.0
800.0,0.1062438267399557,0.9660366407209935,0.09897872607509205,0.8243228291618508,0.6709309156962778,0.004633883945643902,0.13656506083583178,0.8009070364981581,0.9811683297388959,0.864847520182164,0.5085210523962342,0.7467675860859156,0.8014237583712555,0.7839392138787705,0.42198267579078674,0.3215429186820984,0.5104934573173523,0.5040609240531921,0.4919595420360565,0.5036746859550476,0.4589523673057556,-0.030881579518090403,1.0,-0.5498277211577423,0.20121474466633538,0.19229096060102666,-0.1640439144123022,-0.0585656451152176,-0.5498277211577423,1.0,-0.05886086449150806,-0.33959070893948406,-0.30590034110638925,0.016336892455703547,0.20121474466633538,-0.05886086449150806,1.0,0.2781373329217167,0.04352941346807744,0.3469285331572804,0.19229096060102666,-0.33959070893948406,0.2781373329217167,1.0,0.07674832388996614,0.18689994790788778,-0.1640439144123022,-0.30590034110638925,0.04352941346807744,0.07674832388996614,1.0,-0.3285206466167066,-0.0585656451152176,0.016336892455703547,0.3469285331572804,0.18689994790788778,-0.3285206466167066,1.0,0.042319815166205615,0.7533466899751432,-0.1380213850487435,0.30428377042093085,0.013402762551309566,-0.15594128804985494,-0.004633883945643902,-0.0008224787889048457,-0.0006274841143749654,-0.0003179969498887658,-0.0011530715273693204,-0.001424770918674767,-0.0002880815591197461,0.22991599767899498,1.8708214798859437,0.037857675085445,0.0,1.0637534579863914,0.13740229606628418,0.19649085402488708,0.150130033493042,0.12682731449604034,0.2372712641954422,0.1518782079219818,0.8168744007670182,0.8529411764705882,0.7111913357400722,0.9162844036697247,1.0,-0.01820919590275291,0.03525572654148281,0.1532703967400346,-0.01820919590275291,1.0,-0.060715919374656216,-0.012424815740219784,0.03525572654148281,-0.060715919374656216,1.0,0.12996985824878152,0.1532703967400346,-0.012424815740219784,0.12996985824878152,1.0,0.5157147520541278,0.5706408884316131,0.5742599783375343,1.284283764640648,0.25453903137531597,1.0
900.0,0.18911536887753755,0.9669010965200981,0.09479021783577342,0.8248585654377663,0.6649531227515801,0.010770130902528763,0.2509145047278978,0.8650551032411851,0.9945705077271805,0.2727939355477819,0.76981265929893,0.9032380893415473,0.572704934526205,0.729695871613805,0.4220975935459137,0.3032773435115814,0.8980678915977478,0.40442323684692383,0.3936939239501953,0.646917462348938,0.51141290863355,-0.08858654796179907,1.0,-0.5805153707743734,-0.020311000922986287,0.09201105559361575,0.007827669654201352,0.10131017299483581,-0.5805153707743734,1.0,0.45920141973697076,-0.33233017681717386,-0.34771685409822345,-0.13729422420466292,-0.020311000922986287,0.45920141973697076,1.0,-0.011742699100975135,-0.3982356356600096,-0.007163658921473164,0.09201105559361575,-0.33233017681717386,-0.011742699100975135,1.0,0.12420698218017898,0.009702281855685346,0.007827669654201352,-0.34771685409822345,-0.3982356356600096,0.12420698218017898,1.0,-0.28774818094259635,0.10131017299483581,-0.13729422420466292,-0.007163658921473164,0.009702281855685346,-0.28774818094259635,1.0,0.37385208197109837,0.7646811010276776,0.285327222817263,-0.014210462817520845,0.31622131535536546,-0.22038422998649684,-0.010770130902528763,-0.0008609531214460731,-0.0026848060078918934,-0.001164001994766295,-0.002686902182176709,-0.0020743031054735184,-0.0012991648400202394,0.38437455324465414,2.639903951218026,0.047646985985664504,0.0,1.070498916736016,0.19233329594135284,0.12312059849500656,0.11250868439674377,0.15244609117507935,0.2970121204853058,0.12257938086986542,0.8293384467881112,0.8529411764705882,0.7111913357400722,0.9059633027522935,1.0,-0.025726713359225935,0.0008950412597172235,0.1823231263495585,-0.025726713359225935,1.0,0.0020650200889064567,0.037322061300599105,0.0008950412597172235,0.0020650200889064567,1.0,0.08900338027443165,0.1823231263495585,0.037322061300599105,0.08900338027443165,1.0,0.43161562460801034,0.5470495032104983,0.6294135002058167,1.1951525439187962,0.28819694367120974,1.0
1000.0,0.1405447093566181,0.967603220444971,0.09221154892882591,0.8182551703548709,0.7192501910676015,0.01602620631456375,0.02336902773675531,0.7094547462052028,0.7525974539688436,0.34362638747003205,0.49869834931052154,0.9288060620444609,0.5430858674976868,0.6293781444161247,0.5709017515182495,0.4507756531238556,0.8604491353034973,0.5508922338485718,0.4522726535797119,0.6339228749275208,0.5865357170502344,-0.05087229258121421,1.0,-0.5030444611024004,0.06506932905812357,0.14282638944274156,-0.09182259979545127,0.19529132522684417,-0.5030444611024004,1.0,0.3691016018659234,-0.2679970135543835,-0.4261863223544858,0.08118982247599908,0.06506932905812357,0.3691016018659234,1.0,0.0708790931294549,-0.4495578125263925,-0.054248301648415605,0.14282638944274156,-0.2679970135543835,0.0708790931294549,1.0,0.13967990403171276,0.07682689628443563,-0.09182259979545127,-0.4261863223544858,-0.4495578125263925,0.13967990403171276,1.0,-0.11109223925191926,0.19529132522684417,0.08118982247599908,-0.054248301648415605,0.07682689628443563,-0.11109223925191926,1.0,0.4090217253914445,0.06583974518773596,-0.10790526572276644,-0.11046370664918191,0.11417321959209237,-0.23045155137879259,-0.01602620631456375,-0.0020233262330293655,-0.002605728106573224,-0.0019660720136016607,-0.0041269115172326565,-0.003742665983736515,-0.0015615021111443639,0.48001848220770116,3.3342784704873547,0.044375783457439776,0.0,1.0646183938246507,0.16989032924175262,0.1087665855884552,0.11736860871315002,0.16900059580802917,0.3346172273159027,0.10035671293735504,0.822627037392138,0.8602941176470589,0.6967509025270758,0.893348623853211,1.0,-0.06405238918122827,-0.03643959995578293,0.26705641297623595,-0.06405238918122827,1.0,-0.008619688971149576,0.05211309222934807,-0.03643959995578293,-0.008619688971149576,1.0,0.05619687364721538,0.26705641297623595,0.05211309222934807,0.05619687364721538,1.0,0.5298021344731071,0.5986986009118502,0.5352603424971443,1.4078392328684606,0.3352025879929507,1.0
