step,train_step_loss,train_acc,train_loss,val_acc,val_loss,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,task_acc__glue_cola,task_acc__glue_mrpc,task_acc__glue_rte,task_acc__glue_sst2,task_conflict_t0_t0,task_conflict_t0_t1,task_conflict_t0_t2,task_conflict_t0_t3,task_conflict_t1_t0,task_conflict_t1_t1,task_conflict_t1_t2,task_conflict_t1_t3,task_conflict_t2_t0,task_conflict_t2_t1,task_conflict_t2_t2,task_conflict_t2_t3,task_conflict_t3_t0,task_conflict_t3_t1,task_conflict_t3_t2,task_conflict_t3_t3,task_grad_norm_cv,task_loss__glue_cola,task_loss__glue_mrpc,task_loss__glue_rte,task_loss__glue_sst2,utilization_ratio
100.0,0.49241181334946305,0.7448864602532035,0.5066181492159152,0.7250186274064303,0.5461208501680919,-0.005976710408819676,0.7672742813704954,0.747802577675964,0.7485741778369398,0.7631330251404238,0.7566960155059558,0.4227209687232971,0.5042693614959717,0.5811630487442017,0.4584927558898926,0.49166153371334076,0.15876004309754424,1.0,-0.11869849455706308,0.27852579984911174,0.45129361831086934,-0.11869849455706308,1.0,-0.1928165288119659,0.20191074420068894,0.27852579984911174,-0.1928165288119659,1.0,0.3323451195936244,0.45129361831086934,0.20191074420068894,0.3323451195936244,1.0,-0.04971915607923144,0.18286155254572303,0.00019925454320548117,-0.15724849264497578,0.569138441630509,4.517456627274493,0.24175034525014663,0.6825440507668715,0.12843725085258484,0.40062299370765686,0.382256418466568,0.08868330717086792,0.7018216682646213,0.7230392156862745,0.5703971119133574,0.9048165137614679,1.0,0.8332795947464207,-0.4265927622117524,0.8976243668635363,0.8332795947464207,1.0,-0.3316722489127256,0.9076088435971323,-0.4265927622117524,-0.3316722489127256,1.0,-0.42974572258173155,0.8976243668635363,0.9076088435971323,-0.42974572258173155,1.0,0.6785639468949198,0.6334206204463325,0.5857249957342179,0.6932790541538485,0.27205873033796835,0.75
200.0,0.446375569794327,0.8312266187247676,0.3732222425928402,0.7804163222601427,0.47918287534597637,0.13150638838539228,0.6743494326292364,0.8460122382854017,0.8903564168446687,0.5699791385045077,0.7451743065659535,0.6613475680351257,0.5098870992660522,0.4051557183265686,0.6976395845413208,0.5685074925422668,-0.14655276992812516,1.0,-0.35858682885310167,-0.0006071852320736877,-0.25089973795935633,-0.35858682885310167,1.0,-0.1951677354604718,0.23544206975235724,-0.0006071852320736877,-0.1951677354604718,1.0,-0.3094972018161046,-0.25089973795935633,0.23544206975235724,-0.3094972018161046,1.0,-0.037108177435913686,0.0246436445673555,0.7086280578237824,-0.17013797141365505,0.4643767774105072,3.155349717686066,0.0866937717010891,0.6807128796210655,0.14754383265972137,0.399986207485199,0.32570546865463257,0.1267644613981247,0.763183125599233,0.7769607843137255,0.6606498194945848,0.9208715596330275,1.0,0.30482614085220966,-0.45558207814971174,0.5101647040291342,0.30482614085220966,1.0,-0.10015788012544782,0.4523512335307557,-0.45558207814971174,-0.10015788012544782,1.0,-0.1914394899304053,0.5101647040291342,0.4523512335307557,-0.1914394899304053,1.0,0.5046713190490484,0.49842771829850074,0.4953976879135156,0.6858682752286316,0.23703781994325773,1.0
300.0,0.48727382998913527,0.8806444181147973,0.297572284677254,0.7809310870180799,0.5073073010184596,0.32820335476602014,0.5176783976032497,0.798580455203679,0.8037197267539651,0.3139234574016173,0.6084755092406279,0.7618309259414673,0.5612176656723022,0.5289798974990845,0.8841602802276611,0.6840471923351288,-0.13009856668142614,1.0,-0.3592595174496014,-0.046133035787140245,-0.2187230273391163,-0.3592595174496014,1.0,-0.17384956291169032,0.28429340395522623,-0.046133035787140245,-0.17384956291169032,1.0,-0.26691966055623484,-0.2187230273391163,0.28429340395522623,-0.26691966055623484,1.0,-0.07437469060241945,0.6805227291211371,0.8566404997712977,-0.1499751192259348,0.49023336113890176,3.5242783367477624,0.3118082406495934,0.674325800033716,0.15217170119285583,0.4277462661266327,0.2987106442451477,0.1213713064789772,0.7785234899328859,0.7745098039215687,0.6498194945848376,0.9208715596330275,1.0,0.3541641728794318,0.024302118007016003,0.8082700314506173,0.3541641728794318,1.0,0.12648813491757785,0.3735314653099531,0.024302118007016003,0.12648813491757785,1.0,0.18409352133296408,0.8082700314506173,0.3735314653099531,0.18409352133296408,1.0,0.684454499724022,0.5144403976911124,0.49394476728943676,0.7933699617546702,0.22747407733861888,0.75
400.0,0.32628964306786656,0.9254192173512374,0.1996980781205125,0.7885499748653261,0.5252669002800899,-0.07275565687374189,0.3392113563583706,0.8914080907518049,0.8446436003535963,0.3130401975048757,0.5970758112421618,0.8695295453071594,0.34800776839256287,0.3506850600242615,0.884492814540863,0.6131787970662117,-0.10790448393176444,1.0,-0.22573408807551204,-0.058399664422957014,-0.202861776243445,-0.22573408807551204,1.0,-0.1778692298972943,0.3002918967427525,-0.058399664422957014,-0.1778692298972943,1.0,-0.2828540416941307,-0.202861776243445,0.3002918967427525,-0.2828540416941307,1.0,-0.13955081265048289,0.010254928658218773,0.00389964939221199,-0.16562639289491543,0.45939144976241,3.000929615874622,0.04100599441840147,0.6755009745634519,0.1435375064611435,0.39757150411605835,0.3264082968235016,0.13248278200626373,0.7900287631831256,0.7941176470588235,0.6606498194945848,0.9094036697247706,1.0,0.7916034344903825,-0.7801307783299194,0.8446997523600068,0.7916034344903825,1.0,-0.6964723801298306,0.7901350486443791,-0.7801307783299194,-0.6964723801298306,1.0,-0.7037991105246096,0.8446997523600068,0.7901350486443791,-0.7037991105246096,1.0,0.713005716171964,0.4854772696583465,0.5478489483014131,0.82442529692694,0.24331608623366005,1.0
500.0,0.21400692802853882,0.9385129028984552,0.15875313956449394,0.7892187698176629,0.5944180571606608,0.37366445429229544,0.3627127425385327,0.8197485957616596,0.8021524488609589,0.4344747821839733,0.6047721423362812,0.872037410736084,0.43464478850364685,0.4671561121940613,0.8171938061714172,0.6477580294013023,-0.10551473791548345,1.0,-0.2713825765627215,-0.011275931620233126,-0.2236636943055908,-0.2713825765627215,1.0,-0.16846660870360064,0.32338161690039674,-0.011275931620233126,-0.16846660870360064,1.0,-0.2816812332011514,-0.2236636943055908,0.32338161690039674,-0.2816812332011514,1.0,0.16496007445230373,0.6501059900732234,0.8349368259791725,-0.15534507333551795,0.4997400939309653,3.2039074029291235,0.37882344737519563,0.6687745871910682,0.13067211210727692,0.3651052713394165,0.3842811584472656,0.11994140595197678,0.775647171620326,0.7892156862745098,0.6642599277978339,0.9277522935779816,1.0,0.8242758091272452,-0.1226601708167002,0.8808850340710832,0.8242758091272452,1.0,-0.09065372901668907,0.7895692566713175,-0.1226601708167002,-0.09065372901668907,1.0,-0.008475515785082958,0.8808850340710832,0.7895692566713175,-0.008475515785082958,1.0,0.7278087787930532,0.5432000856963914,0.5955355274670112,1.0194049119633972,0.21953170351584309,0.75
600.0,0.1910313242697157,0.9555198665416008,0.11579099306825952,0.7927001672257433,0.7302034623986596,0.45018054946661945,0.4370291544988942,0.8011328497181205,0.8039475177744069,0.6818249594980859,0.6809836203723769,0.7787811756134033,0.4997475743293762,0.4722744822502136,0.5326384902000427,0.570860430598259,-0.10623673954686734,1.0,-0.2544184292626144,-0.029688667174817874,-0.2168544257210834,-0.2544184292626144,1.0,-0.15182572360232394,0.32989539990387456,-0.029688667174817874,-0.15182572360232394,1.0,-0.31452859142423895,-0.2168544257210834,0.32989539990387456,-0.31452859142423895,1.0,0.051956283500806354,0.929105246415398,0.9471652753326928,-0.1275046073824195,0.5475082993507385,3.912831478609978,0.6775921561508538,0.6437783138568585,0.12808601558208466,0.317366361618042,0.4416702389717102,0.11287739872932434,0.7929050814956855,0.8014705882352942,0.6498194945848376,0.926605504587156,1.0,0.8383551454562725,0.48024789473694424,0.9188910815644437,0.8383551454562725,1.0,0.4526584764034146,0.8284001482578724,0.48024789473694424,0.4526584764034146,1.0,0.5470001904861751,0.9188910815644437,0.8284001482578724,0.5470001904861751,1.0,0.6839916121124456,0.5758096855752983,0.8017929397189083,1.3290217190626121,0.2141895052378199,0.75
700.0,0.15954700123984367,0.9679679957653151,0.08758761047595974,0.7884349952373617,0.8013996709715447,0.4898348993249128,0.34524728095429735,0.8502110227120289,0.8489417907521489,0.3696967859882295,0.6035242201016762,0.8480167388916016,0.42010876536369324,0.36111700534820557,0.8291865587234497,0.6146072670817375,-0.11412458583297876,1.0,-0.286562454197426,0.03428880821359854,-0.20892092664371167,-0.286562454197426,1.0,-0.18502212011678718,0.28780454066492794,0.03428880821359854,-0.18502212011678718,1.0,-0.32633536291847415,-0.20892092664371167,0.28780454066492794,-0.32633536291847415,1.0,0.26782037482326065,0.8744873772682672,0.918726798674799,-0.1016949534666758,0.45669668912887573,3.501338819925775,0.5746609351927603,0.6414947401101773,0.17207640409469604,0.2983893156051636,0.4118950068950653,0.11763928830623627,0.7948226270373921,0.7916666666666666,0.6498194945848376,0.9174311926605505,1.0,0.7427949902565211,0.3209562283607588,0.815269401483023,0.7427949902565211,1.0,0.3446404925623738,0.7664455223838774,0.3209562283607588,0.3446404925623738,1.0,0.4578589761100077,0.815269401483023,0.7664455223838774,0.4578589761100077,1.0,0.8173060592600334,0.5583691436064354,0.7520435547145704,1.6676856530041841,0.22750033256098895,0.75
800.0,0.13060546164706466,0.9675924211756188,0.08840404415856815,0.7849613303767918,0.8966767457664211,0.40831927420067626,0.09401253151582069,0.9225764204907009,0.842049328063785,0.11294955189920441,0.49289695799237776,0.9775617122650146,0.34815749526023865,0.46385619044303894,0.9676035046577454,0.6892947256565094,-0.1032518082294228,1.0,-0.26638080999411107,-0.0011693221485591816,-0.20335006625230703,-0.26638080999411107,1.0,-0.15666320534911857,0.31275337989625096,-0.0011693221485591816,-0.15666320534911857,1.0,-0.3047008255286918,-0.20335006625230703,0.31275337989625096,-0.3047008255286918,1.0,-0.06569689445634457,0.9236715284567681,0.9403105870398134,-0.1650081242375321,0.43774812671519836,3.310428175232997,0.6334542320726417,0.6416780865650911,0.17833900451660156,0.2893931567668915,0.40878400206565857,0.12348372489213943,0.7929050814956855,0.7916666666666666,0.6389891696750902,0.9162844036697247,1.0,0.7809666990243103,0.4295664655010563,0.8803247819198011,0.7809666990243103,1.0,0.4328939426292699,0.7619322341862054,0.4295664655010563,0.4328939426292699,1.0,0.5150412691752074,0.8803247819198011,0.7619322341862054,0.5150412691752074,1.0,1.1587876454864199,0.535041388701291,0.8332178306897196,1.9856875729229715,0.23276019075170293,0.75
900.0,0.10648177137045423,0.9789157122169563,0.06482094716721602,0.7866468236279999,0.9485416642300386,0.4174227974721427,0.13237120864247215,0.7949201484554238,0.8367984397733956,0.13228408868113384,0.47409347138810637,0.9653947949409485,0.4638995826244354,0.36286237835884094,0.9664618968963623,0.6896546632051468,-0.09967749957448968,1.0,-0.2563790617337216,0.003940428263407709,-0.19742628157761657,-0.2563790617337216,1.0,-0.16908432670874513,0.3237677606036546,0.003940428263407709,-0.16908432670874513,1.0,-0.3028835162939171,-0.19742628157761657,0.3237677606036546,-0.3028835162939171,1.0,0.08226960992162362,0.9213955998715077,0.9196712392253271,-0.2536452591298875,0.5278192758560181,3.0890483253663397,0.5593695153420952,0.5870663502583137,0.15424874424934387,0.20253361761569977,0.4764818251132965,0.16673582792282104,0.8034515819750719,0.7965686274509803,0.6245487364620939,0.9220183486238532,1.0,0.6826365954931607,0.3369522552923408,0.8757840030275319,0.6826365954931607,1.0,0.34241623095431445,0.7086083165008037,0.3369522552923408,0.34241623095431445,1.0,0.40981969078441977,0.8757840030275319,0.7086083165008037,0.40981969078441977,1.0,0.9337938932541903,0.6156708880663149,0.9188996290839172,1.9948333871979562,0.2647627525719664,1.0
1000.0,0.1546617416834124,0.9787960631692119,0.06137753047016373,0.7973436856296868,0.8819724398712248,0.09457811133171252,0.3861342427775886,0.7949398404688935,0.7695568351064744,0.445469805006071,0.5990251808397569,0.8508099913597107,0.4191274344921112,0.43906012177467346,0.8275725841522217,0.6341425329446793,-0.09593629323507198,1.0,-0.260260990413144,-0.0078026151533277625,-0.15375610244832782,-0.260260990413144,1.0,-0.15147224982185534,0.3165118196498712,-0.0078026151533277625,-0.15147224982185534,1.0,-0.31883762122364817,-0.15375610244832782,0.3165118196498712,-0.31883762122364817,1.0,-0.011267858360860658,0.39227044680581535,0.2668119112938206,-0.26950205441192526,0.6824760437011719,4.2434103696891485,0.3528648093989149,0.5386333727836609,0.12813399732112885,0.18065111339092255,0.5437251329421997,0.1474897712469101,0.7986577181208053,0.7941176470588235,0.6642599277978339,0.9323394495412844,1.0,0.8559339855074342,-0.18124665005503254,0.903497357847937,0.8559339855074342,1.0,-0.1673166094347604,0.8508221963674264,-0.18124665005503254,-0.1673166094347604,1.0,-0.14450142383951492,0.903497357847937,0.8508221963674264,-0.14450142383951492,1.0,0.69874929626028,0.6012717832209048,1.105978025818984,1.6261218779143833,0.19451807253062725,1.0
