step,train_step_loss,train_acc,train_loss,val_acc,val_loss,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,task_acc__glue_rte,task_conflict_t0_t0,task_grad_norm_cv,task_loss__glue_rte,utilization_ratio
50.0,0.5917201936244965,0.7109375,0.5612652515992522,0.6967509025270758,0.597392350435257,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.15595592510594355,1.0,-0.3354220459733391,-0.06750894510615829,0.1653750728032947,-0.3354220459733391,1.0,-0.27529117358228306,-0.4162240964165529,-0.06750894510615829,-0.27529117358228306,1.0,-0.006664362360622625,0.1653750728032947,-0.4162240964165529,-0.006664362360622625,1.0,1.0,1.0,1.0,1.0,1.0229694260936633,73.98532294819765,1.0,0.6276701279925956,0.6714063286781311,0.09011169523000717,0.22940707206726074,0.009074858389794827,0.6967509025270758,1.0,0.0,0.597392350435257,0.5
100.0,0.3805106431245804,0.86328125,0.40310525288805366,0.7364620938628159,0.542153442899386,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.06240760252747426,1.0,0.030105017790252663,-0.25882767456324823,0.0,0.030105017790252663,1.0,-0.14572295839184993,0.0,-0.25882767456324823,-0.14572295839184993,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7406335782249477,26.17957077484864,1.0,0.6778533243530493,0.537720799446106,0.2219035029411316,0.2198360562324524,0.02053971029818058,0.7364620938628159,1.0,0.0,0.542153442899386,0.75
150.0,0.3832387924194336,0.8984375,0.2576786088757217,0.8050541516245487,0.4582899833718936,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.11747556355728778,1.0,-0.42655311468470725,-0.24270448373072115,0.2121748152849641,-0.42655311468470725,1.0,0.44555557747568764,-0.4717630966618338,-0.24270448373072115,0.44555557747568764,1.0,-0.22156307902711614,0.2121748152849641,-0.4717630966618338,-0.22156307902711614,1.0,1.0,1.0,1.0,1.0,0.4685338698069894,2.9733426215287326,1.0,0.6818646265711595,0.4470601975917816,0.15035609900951385,0.22750617563724518,0.17507746815681458,0.8050541516245487,1.0,0.0,0.4582899833718936,1.0
200.0,0.35652054846286774,0.94140625,0.15583469771081582,0.8122743682310469,0.4164552580979135,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.006291805031909885,1.0,-0.2194642445097384,-0.6757221497126051,0.24967323478199477,-0.2194642445097384,1.0,0.31675432788617597,0.12991107900130988,-0.6757221497126051,0.31675432788617597,1.0,0.23659858274432216,0.24967323478199477,0.12991107900130988,0.23659858274432216,1.0,1.0,1.0,1.0,1.0,0.539961040019989,3.9874289593302623,1.0,0.6749291385554235,0.4039476215839386,0.13104276359081268,0.3637043237686157,0.1013052836060524,0.8122743682310469,1.0,0.0,0.4164552580979135,0.75
250.0,0.15163352340459824,0.9140625,0.2001264858408831,0.7906137184115524,0.5567617644038465,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.029877963506969585,1.0,-0.2593814101382394,-0.2996198434141762,0.48583358409651056,-0.2593814101382394,1.0,-0.014595875047341455,-0.2271986349510253,-0.2996198434141762,-0.014595875047341455,1.0,0.1356943984124543,0.48583358409651056,-0.2271986349510253,0.1356943984124543,1.0,1.0,1.0,1.0,1.0,0.47932597871577615,6.37831172792349,1.0,0.6767286496902631,0.3768136501312256,0.31980493664741516,0.24430403113365173,0.05907733365893364,0.7906137184115524,1.0,0.0,0.5567617644038465,0.75
300.0,0.296958863735199,0.953125,0.12588236486772075,0.7942238267148014,0.5763071470169557,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.09645084127305871,1.0,0.22977356913808533,-0.28570889739187294,-0.33350590233623734,0.22977356913808533,1.0,-0.3941812976228139,0.19821642092421737,-0.28570889739187294,-0.3941812976228139,1.0,0.006701059650269082,-0.33350590233623734,0.19821642092421737,0.006701059650269082,1.0,1.0,1.0,1.0,1.0,0.6157718162808637,26.05050690351318,1.0,0.6770471020295732,0.328480064868927,0.4327300786972046,0.22217874228954315,0.016611196100711823,0.7942238267148014,1.0,0.0,0.5763071470169557,0.75
350.0,0.011056446004658937,0.95703125,0.16244857580022654,0.8014440433212996,0.8772040550021403,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.024323834104770282,1.0,-0.19525330426556453,-0.3477467960379574,0.16818564676560818,-0.19525330426556453,1.0,0.25103007449682474,0.13281146114146863,-0.3477467960379574,0.25103007449682474,1.0,0.13691592252824197,0.16818564676560818,0.13281146114146863,0.13691592252824197,1.0,1.0,1.0,1.0,1.0,0.5530698033016803,7.651565156923317,1.0,0.6005636896897739,0.2275456339120865,0.2664263844490051,0.44753822684288025,0.058489762246608734,0.8014440433212996,1.0,0.0,0.8772040550021403,0.75
400.0,0.1554902996867895,0.98046875,0.08023083924490493,0.8267148014440433,0.6753171104743766,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.036527538042792955,1.0,0.46084331552855967,-0.3052180280964802,0.03735368687464508,0.46084331552855967,1.0,-0.35238657740780427,-0.24335749525182734,-0.3052180280964802,-0.35238657740780427,1.0,0.18359987009614934,0.03735368687464508,-0.24335749525182734,0.18359987009614934,1.0,1.0,1.0,1.0,1.0,0.5089976776841071,8.014556887574097,1.0,0.6103197022035234,0.2426031529903412,0.35914281010627747,0.3534427881240845,0.04481131210923195,0.8267148014440433,1.0,0.0,0.6753171104743766,0.75
450.0,0.004315718309953809,0.9921875,0.020878155599348247,0.8194945848375451,0.6935607103320459,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.0973753808802421,1.0,-0.3405671043282322,0.07761442245180639,0.0,-0.3405671043282322,1.0,-0.3212996034050268,0.0,0.07761442245180639,-0.3212996034050268,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6247523427009583,32.14740348893704,1.0,0.6143710131249273,0.20840294659137726,0.4070194661617279,0.37191659212112427,0.012661037035286427,0.8194945848375451,1.0,0.0,0.6935607103320459,0.75
500.0,0.02672844473272562,0.984375,0.040618134416945395,0.8339350180505415,0.7524675952089537,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.09060765463195085,1.0,0.03150314994146705,-0.04531383556728502,-0.15379920704009178,0.03150314994146705,1.0,0.40703122991258756,0.2495343001974961,-0.04531383556728502,0.40703122991258756,1.0,0.05469029034753115,-0.15379920704009178,0.2495343001974961,0.05469029034753115,1.0,1.0,1.0,1.0,1.0,0.5920471549034119,6.532212875811673,1.0,0.5498033310101781,0.16771546006202698,0.293845534324646,0.46695420145988464,0.07148484140634537,0.8339350180505415,1.0,0.0,0.7524675952089537,0.75
