step,train_step_loss,train_acc,train_loss,val_acc,val_loss,alignment_reward,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,l_conflict,l_conflict_e0,l_conflict_e1,l_conflict_e2,l_conflict_e3,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_conflict_grad_l2,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,task_acc__glue_cola,task_acc__glue_mrpc,task_acc__glue_rte,task_conflict_t0_t0,task_conflict_t0_t1,task_conflict_t0_t2,task_conflict_t1_t0,task_conflict_t1_t1,task_conflict_t1_t2,task_conflict_t2_t0,task_conflict_t2_t1,task_conflict_t2_t2,task_grad_norm_cv,task_loss__glue_cola,task_loss__glue_mrpc,task_loss__glue_rte,utilization_ratio
100.0,0.517618514597416,0.6514109694568604,0.6315353010244618,0.6327151051990749,0.6544366393354174,0.04340359941124916,0.4681148251689987,0.0,0.6300448532676608,0.9195310502756779,0.9666353365101866,0.6290528100133813,0.0,0.5220431089401245,0.5271212458610535,0.4563300907611847,0.37637361139059067,-0.02333012824810589,1.0,0.0,0.0,0.0,0.0,1.0,-0.052568395220600174,-0.11451495535921226,0.0,-0.052568395220600174,1.0,0.02710258109117712,0.0,-0.11451495535921226,0.02710258109117712,1.0,0.0,0.28354611028044935,0.8477210448552209,0.7411921455403246,-0.04340359941124916,-0.0,-0.010344603098928928,-0.014595570974051952,-0.01846342347562313,0.8187301158905029,2517.235040303636,0.5439188909552819,0.0,0.6820988793064047,0.0002207792131230235,0.1508142352104187,0.5557531714439392,0.2932118773460388,0.7037392138063279,0.7034313725490197,0.49097472924187724,1.0,0.6847119725987534,0.5211700970999649,0.6847119725987534,1.0,0.4258746031671275,0.5211700970999649,0.4258746031671275,1.0,0.4937039995561335,0.6835638994194624,0.5541117929798716,0.7256342256069183,0.75
200.0,0.6052774985631308,0.6403456420154409,0.5738068641310115,0.6593735625393197,0.5854658231734896,0.05379778519272804,0.24153773715391247,0.0,0.598283952348069,0.9104602429646039,0.7785058488504777,0.5718125110407877,0.0,0.6331055164337158,0.5002349019050598,0.5121821165084839,0.4113806337118149,-0.05103969354212379,1.0,0.0,0.0,0.0,0.0,1.0,-0.1479521438485948,-0.1256446541324482,0.0,-0.1479521438485948,1.0,-0.032641363271699676,0.0,-0.1256446541324482,-0.032641363271699676,1.0,0.0,0.2612325291192374,0.8151387241763798,-0.11022030467996728,-0.05379778519272804,-0.0,-0.014857172966003418,-0.023858744651079178,-0.015081866644322872,0.6938176386138962,490257501602.17285,0.395402946528749,0.0,0.6865413121327206,0.0,0.24876485764980316,0.49025750160217285,0.26097750663757324,0.710450623202301,0.7622549019607843,0.5054151624548736,1.0,0.4396635535266454,0.40868498249286045,0.4396635535266454,1.0,0.3378603035667413,0.40868498249286045,0.3378603035667413,1.0,0.4692449534639581,0.5820450062173923,0.4753132930719385,0.6990391702311379,0.75
300.0,0.5462294618288677,0.7334358704117566,0.529560299305901,0.694467324480572,0.5389475303213248,0.0548546239733696,0.25860159427918084,5.0301676981939696e-11,0.8645884016064536,0.9473311567880824,0.9245246330552176,0.6841110478750138,1.0,0.552448570728302,0.4278034567832947,0.4359647035598755,0.604054182767868,-0.13273182359536953,1.0,-0.24642214192080836,0.046492557420083416,-0.10525302901597779,-0.24642214192080836,1.0,-0.19121306465646393,-0.19200299627288006,0.046492557420083416,-0.19121306465646393,1.0,-0.1079922671261705,-0.10525302901597779,-0.19200299627288006,-0.1079922671261705,1.0,0.0,0.5535261540808464,0.7333457324224048,-0.2524655093865279,-0.0548546239733696,-0.0023558393586426973,-0.021183675155043602,-0.025526512414216995,-0.00578859681263566,0.6948067363981447,37.59605425643294,0.23813329138392514,0.0,0.6776588219735358,0.012498944066464901,0.34758350253105164,0.46991097927093506,0.17000652849674225,0.7708533077660594,0.7818627450980392,0.5306859205776173,1.0,0.34901020234087504,0.17365992894206317,0.34901020234087504,1.0,0.1917297428688371,0.17365992894206317,0.1917297428688371,1.0,0.1564867818679605,0.49260360107735823,0.4102509148857173,0.7139880750008991,0.75
400.0,0.28229123850663507,0.7550051638900176,0.524236472248481,0.6893784973426129,0.6031265248197727,0.06877925992012024,0.3838705687746047,5.0301676981939696e-11,0.9826962916408596,0.8956180605801237,5.0301676981939696e-11,0.4695785880803967,1.0,0.42704343795776367,0.4948475956916809,1.0,0.7304727584123611,-0.06536757860159827,1.0,-0.07795786199812287,-0.016527218561697022,-0.04550103252177683,-0.07795786199812287,1.0,-0.08530630270180772,-0.1837856431713375,-0.016527218561697022,-0.08530630270180772,1.0,0.016872587345152294,-0.04550103252177683,-0.1837856431713375,0.016872587345152294,1.0,0.0,0.7341844327877972,0.8012978423106215,0.0,-0.06877925992012024,-0.0035997419618070126,-0.01180267333984375,-0.03814871981739998,-0.015228122472763062,0.7062937021255493,7.4221816643318945,0.3113271866516069,0.0,0.6812362739195427,0.058086689561605453,0.43112996220588684,0.4212467074394226,0.08953666687011719,0.7698945349952061,0.7892156862745098,0.5090252707581228,1.0,0.24848233790598967,0.4124678058102538,0.24848233790598967,1.0,0.2730314162385772,0.4124678058102538,0.2730314162385772,1.0,0.19641878622069595,0.5744123768118274,0.5051894552786561,0.7297777423688344,0.5
500.0,0.6115610773364704,0.806293808411215,0.43395613525547194,0.7661610764044915,0.47694475643379214,0.23959213495254517,-0.015085278268576321,5.0301676981939696e-11,0.9614753009713289,0.8271036525421265,0.8682953392793356,0.6642185732107732,1.0,0.40887919068336487,0.6346214413642883,0.5496825575828552,0.6482957974076271,-0.09996885781490972,1.0,-0.27064675689895534,0.23439766735336134,0.036448797562103515,-0.27064675689895534,1.0,-0.0566210793678465,-0.2667047054299319,0.23439766735336134,-0.0566210793678465,1.0,-0.2766870701081893,0.036448797562103515,-0.2667047054299319,-0.2766870701081893,1.0,0.0,-0.2154317131204286,-0.1550119111709324,0.31010251121705573,-0.23959213495254517,-0.008338208310306072,-0.01291912142187357,-0.149073988199234,-0.06926081329584122,0.6007669092138898,9.552124123854993,0.008852961698932627,0.0,0.6748476456160899,0.043673500418663025,0.3669045865535736,0.41717469692230225,0.17224709689617157,0.8101629913710451,0.8529411764705882,0.6353790613718412,1.0,-0.0019175616510185632,-0.10258946087824866,-0.0019175616510185632,1.0,0.1310659076260651,-0.10258946087824866,0.1310659076260651,1.0,0.4330813755754095,0.4327173670042903,0.3646310848987424,0.6334858173983438,0.75
600.0,0.44527996269365155,0.7934406956860355,0.41908876573453496,0.7593181810315288,0.48394428074968676,0.09890533983707428,-0.04372913924868799,5.0301676981939696e-11,0.9122290476775391,0.724902689156091,0.6171322316345313,0.5635659921296158,1.0,0.5008463263511658,0.686114490032196,0.586837112903595,0.6934494823217392,-0.10918327282163494,1.0,-0.2482955630922836,0.12472716064075005,0.15698616899346562,-0.2482955630922836,1.0,-0.08758177744826405,-0.3381211733379976,0.12472716064075005,-0.08758177744826405,1.0,-0.2628144526854801,0.15698616899346562,-0.3381211733379976,-0.2628144526854801,1.0,0.0,-0.08527273014609615,-0.34148907706550763,0.25184525021685183,-0.09890533983707428,-0.00554676353931427,-0.015129166655242443,-0.045824822038412094,-0.0324045866727829,0.6113633778961606,8.925175055006116,-0.07023463274643933,0.0,0.6813445972554661,0.04906846955418587,0.3504619896411896,0.4379446804523468,0.16252458095550537,0.8072866730584851,0.875,0.5956678700361011,1.0,-0.15774523056066675,-0.25569410472137427,-0.15774523056066675,1.0,0.20273543704272304,-0.25569410472137427,0.20273543704272304,1.0,0.4794394874907598,0.44025090265706296,0.3232978723358874,0.68828406725611,0.75
700.0,0.4035876815517744,0.8555168969253691,0.3510388382532968,0.7726281549536603,0.47246120594183844,0.08057396858930588,0.1885374461220655,5.0301676981939696e-11,0.858051712770681,0.6808347009080464,0.7723643496818734,0.5778126908527256,1.0,0.5041364431381226,0.7430146932601929,0.6455237865447998,0.7231687307357788,-0.08779808292479434,1.0,-0.19043912884420608,0.042646481387126824,0.11745045401895485,-0.19043912884420608,1.0,-0.09328861123197207,-0.17942076217069042,0.042646481387126824,-0.09328861123197207,1.0,-0.223736930707979,0.11745045401895485,-0.17942076217069042,-0.223736930707979,1.0,0.0,0.12304245480691983,0.11125513408469394,0.5198521955966482,-0.08057396858930588,-0.01740480773150921,-0.03265512362122536,-0.020536363124847412,-0.009977670386433601,0.5100961303481745,6.328685015776285,-0.016676245920059955,0.0,0.6839552416845605,0.058161742985248566,0.3680873513221741,0.3629787564277649,0.21077242493629456,0.7957813998082455,0.8578431372549019,0.6642599277978339,1.0,-0.04029346428047616,-0.05690347934845792,-0.04029346428047616,1.0,0.04716820586875421,-0.05690347934845792,0.04716820586875421,1.0,0.5424414485531969,0.45608319798555536,0.3502733561977306,0.6110270636422294,0.75
800.0,0.4837448845307033,0.8630548007246377,0.3156918304118575,0.7928871643150027,0.4782506410209513,0.10297803580760956,0.20505524638445144,5.0301676981939696e-11,0.7969178678247901,0.5562283714496408,0.21575101553544618,0.39222431371504474,1.0,0.6152459383010864,0.8051041960716248,0.9363008737564087,0.83916275203228,-0.1261515477343933,1.0,-0.23488352525927036,-0.012976729472772916,0.11324784046292506,-0.23488352525927036,1.0,-0.07307286484298377,-0.2685534499845905,-0.012976729472772916,-0.07307286484298377,1.0,-0.2806705573096672,0.11324784046292506,-0.2685534499845905,-0.2806705573096672,1.0,0.0,0.30577698042252505,0.2329192138921544,0.2815247912231263,-0.10297803580760956,-0.029749708250164986,-0.04043276607990265,-0.024211211130023003,-0.008584355004131794,0.6804951595079518,9.426133277620599,0.1232570566763455,0.0,0.6725321387596153,0.04935605823993683,0.4652367830276489,0.36327967047691345,0.1221277266740799,0.8139980824544583,0.8823529411764706,0.6823104693140795,1.0,0.0507911117421132,0.09431684121757135,0.0507911117421132,1.0,0.2246632170693519,0.09431684121757135,0.2246632170693519,1.0,0.4471858416850303,0.45046947243843827,0.3247003370859459,0.6595821135384696,0.5
900.0,0.3909618401279052,0.8775062855546526,0.30593063231826073,0.8029476669240451,0.4271845949028532,0.053702421486377716,-0.05835080749548295,0.6296538954503057,0.9090151205078915,0.581020880598032,0.9505011378250549,0.767547758595321,0.5264669060707092,0.5003507733345032,0.7933403253555298,0.47810330986976624,0.5745653286576271,-0.1390003447444498,1.0,-0.23714471661686326,0.17243040641837298,0.01709544609708862,-0.23714471661686326,1.0,-0.08097691937316139,-0.3089840839023825,0.17243040641837298,-0.08097691937316139,1.0,-0.39642220108975323,0.01709544609708862,-0.3089840839023825,-0.39642220108975323,1.0,0.16086388709850663,-0.18475061953300456,0.028551019256781458,-0.23806751680421534,-0.053702421486377716,-0.0014462640974670649,-0.007077083922922611,-0.022245928645133972,-0.022933145985007286,0.5517751512795507,7.366397587438067,0.003079981011801606,0.0,0.685130695881391,0.056299928575754166,0.33878079056739807,0.41472765803337097,0.19019174575805664,0.8274209012464045,0.8774509803921569,0.703971119133574,1.0,-0.04806111299702617,-0.09782283011187276,-0.04806111299702617,1.0,0.15512388614430375,-0.09782283011187276,0.15512388614430375,1.0,0.6940031474487742,0.39604351147013994,0.29319709935682076,0.5923131738815989,0.75
1000.0,0.4137170190612475,0.9037278418325885,0.2412438042724315,0.8043956330220245,0.4666262805855926,0.10624188184738159,-0.0029599530612182384,0.6248815082052313,0.915956113764276,0.7272679676747439,0.7831885534322038,0.7628235357691138,0.5575757622718811,0.526792049407959,0.7061033248901367,0.5508072376251221,0.5853195935487747,-0.033130312723172926,1.0,-0.2592269481286652,0.21344207641146126,0.06990279278002794,-0.2592269481286652,1.0,0.03031143201173158,-0.028599618960487676,0.21344207641146126,0.03031143201173158,1.0,-0.22461161045310546,0.06990279278002794,-0.028599618960487676,-0.22461161045310546,1.0,0.1990935405474159,-0.05825567941726121,-0.1950733499930294,0.04239567661800173,-0.10624188184738159,-0.00518898107111454,-0.0105587774887681,-0.045885417610406876,-0.0446087010204792,0.6068275698217833,6.745322754316231,0.030179207231931324,0.0,0.6853145730716211,0.06284235417842865,0.37218692898750305,0.42389196157455444,0.1410786509513855,0.8245445829338447,0.8774509803921569,0.7111913357400722,1.0,-0.05463350754539676,0.017299626529646003,-0.05463350754539676,1.0,0.12787150271154474,0.017299626529646003,0.12787150271154474,1.0,0.30119838029362456,0.4363605243701289,0.3779738480088246,0.5855444693778242,0.75
