step,train_step_loss,train_acc,train_loss,val_acc,val_loss,alignment_reward,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,l_conflict,l_conflict_e0,l_conflict_e1,l_conflict_e2,l_conflict_e3,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_conflict_grad_l2,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,task_acc__glue_cola,task_acc__glue_mrpc,task_acc__glue_rte,task_conflict_t0_t0,task_conflict_t0_t1,task_conflict_t0_t2,task_conflict_t1_t0,task_conflict_t1_t1,task_conflict_t1_t2,task_conflict_t2_t0,task_conflict_t2_t1,task_conflict_t2_t2,task_grad_norm_cv,task_loss__glue_cola,task_loss__glue_mrpc,task_loss__glue_rte,utilization_ratio
100.0,0.5923318564891815,0.6501311077813897,0.5748282362661926,0.6446565413330468,0.5806574068575516,2.8200082778930664,0.2754865967837369,0.0,0.9797897703819993,0.9884364161310302,0.8587201280232226,0.706736578634063,0.0,0.4295958876609802,0.3742016553878784,0.5970341563224792,0.3502079248428345,0.015602957939489728,1.0,0.0,0.0,0.0,0.0,1.0,0.03421678417366906,0.03054273488537144,0.0,0.03421678417366906,1.0,0.028858228577897875,0.0,0.03054273488537144,0.028858228577897875,1.0,0.0,0.7467698525091011,-0.1266135023807211,0.48179003700656753,-2.8200082778930664,-0.0,-1.3069040775299072,-0.4994684159755707,-1.0136358737945557,0.9005502103447413,604169964790.3442,0.13823181942081356,0.0,0.6371491999123935,0.0,0.26641973853111267,0.12941057980060577,0.6041699647903442,0.6922339405560882,0.7254901960784313,0.516245487364621,1.0,0.24477485806208818,0.18639301413954398,0.24477485806208818,1.0,-0.016472413939191487,0.18639301413954398,-0.016472413939191487,1.0,0.6166889072105671,0.5275418557056034,0.5174740975101789,0.6969562673568725,0.75
200.0,0.5636182576417924,0.7104925377556549,0.5183454499581606,0.6809074743215922,0.5402037921985373,3.0344910621643066,0.2787311192533387,5.0301676981939696e-11,0.630492127240222,0.9772540242721544,0.8728520106929079,0.6201495405638965,1.0,0.5155033469200134,0.43957334756851196,0.5691856145858765,0.6310655772686005,-0.008374775151241543,1.0,-0.05527295837490241,-0.08821729303054412,-0.06449995554188297,-0.05527295837490241,1.0,0.05663964133401752,0.03656560897328588,-0.08821729303054412,0.05663964133401752,1.0,0.06453630573257683,-0.06449995554188297,0.03656560897328588,0.06453630573257683,1.0,0.0,0.11096774515964082,0.2664615210213122,0.7374952108324018,-3.0344910621643066,-0.0,-1.1662942171096802,-0.7759143114089966,-1.0922825336456299,1.0837574005126953,234.8067598450999,0.1787687974939907,0.0,0.5582685402284066,0.0029653797391802073,0.067973293364048,0.23277008533477783,0.6962912082672119,0.7938638542665388,0.7867647058823529,0.4620938628158845,1.0,0.3642012562741454,0.10122128930175099,0.3642012562741454,1.0,0.07088384690607565,0.10122128930175099,0.07088384690607565,1.0,0.44198000013089805,0.4782889056808621,0.4229552348454793,0.7193672360692706,0.5
300.0,0.6016847838958105,0.7274190920018963,0.5299053746921462,0.6998687719218233,0.5610547355587442,4.904394149780273,0.26414971309425794,0.0,0.9317946255073337,0.6105239811333284,0.8427804859205271,0.5962747731402973,0.0,0.5203495025634766,0.6054750680923462,0.48991715908050537,0.40393543243408203,0.01866250792893458,1.0,0.0,0.0,0.0,0.0,1.0,0.04031632943407909,0.03301197364582228,0.0,0.04031632943407909,1.0,0.0386467444937061,0.0,0.03301197364582228,0.0386467444937061,1.0,0.0,0.6333879342291314,-0.1648429061732867,0.5880538243211871,-4.904394149780273,-0.0,-1.1188223361968994,-3.0817551612854004,-0.703816831111908,0.9703063351098499,645849227905.2734,0.1518679923976118,0.0,0.5405545560988011,0.0,0.2297106385231018,0.12444008886814117,0.6458492279052734,0.785234899328859,0.8161764705882353,0.4981949458483754,1.0,0.09269312803328443,0.32662171255416456,0.09269312803328443,1.0,0.03628913660538646,0.32662171255416456,0.03628913660538646,1.0,0.7396132544089413,0.4745687694921521,0.48742209573952006,0.7211733414445605,0.5
400.0,0.6456966797510783,0.7093042081470947,0.5517939146950185,0.6780276466622476,0.6189231767926232,15.585779190063477,0.3046585423669721,5.0301676981939696e-11,0.6150518976699652,0.481882040333218,0.9029748602078945,0.4999771995653448,1.0,0.5931179523468018,0.7780207991600037,0.5478759407997131,0.7297536730766296,0.055173072980359235,1.0,0.05217332723235313,0.08266588517297012,0.04563650633550891,0.05217332723235313,1.0,0.05295854546432147,0.03904849425582794,0.08266588517297012,0.05295854546432147,1.0,0.05855567942117384,0.04563650633550891,0.03904849425582794,0.05855567942117384,1.0,0.0,0.30797623033589705,0.11057857909098251,0.8000793600410088,-15.585779190063477,-0.8925067782402039,-0.35795754194259644,-4.2155303955078125,-10.119784355163574,1.308118746729196,63.72206989837619,0.45531277975751433,0.0,0.39755142997536397,0.012769968248903751,0.10132771730422974,0.07217376679182053,0.8137288093566895,0.7363374880153404,0.8284313725490197,0.4693140794223827,1.0,0.4374304307764938,0.5382319654334515,0.4374304307764938,1.0,0.3902759430625977,0.5382319654334515,0.3902759430625977,1.0,0.3879080462166094,0.6841056264496146,0.44251868504501296,0.7301452188832419,0.25
500.0,0.5084028340255221,0.7377378775565488,0.5267310126884671,0.7133398732173961,0.5875455189430928,8.264805793762207,0.5325449234059374,0.0,0.9530857129712056,0.9855603858926186,0.9046600045052924,0.7108265258422791,0.0,0.46942776441574097,0.41773927211761475,0.4528569281101227,0.3350059911608696,0.02612834310811866,1.0,0.0,0.0,0.0,0.0,1.0,0.05631316044107737,0.03520461597180366,0.0,0.05631316044107737,1.0,0.06525228223583093,0.0,0.03520461597180366,0.06525228223583093,1.0,0.0,0.6163591328346237,0.7634575937602416,0.7503629670288842,-8.264805793762207,-0.0,-1.8160803318023682,-1.3404080867767334,-5.108316898345947,1.2097898221517034,2349.452992333549,0.3101495677821935,0.0,0.4434081393604477,0.0003259961085859686,0.0856255367398262,0.14813624322414398,0.7659125328063965,0.7996164908916586,0.7916666666666666,0.5487364620938628,1.0,0.2811077505748435,0.34308336862967975,0.2811077505748435,1.0,0.30625758414205717,0.34308336862967975,0.30625758414205717,1.0,0.3366017047307626,0.4498665319713017,0.5961932584862498,0.716576766371727,0.5
600.0,0.5943474024534227,0.7853440759176485,0.4477857798804039,0.7271900659730047,0.5306548565043216,11.433979034423828,0.339204135043547,0.0,0.787905926629707,0.6308885105060554,0.7695966113950912,0.5470977621327133,0.0,0.5794216394424438,0.5047605037689209,0.6302306652069092,0.4286032021045685,0.02283781076526439,1.0,0.0,0.0,0.0,0.0,1.0,0.04790334001265444,0.0370484984736759,0.0,0.04790334001265444,1.0,0.05207502610525599,0.0,0.0370484984736759,0.05207502610525599,1.0,0.0,0.33041718617574883,0.31777882594437107,0.7086205280540682,-11.433979034423828,-0.0,-3.281299352645874,-5.13918924331665,-3.013490915298462,1.1023473495608926,1635.6298829122563,0.12251237179026563,0.0,0.4765803327232047,0.0004381939652375877,0.14854326844215393,0.13429561257362366,0.7167231440544128,0.7535953978907,0.8431372549019608,0.5848375451263538,1.0,0.05948398114549949,0.29973177793561717,0.05948398114549949,1.0,0.008321356289680164,0.29973177793561717,0.008321356289680164,1.0,0.5751581888532201,0.541838850996649,0.3638655893029828,0.6862601292133331,0.75
700.0,0.43299007167418796,0.7756665439184615,0.4344303937167871,0.715964044539306,0.526080277969957,12.074568748474121,0.36463983188491217,5.0301676981939696e-11,0.7719102938987142,5.0301676981939696e-11,0.9553114489549935,0.43180543573857777,1.0,0.5862523913383484,1.0,0.4852209985256195,0.767868347465992,0.05852011364731042,1.0,0.05508810242235346,0.08099514880614396,0.07656204837784657,0.05508810242235346,1.0,0.05140218150694682,0.03418468968335612,0.08099514880614396,0.05140218150694682,1.0,0.052888511087215574,0.07656204837784657,0.03418468968335612,0.052888511087215574,1.0,0.0,0.691959614022973,0.0,0.7665997135166757,-12.074568748474121,-0.0,-5.149350166320801,-0.47163090109825134,-6.453587532043457,1.1312962565708926,192.13113024505267,0.09449682828964219,0.0,0.49060657058187107,0.00380102195776999,0.1580546498298645,0.10784940421581268,0.7302946448326111,0.788111217641419,0.8651960784313726,0.49458483754512633,1.0,-0.10791888604481117,0.3098359709881819,-0.10791888604481117,1.0,0.08157339992555586,0.3098359709881819,0.08157339992555586,1.0,0.6589987826253201,0.4812092802963639,0.343882267445545,0.7531492861679622,0.5
800.0,0.5494241788983346,0.8272964496139781,0.3990458334875539,0.7435559881242574,0.5579647381056377,4.981362342834473,0.28393905920331663,0.0,0.7591042823281858,0.9206011657335619,0.8881541625993888,0.6419649026652842,0.0,0.5758243203163147,0.4761999845504761,0.5077620148658752,0.3899465799331665,0.026485691900957734,1.0,0.0,0.0,0.0,0.0,1.0,0.06822273790479558,0.04068310268796942,0.0,0.06822273790479558,1.0,0.0500083108129814,0.0,0.04068310268796942,0.0500083108129814,1.0,0.0,-0.27139856567439097,0.7847373619437684,0.622417440543889,-4.981362342834473,-0.0,-0.7273644208908081,-1.1044946908950806,-3.149503231048584,1.1826016467567333,3623.824370754033,0.12043703419392206,0.0,0.4468908262680526,0.00020825791580136865,0.11795367300510406,0.12714822590351105,0.7546901106834412,0.8015340364333653,0.8406862745098039,0.5884476534296029,1.0,0.07264887839220752,0.14256767881840898,0.07264887839220752,1.0,0.1460945453711497,0.14256767881840898,0.1460945453711497,1.0,0.41110395843421893,0.48261359248680014,0.46258064187770964,0.7286999799524034,0.5
900.0,0.3968486276765664,0.8488900810984695,0.35813742912768703,0.7877069244903722,0.4876278511608427,10.377121925354004,0.16671843037695003,0.0,0.9647962179849711,0.9766126277530354,0.7469057039693016,0.6720786374268269,0.0,0.4113556146621704,0.4178183674812317,0.5845942497253418,0.353442057967186,0.020725332757862692,1.0,0.0,0.0,0.0,0.0,1.0,0.04503049352967486,0.035560786295290366,0.0,0.04503049352967486,1.0,0.04376071672221092,0.0,0.035560786295290366,0.04376071672221092,1.0,0.0,0.6681059795840376,-0.1906764290754397,0.18944417099920222,-10.377121925354004,-0.0,-1.287879228591919,-1.4991921186447144,-7.59005069732666,1.15806218193479,1415.6439170718522,0.10760593052476508,0.0,0.4291633674874902,0.0005250415997579694,0.12947647273540497,0.12672670185565948,0.7432719469070435,0.7996164908916586,0.8848039215686274,0.6787003610108303,1.0,-0.005148568893121075,0.1231511850417661,-0.005148568893121075,1.0,0.2048151754256502,0.1231511850417661,0.2048151754256502,1.0,0.46717939244273504,0.5385195613831623,0.3202078165029924,0.6041561755963734,0.75
1000.0,0.24954009304443997,0.8664430744616008,0.32071592293211215,0.7938377278725476,0.48513926667454516,5.7487473487854,0.3446617355908441,0.0,0.6420229414003821,0.8405652753067874,0.9417510830280252,0.6060848249337987,0.0,0.6835728287696838,0.6213427186012268,0.4229111671447754,0.4319566786289215,0.02674725913395104,1.0,0.0,0.0,0.0,0.0,1.0,0.06446028980386842,0.03797197031239064,0.0,0.06446028980386842,1.0,0.0580512946874472,0.0,0.03797197031239064,0.0580512946874472,1.0,0.0,-0.0425633648382733,0.7288757877624218,0.692334519439228,-5.7487473487854,-0.0,-2.6635589599609375,-0.3425986170768738,-2.7425897121429443,1.136432783178423,1922.9407264260974,0.09676532106398593,0.0,0.4300820484274515,0.0003809371846728027,0.15106509625911713,0.11603420972824097,0.7325196266174316,0.8120805369127517,0.8799019607843137,0.6895306859205776,1.0,0.00438680850952542,0.1482100463509704,0.00438680850952542,1.0,0.13769910833146196,0.1482100463509704,0.13769910833146196,1.0,0.44555082419791175,0.45459646814083327,0.3553450895363794,0.645476242346423,0.5
