ts_epoch,event,phase,completed_jobs,total_jobs,failed_jobs,percent,eta_sec,elapsed_sec
1775031717.1037452,init,,0,0,0,0.0,,1.7404556274414062e-05
1775031717.1040661,pipeline_start,,0,0,0,0.0,,0.0003559589385986328
1775031717.104283,lock_wait,,0,0,0,0.0,,0.0005888938903808594
1775031717.1045,lock_acquired,,0,0,0,0.0,,0.0008113384246826172
1775031717.1046786,method_start,,0,0,0,0.0,,0.0009951591491699219
1775031717.1049213,lock_wait,,0,0,0,0.0,,0.0012302398681640625
1775031717.1051235,lock_acquired,,0,0,0,0.0,,0.0014362335205078125
1775031717.1053216,lock_released,,0,0,0,0.0,,0.0016345977783203125
1775031717.106571,lock_wait,,0,0,0,0.0,,0.002874135971069336
1775031717.1067815,lock_acquired,,0,0,0,0.0,,0.0030870437622070312
1775031717.1069655,plan_add,,0,64,0,0.0,,0.0032792091369628906
1775031717.107153,phase_start,baseline:coord:train.lr,0,64,0,0.0,,0.0034689903259277344
1775031723.9677448,group_slots,baseline:coord:train.lr,0,64,0,0.0,,6.863893270492554
1775031723.9820533,group_start,baseline:coord:train.lr,0,64,0,0.0,,6.8642823696136475
1775031769.5662475,job_done,baseline:coord:train.lr,1,64,0,1.5625,3305.1226208209996,52.46226382255554
1775031772.829885,job_done,baseline:coord:train.lr,2,64,0,3.125,1727.5077612400055,55.726056814193726
1775031772.8971765,job_done,baseline:coord:train.lr,3,64,0,4.6875,1134.4626305103302,55.79324412345886
1775031772.95972,job_done,baseline:coord:train.lr,4,64,0,6.25,837.8365802764894,55.85577201843262
1775031804.776468,job_done,baseline:coord:train.lr,5,64,0,7.8125,1034.5327416896819,87.6722662448883
1775031815.0545793,job_done,baseline:coord:train.lr,6,64,0,9.375,946.8476819197338,97.94976019859314
1775031815.8976908,job_done,baseline:coord:train.lr,7,64,0,10.9375,804.4634592533112,98.7937581539154
1775031815.9614522,job_done,baseline:coord:train.lr,8,64,0,12.5,692.0030813217163,98.85758304595947
1775031838.1763432,job_done,baseline:coord:train.lr,9,64,0,14.0625,739.8877403471205,121.07253932952881
1775031857.206302,job_done,baseline:coord:train.lr,10,64,0,15.625,756.5530324459075,140.1024134159088
1775031857.6468766,job_done,baseline:coord:train.lr,11,64,0,17.1875,677.1619649800388,140.54304933547974
1775031857.8894355,job_done,baseline:coord:train.lr,12,64,0,18.75,610.0709124406178,140.78559517860413
1775031875.3340302,job_done,baseline:coord:train.lr,13,64,0,20.3125,620.7481492115901,158.22992038726807
1775031899.3115938,job_done,baseline:coord:train.lr,14,64,0,21.875,650.7420267377581,182.20776748657227
1775031899.7467282,job_done,baseline:coord:train.lr,15,64,0,23.4375,596.6334242343903,182.6428849697113
1775031899.9788203,job_done,baseline:coord:train.lr,16,64,0,25.0,548.6250779628754,182.87502598762512
1775031908.80511,job_done,baseline:coord:train.lr,17,64,0,26.5625,529.9960425180548,191.7006962299347
1775031942.0087008,job_done,baseline:coord:train.lr,18,64,0,28.125,574.7567913797167,224.90483140945435
1775031942.1422062,job_done,baseline:coord:train.lr,19,64,0,29.6875,532.985005880657,225.03811359405518
1775031942.26481,job_done,baseline:coord:train.lr,20,64,0,31.25,495.3543080806732,225.16104912757874
1775031945.0013545,job_done,baseline:coord:train.lr,21,64,0,32.8125,466.6473396051498,227.89753794670105
1775031985.246282,job_done,baseline:coord:train.lr,22,64,0,34.375,511.9083406708457,268.1424641609192
1775031986.281848,job_done,baseline:coord:train.lr,23,64,0,35.9375,479.8391067567079,269.1780354976654
1775031986.5288334,job_done,baseline:coord:train.lr,24,64,0,37.5,449.0416371822357,269.42498230934143
1775031986.5821805,job_done,baseline:coord:train.lr,25,64,0,39.0625,420.38614517211914,269.47829818725586
1775032025.9796033,job_done,baseline:coord:train.lr,26,64,0,40.625,451.4337746180021,308.8757405281067
1775032029.7401254,job_done,baseline:coord:train.lr,27,64,0,42.1875,428.42709727640505,312.6359899044037
1775032030.5534391,job_done,baseline:coord:train.lr,28,64,0,43.75,403.0065598828452,313.44954657554626
1775032030.6876833,job_done,baseline:coord:train.lr,29,64,0,45.3125,378.4632636760843,313.58384704589844
1775032061.8159432,job_done,baseline:coord:train.lr,30,64,0,46.875,390.67371822992965,344.7121043205261
1775032069.135222,job_done,baseline:coord:train.lr,31,64,0,48.4375,374.74313669050895,352.0314314365387
1775032072.045774,job_done,baseline:coord:train.lr,32,64,0,50.0,354.9417836666107,354.9417836666107
1775032072.1174448,job_done,baseline:coord:train.lr,33,64,0,51.5625,333.49764584772515,355.0136229991913
1775032096.8272657,job_done,baseline:coord:train.lr,34,64,0,53.125,335.0501125700333,379.72346091270447
1775032107.4787288,job_done,baseline:coord:train.lr,35,64,0,54.6875,323.45348352023535,390.3748939037323
1775032113.7336323,job_done,baseline:coord:train.lr,36,64,0,56.25,308.4897820154826,396.6297197341919
1775032113.8547819,job_done,baseline:coord:train.lr,37,64,0,57.8125,289.52091400043383,396.7508821487427
1775032133.75084,job_done,baseline:coord:train.lr,38,64,0,59.375,285.0739201495522,416.64649868011475
1775032143.9097366,job_done,baseline:coord:train.lr,39,64,0,60.9375,273.59353991655206,426.80592226982117
1775032152.547808,job_done,baseline:coord:train.lr,40,64,0,62.5,261.2664097309112,435.4440162181854
1775032153.0650501,job_done,baseline:coord:train.lr,41,64,0,64.0625,244.5635640214129,435.9611358642578
1775032172.1280186,job_done,baseline:coord:train.lr,42,64,0,65.625,238.34600338481724,455.0241882801056
1775032183.228642,job_done,baseline:coord:train.lr,43,64,0,67.1875,227.64236221757045,466.1248369216919
1775032193.0669284,job_done,baseline:coord:train.lr,44,64,0,68.75,216.3468716361306,475.9631175994873
1775032193.856708,job_done,baseline:coord:train.lr,45,64,0,70.3125,201.29566592110527,476.7528929710388
1775032211.9258513,job_done,baseline:coord:train.lr,46,64,0,71.875,193.62598816208217,494.82196974754333
1775032223.4775443,job_done,baseline:coord:train.lr,47,64,0,73.4375,183.15645577045197,506.37373065948486
1775032234.1371577,job_done,baseline:coord:train.lr,48,64,0,75.0,172.34442647298178,517.0332794189453
1775032234.5618765,job_done,baseline:coord:train.lr,49,64,0,76.5625,158.40552784958663,517.458057641983
1775032248.5252552,job_done,baseline:coord:train.lr,50,64,0,78.125,148.79800510406494,531.4214468002319
1775032261.0763445,job_done,baseline:coord:train.lr,51,64,0,79.6875,138.65965901169122,543.972508430481
1775032274.4639497,job_done,baseline:coord:train.lr,52,64,0,81.25,128.62156611222485,557.3601198196411
1775032275.179136,job_done,baseline:coord:train.lr,53,64,0,82.8125,115.82695642507302,558.0753355026245
1775032285.853958,job_done,baseline:coord:train.lr,54,64,0,84.375,105.32150378933659,568.7361204624176
1775032296.9065206,job_done,baseline:coord:train.lr,55,64,0,85.9375,94.87680429111828,579.8026928901672
1775032315.769952,job_done,baseline:coord:train.lr,56,64,0,87.5,85.52373078891209,598.6661155223846
1775032316.7789896,job_done,baseline:coord:train.lr,57,64,0,89.0625,73.64418033131382,599.6740398406982
1775032325.836449,job_done,baseline:coord:train.lr,58,64,0,90.625,62.972325966275974,608.7324843406677
1775032336.5425987,job_done,baseline:coord:train.lr,59,64,0,92.1875,52.494811708644285,619.4387781620026
1775032355.6558712,job_done,baseline:coord:train.lr,60,64,0,93.75,42.57012720108032,638.5519080162048
1775032356.531076,job_done,baseline:coord:train.lr,61,64,0,95.3125,31.447184601768118,639.4260869026184
1775032363.2928078,job_done,baseline:coord:train.lr,62,64,0,96.875,20.844805740541027,646.1889779567719
1775032369.6713295,job_done,baseline:coord:train.lr,63,64,0,98.4375,10.358211021574716,652.5672943592072
1775032379.1133444,job_done,baseline:coord:train.lr,64,64,0,100.0,,662.009507894516
1775032379.1307347,group_end,baseline:coord:train.lr,64,64,0,100.0,,662.0267724990845
1775032379.1311128,phase_end,,64,64,0,100.0,,662.0273056030273
1775032379.1315584,lock_released,,64,64,0,100.0,,662.0277369022369
1775032379.135983,lock_wait,,64,64,0,100.0,,662.0321457386017
1775032379.1364548,lock_acquired,,64,64,0,100.0,,662.0326240062714
1775032379.136834,plan_add,,64,128,0,50.0,662.0330243110657,662.0330243110657
1775032379.1372044,phase_start,baseline:coord:train.weight_decay,64,128,0,50.0,662.0333981513977,662.0333981513977
1775032386.1508753,group_slots,baseline:coord:train.weight_decay,64,128,0,50.0,669.0470135211945,669.0470135211945
1775032386.1511178,group_start,baseline:coord:train.weight_decay,64,128,0,50.0,669.0474100112915,669.0474100112915
1775032426.9088387,job_done,baseline:coord:train.weight_decay,65,128,0,50.78125,687.9646997121664,709.804848909378
1775032430.8581357,job_done,baseline:coord:train.weight_decay,66,128,0,51.5625,670.4964592673562,713.7542953491211
1775032431.097933,job_done,baseline:coord:train.weight_decay,67,128,0,52.34375,650.0543410066349,713.9941122531891
1775032431.1529841,job_done,baseline:coord:train.weight_decay,68,128,0,53.125,630.0433232503779,714.0490996837616
1775032463.658396,job_done,baseline:coord:train.weight_decay,69,128,0,53.90625,638.3581724996152,746.5544729232788
1775032474.3091733,job_done,baseline:coord:train.weight_decay,70,128,0,54.6875,627.3986679349626,757.2052888870239
1775032476.3530486,job_done,baseline:coord:train.weight_decay,71,128,0,55.46875,609.5380892686441,759.2491989135742
1775032476.635272,job_done,baseline:coord:train.weight_decay,72,128,0,56.25,590.7466355164846,759.5313885211945
1775032504.9158428,job_done,baseline:coord:train.weight_decay,73,128,0,57.03125,593.5569888434998,787.8120033740997
1775032516.0441375,job_done,baseline:coord:train.weight_decay,74,128,0,57.8125,583.0094948781503,798.9389374256134
1775032518.2579358,job_done,baseline:coord:train.weight_decay,75,128,0,58.59375,566.1088498528798,801.0974290370941
1775032518.2845137,job_done,baseline:coord:train.weight_decay,76,128,0,59.375,548.1763324110132,801.1807935237885
1775032539.9275239,job_done,baseline:coord:train.weight_decay,77,128,0,60.15625,544.9870338780539,822.8235609531403
1775032554.9489448,job_done,baseline:coord:train.weight_decay,78,128,0,60.9375,537.0801349480947,837.8450105190277
1775032558.6975608,job_done,baseline:coord:train.weight_decay,79,128,0,61.71875,522.0008541270147,841.5932137966156
1775032558.772842,job_done,baseline:coord:train.weight_decay,80,128,0,62.5,505.0010993957519,841.6684989929199
1775032577.6483507,job_done,baseline:coord:train.weight_decay,81,128,0,63.28125,499.32832546587343,860.5445609092712
1775032590.3302882,job_done,baseline:coord:train.weight_decay,82,128,0,64.0625,489.8587050496078,873.2263872623444
1775032598.8033981,job_done,baseline:coord:train.weight_decay,83,128,0,64.84375,478.029884473387,881.6995646953583
1775032599.0632699,job_done,baseline:coord:train.weight_decay,84,128,0,65.625,461.97881597564333,881.9595577716827
1775032616.3650992,job_done,baseline:coord:train.weight_decay,85,128,0,66.40625,454.9203493062188,899.2611556053162
1775032628.3689704,job_done,baseline:coord:train.weight_decay,86,128,0,67.1875,445.0364139135493,911.2650380134583
1775032639.0736864,job_done,baseline:coord:train.weight_decay,87,128,0,67.96875,434.49092191389235,921.9685416221619
1775032639.7853246,job_done,baseline:coord:train.weight_decay,88,128,0,68.75,419.40063975074077,922.6814074516296
1775032652.2525547,job_done,baseline:coord:train.weight_decay,89,128,0,69.53125,409.7842204249307,935.1486055850983
1775032663.6030962,job_done,baseline:coord:train.weight_decay,90,128,0,70.3125,399.6329950968424,946.4991989135742
1775032681.2735322,job_done,baseline:coord:train.weight_decay,91,128,0,71.09375,392.02500695186654,964.1696116924286
1775032681.5419133,job_done,baseline:coord:train.weight_decay,92,128,0,71.875,377.3888295215109,964.4381198883057
1775032689.737521,job_done,baseline:coord:train.weight_decay,93,128,0,72.65625,366.04487926729263,972.6335363388062
1775032701.0017526,job_done,baseline:coord:train.weight_decay,94,128,0,73.4375,355.8779905146741,983.8979737758636
1775032720.3024948,job_done,baseline:coord:train.weight_decay,95,128,0,74.21875,348.47954128165,1003.1986794471741
1775032720.5360756,job_done,baseline:coord:train.weight_decay,96,128,0,75.0,334.47743074099225,1003.4322922229767
1775032726.2800977,job_done,baseline:coord:train.weight_decay,97,128,0,75.78125,322.5202540589362,1009.1762788295746
1775032737.9843261,job_done,baseline:coord:train.weight_decay,98,128,0,76.5625,312.51441829058587,1020.8804330825806
1775032759.4396088,job_done,baseline:coord:train.weight_decay,99,128,0,77.34375,305.3306852374414,1042.3357875347137
1775032760.2160609,job_done,baseline:coord:train.weight_decay,100,128,0,78.125,292.071425485611,1043.112233877182
1775032764.152288,job_done,baseline:coord:train.weight_decay,101,128,0,78.90625,279.9040153380668,1047.0483536720276
1775032775.706655,job_done,baseline:coord:train.weight_decay,102,128,0,79.6875,269.83994117437624,1058.6028461456299
1775032797.9134955,job_done,baseline:coord:train.weight_decay,103,128,0,80.46875,262.32910219905443,1080.7959010601044
1775032798.7478883,job_done,baseline:coord:train.weight_decay,104,128,0,81.25,249.6101744358356,1081.6440892219543
1775032802.8477657,job_done,baseline:coord:train.weight_decay,105,128,0,82.03125,237.82958027294706,1085.7437360286713
1775032813.83581,job_done,baseline:coord:train.weight_decay,106,128,0,82.8125,227.6235941625991,1096.731862783432
1775032837.0197082,job_done,baseline:coord:train.weight_decay,107,128,0,83.59375,219.79650283973908,1119.9155144691467
1775032837.7876015,job_done,baseline:coord:train.weight_decay,108,128,0,84.375,207.5340324419516,1120.6837751865387
1775032841.0360763,job_done,baseline:coord:train.weight_decay,109,128,0,85.15625,195.91480144448238,1123.9322819709778
1775032850.3935957,job_done,baseline:coord:train.weight_decay,110,128,0,85.9375,185.447418607365,1133.2897803783417
1775032876.4876814,job_done,baseline:coord:train.weight_decay,111,128,0,86.71875,177.56329505937595,1159.383867740631
1775032877.8204963,job_done,baseline:coord:train.weight_decay,112,128,0,87.5,165.8166618347168,1160.7166328430176
1775032879.5166576,job_done,baseline:coord:train.weight_decay,113,128,0,88.28125,154.30259161290869,1162.4128568172455
1775032886.1971653,job_done,baseline:coord:train.weight_decay,114,128,0,89.0625,143.57286970238937,1169.0933675765991
1775032916.528252,job_done,baseline:coord:train.weight_decay,115,128,0,89.84375,135.58711062514263,1199.4244401454926
1775032917.4082868,job_done,baseline:coord:train.weight_decay,116,128,0,90.625,124.16942278270064,1200.3044202327728
1775032919.181159,job_done,baseline:coord:train.weight_decay,117,128,0,91.40625,113.01568818092346,1202.075956106186
1775032922.3271382,job_done,baseline:coord:train.weight_decay,118,128,0,92.1875,102.1375681384135,1205.2233040332794
1775032956.2553804,job_done,baseline:coord:train.weight_decay,119,128,0,92.96875,93.71734183175224,1239.1515197753906
1775032956.6892204,job_done,baseline:coord:train.weight_decay,120,128,0,93.75,82.63902819951376,1239.5854229927063
1775032959.1190927,job_done,baseline:coord:train.weight_decay,121,128,0,94.53125,71.85208983066653,1242.0146956443787
1775032960.1428177,job_done,baseline:coord:train.weight_decay,122,128,0,95.3125,61.13306671283284,1243.0390231609344
1775032994.785671,job_done,baseline:coord:train.weight_decay,123,128,0,96.09375,51.93828288132582,1277.6817588806152
1775032995.9000258,job_done,baseline:coord:train.weight_decay,124,128,0,96.875,41.25149030070151,1278.7961993217468
1775032999.4509022,job_done,baseline:coord:train.weight_decay,125,128,0,97.65625,30.77632678413391,1282.346949338913
1775033000.054274,job_done,baseline:coord:train.weight_decay,126,128,0,98.4375,20.364293314161753,1282.9504787921906
1775033021.4582648,job_done,baseline:coord:train.weight_decay,127,128,0,99.21875,10.270507005255991,1304.354389667511
1775033021.8944483,job_done,baseline:coord:train.weight_decay,128,128,0,100.0,,1304.7907016277313
1775033021.9157538,group_end,baseline:coord:train.weight_decay,128,128,0,100.0,,1304.8117864131927
1775033021.9161398,phase_end,,128,128,0,100.0,,1304.8123235702515
1775033021.9165921,lock_released,,128,128,0,100.0,,1304.812760591507
1775033021.9209948,lock_wait,,128,128,0,100.0,,1304.8171570301056
1775033021.921464,lock_acquired,,128,128,0,100.0,,1304.8176350593567
1775033021.9218493,plan_add,,128,192,0,66.66666666666667,652.4090156555176,1304.8180313110352
1775033021.9222357,phase_start,baseline:coord:train.grad_clip,128,192,0,66.66666666666667,652.409214258194,1304.818428516388
1775033028.7319326,group_slots,baseline:coord:train.grad_clip,128,192,0,66.66666666666667,655.8139737844467,1311.6279475688934
1775033028.7323418,group_start,baseline:coord:train.grad_clip,128,192,0,66.66666666666667,655.8142570257187,1311.6285140514374
1775033072.4971678,job_done,baseline:coord:train.grad_clip,129,192,0,67.1875,661.9360825738241,1355.392930984497
1775033074.5939739,job_done,baseline:coord:train.grad_clip,130,192,0,67.70833333333333,647.4183339632474,1357.4900550842285
1775033074.9648776,job_done,baseline:coord:train.grad_clip,131,192,0,68.22916666666667,632.2863701390856,1357.8608932495117
1775033075.0277367,job_done,baseline:coord:train.grad_clip,132,192,0,68.75,617.2381686080586,1357.9239709377289
1775033110.2711954,job_done,baseline:coord:train.grad_clip,133,192,0,69.27083333333333,618.0213999622747,1393.1668846607208
1775033116.0910842,job_done,baseline:coord:train.grad_clip,134,192,0,69.79166666666667,605.5317797482903,1398.9872152805328
1775033116.6376498,job_done,baseline:coord:train.grad_clip,135,192,0,70.3125,590.9142597887251,1399.5337731838226
1775033116.706844,job_done,baseline:coord:train.grad_clip,136,192,0,70.83333333333333,576.3070979819579,1399.6029522418976
1775033145.7247987,job_done,baseline:coord:train.grad_clip,137,192,0,71.35416666666667,573.5336766190773,1428.6202490329742
1775033158.5326247,job_done,baseline:coord:train.grad_clip,138,192,0,71.875,564.0373519918194,1441.4287884235382
1775033158.849124,job_done,baseline:coord:train.grad_clip,139,192,0,72.39583333333333,549.7302345955114,1441.7453322410583
1775033158.996939,job_done,baseline:coord:train.grad_clip,140,192,0,72.91666666666667,535.5603273255484,1441.8931889533997
1775033178.9369528,job_done,baseline:coord:train.grad_clip,141,192,0,73.4375,528.74813801177,1461.8330874443054
1775033197.7972157,job_done,baseline:coord:train.grad_clip,142,192,0,73.95833333333333,521.3709206648276,1480.6934146881104
1775033200.9031765,job_done,baseline:coord:train.grad_clip,143,192,0,74.47916666666667,508.43457647303603,1483.798866033554
1775033200.984194,job_done,baseline:coord:train.grad_clip,144,192,0,75.0,494.6267948150635,1483.8803844451904
1775033213.3130589,job_done,baseline:coord:train.grad_clip,145,192,0,75.52083333333333,484.9781736949394,1496.2092592716217
1775033235.8416104,job_done,baseline:coord:train.grad_clip,146,192,0,76.04166666666667,478.50640643786073,1518.7377247810364
1775033241.887695,job_done,baseline:coord:train.grad_clip,147,192,0,76.5625,466.77056857517783,1524.783857345581
1775033241.9514198,job_done,baseline:coord:train.grad_clip,148,192,0,77.08333333333333,453.3330822442029,1524.8476402759552
1775033249.9131377,job_done,baseline:coord:train.grad_clip,149,192,0,77.60416666666667,442.3543663392931,1532.809315919876
1775033272.3644934,job_done,baseline:coord:train.grad_clip,150,192,0,78.125,435.47298825263977,1555.2606723308563
1775033280.3112197,job_done,baseline:coord:train.grad_clip,151,192,0,78.64583333333333,424.4469265937805,1563.2069735527039
1775033281.3125603,job_done,baseline:coord:train.grad_clip,152,192,0,79.16666666666667,411.633881832424,1564.208750963211
1775033286.5066416,job_done,baseline:coord:train.grad_clip,153,192,0,79.6875,400.04384893529556,1569.4027919769287
