step,train_step_loss,train_acc,train_loss,val_acc,val_loss,avg_intra_expert_coherence,expert_diversity_e0,expert_diversity_e1,expert_diversity_e2,expert_diversity_e3,expert_diversity_e4,expert_diversity_e5,expert_diversity_mean,expert_purity_e0,expert_purity_e1,expert_purity_e2,expert_purity_e3,expert_purity_e4,expert_purity_e5,expert_purity_mean,inter_expert_similarity,inter_expert_similarity_e0_e0,inter_expert_similarity_e0_e1,inter_expert_similarity_e0_e2,inter_expert_similarity_e0_e3,inter_expert_similarity_e0_e4,inter_expert_similarity_e0_e5,inter_expert_similarity_e1_e0,inter_expert_similarity_e1_e1,inter_expert_similarity_e1_e2,inter_expert_similarity_e1_e3,inter_expert_similarity_e1_e4,inter_expert_similarity_e1_e5,inter_expert_similarity_e2_e0,inter_expert_similarity_e2_e1,inter_expert_similarity_e2_e2,inter_expert_similarity_e2_e3,inter_expert_similarity_e2_e4,inter_expert_similarity_e2_e5,inter_expert_similarity_e3_e0,inter_expert_similarity_e3_e1,inter_expert_similarity_e3_e2,inter_expert_similarity_e3_e3,inter_expert_similarity_e3_e4,inter_expert_similarity_e3_e5,inter_expert_similarity_e4_e0,inter_expert_similarity_e4_e1,inter_expert_similarity_e4_e2,inter_expert_similarity_e4_e3,inter_expert_similarity_e4_e4,inter_expert_similarity_e4_e5,inter_expert_similarity_e5_e0,inter_expert_similarity_e5_e1,inter_expert_similarity_e5_e2,inter_expert_similarity_e5_e3,inter_expert_similarity_e5_e4,inter_expert_similarity_e5_e5,intra_expert_coherence_e0,intra_expert_coherence_e1,intra_expert_coherence_e2,intra_expert_coherence_e3,intra_expert_coherence_e4,intra_expert_coherence_e5,load_cv,load_max_min_ratio,overall_task_conflict_cos,router_entropy,router_load_e0,router_load_e1,router_load_e2,router_load_e3,router_load_e4,router_load_e5,task_acc__glue_cola,task_acc__glue_mrpc,task_acc__glue_rte,task_conflict_t0_t0,task_conflict_t0_t1,task_conflict_t0_t2,task_conflict_t1_t0,task_conflict_t1_t1,task_conflict_t1_t2,task_conflict_t2_t0,task_conflict_t2_t1,task_conflict_t2_t2,task_grad_norm_cv,task_loss__glue_cola,task_loss__glue_mrpc,task_loss__glue_rte,utilization_ratio
100.0,0.5287150839964548,0.67938909488013,0.5887602493917482,0.6625138255820827,0.6040921249687066,0.2737817568924586,0.9996459352322982,5.0301676981939696e-11,0.9561045410135692,0.0,0.8457896024101145,0.7138090576343221,0.5858915227234343,0.34517648816108704,1.0,0.4761899709701538,0.0,0.618265688419342,0.6882292628288269,0.5213102350632349,-0.007154785747471678,1.0,0.014238052738121532,0.4893030506572522,0.0,-0.01796177156281761,-0.06608964797555832,0.014238052738121532,1.0,0.03722676558253295,0.0,0.32657373670094025,-0.27304857635102453,0.4893030506572522,0.03722676558253295,1.0,0.0,-0.054356309967234236,-0.1940845526724234,0.0,0.0,0.0,1.0,0.0,0.0,-0.01796177156281761,0.32657373670094025,-0.054356309967234236,0.0,1.0,-0.3691225333618641,-0.06608964797555832,-0.27304857635102453,-0.1940845526724234,0.0,-0.3691225333618641,1.0,0.6217135040594686,0.0,-0.3125767507136899,0.0,0.6640860996664627,0.6694676883425102,0.6751973882435196,51.428065623510406,0.1253307990990255,1.095338815064342,0.2326595038175583,0.05657508224248886,0.12350832670927048,0.006119322031736374,0.31470489501953125,0.26643282175064087,0.7392138063279002,0.7573529411764706,0.49097472924187724,1.0,0.2008935637455359,0.18062873866285434,0.2008935637455359,1.0,-0.0055299051113137515,0.18062873866285434,-0.0055299051113137515,1.0,0.7400647760038238,0.6393023261174787,0.4692472624135952,0.7037267863750458,0.6666666666666666
200.0,0.5354809959729513,0.6192001472978464,0.5934704761219516,0.6348576335209457,0.6019237475487578,0.28512753021813037,0.9767710508486053,0.34473947972987345,0.7769764691788953,0.0,0.9978291695548137,0.5713192563923719,0.6112725709507599,0.42079463601112366,0.8739878535270691,0.5378676652908325,0.0,0.36612939834594727,0.6789500713348389,0.47962160408496857,-0.03256691392996489,1.0,0.19805425972784327,-0.39441043427334516,0.0,0.054287023558103865,-0.04383007318200724,0.19805425972784327,1.0,0.02422200970818859,0.0,0.3991985753046709,-0.2763863753663176,-0.39441043427334516,0.02422200970818859,1.0,0.0,0.10880003069657722,-0.10896577135777614,0.0,0.0,0.0,1.0,0.0,0.0,0.054287023558103865,0.3991985753046709,0.10880003069657722,0.0,1.0,-0.4494729537654111,-0.04383007318200724,-0.2763863753663176,-0.10896577135777614,0.0,-0.4494729537654111,1.0,0.9133591375575607,-0.10477755845597779,-0.306959378629429,0.0,0.9145438136819078,0.29459916715472056,0.6264812168864424,168.39984755728554,0.4308865656906154,1.0935110303538818,0.141509547829628,0.1420271396636963,0.12172786146402359,0.0019140525255352259,0.3223261535167694,0.27049487829208374,0.7209971236816874,0.7034313725490197,0.48014440433212996,1.0,0.46954790243223177,0.49266949834894846,0.46954790243223177,1.0,0.33044229629066607,0.49266949834894846,0.33044229629066607,1.0,0.5328466195786926,0.5915045740068642,0.4824308631211227,0.7318358055182865,0.8333333333333334
300.0,0.47556810453534126,0.7169463421034811,0.5586489723082927,0.7042712460491994,0.537457434939899,0.3662697281367648,0.9359127579203952,0.22549460558508688,0.8620283494874253,0.0,0.9987149282734009,0.9362443613313963,0.6597325004329507,0.4754903316497803,0.932268500328064,0.5876404047012329,0.0,0.3476087152957916,0.5127175450325012,0.47595424950122833,-0.0699930236886968,1.0,-0.07294164995838819,-0.3711011177661317,0.0,-0.040934901900469854,0.07180158264841108,-0.07294164995838819,1.0,0.08153297595952656,0.0,-0.2787341195098853,0.224595292781546,-0.3711011177661317,0.08153297595952656,1.0,0.0,0.04037396034993114,-0.12436460853859554,0.0,0.0,0.0,1.0,0.0,0.0,-0.040934901900469854,-0.2787341195098853,0.04037396034993114,0.0,1.0,-0.5801227693963961,0.07180158264841108,0.224595292781546,-0.12436460853859554,0.0,-0.5801227693963961,1.0,0.842379844529486,0.06538095624826812,-0.32914424812723636,0.0,0.8149683502414838,0.8040334659285868,0.7800484567952837,344.4934157512547,0.17300756276091891,1.0934419242872133,0.23157726228237152,0.02765234000980854,0.1030140072107315,0.0009609426488168538,0.3310384154319763,0.30575689673423767,0.7708533077660594,0.8112745098039216,0.5306859205776173,1.0,0.08874369205220144,0.33640215198131557,0.08874369205220144,1.0,0.0938768442492398,0.33640215198131557,0.0938768442492398,1.0,0.8638541457175664,0.4908062955009118,0.42779215553994565,0.6937738537788392,0.6666666666666666
400.0,0.62369679287076,0.7828700646756062,0.4632164073026192,0.73542124027023,0.5235584119162723,0.39633988239755386,0.8612910852936926,5.0301676981939696e-11,0.6121528635300051,0.0,0.9914659865613812,0.8726788303774766,0.5562647943021429,0.5146164298057556,1.0,0.6012083888053894,0.0,0.38818198442459106,0.5790988802909851,0.5138509472211202,-0.06513597005557345,1.0,-0.07590328393927051,-0.3251943157534353,0.0,-0.08716529857865872,-0.03705210921431816,-0.07590328393927051,1.0,0.04284211307593984,0.0,-0.29322514789272014,0.26193306764811697,-0.3251943157534353,0.04284211307593984,1.0,0.0,0.06999471508476285,-0.020982697002764547,0.0,0.0,0.0,1.0,0.0,0.0,-0.08716529857865872,-0.29322514789272014,0.06999471508476285,0.0,1.0,-0.5122865942612539,-0.03705210921431816,0.26193306764811697,-0.020982697002764547,0.0,-0.5122865942612539,1.0,0.6704619270105701,0.0,0.06206246874791951,0.0,0.816974191713936,0.8285407069128974,0.6819356503986791,12.698270549625747,0.05619498511785755,1.0929307496796052,0.2089509218931198,0.053869232535362244,0.10206513106822968,0.0242169126868248,0.30751290917396545,0.30338478088378906,0.7986577181208053,0.8480392156862745,0.5595667870036101,1.0,-0.07662902498485366,0.19207397504121704,-0.07662902498485366,1.0,0.05314000529720926,0.19207397504121704,0.05314000529720926,1.0,0.45704369023069963,0.511287568122831,0.3890456182827406,0.6703420493432454,0.6666666666666666
500.0,0.411384583140413,0.7805727685222809,0.4420518892526815,0.7472562705211953,0.48120878942824136,0.21306773955860212,0.6464483712152614,5.0301676981939696e-11,0.5119781966416908,0.0,0.7379441109360982,0.7505068453968542,0.4411462540400344,0.7479476928710938,1.0,0.7498812675476074,0.0,0.6595587134361267,0.6731217503547668,0.6384182373682658,-0.018081932037008,1.0,-0.013849868217308232,0.31793999950544477,0.0,-0.06811492655426726,0.10220901822753357,-0.013849868217308232,1.0,-0.12320245842439918,0.0,-0.3955085011716075,0.2969713566907045,0.31793999950544477,-0.12320245842439918,1.0,0.0,0.07575256226539126,0.09328600280671565,0.0,0.0,0.0,1.0,0.0,0.0,-0.06811492655426726,-0.3955085011716075,0.07575256226539126,0.0,1.0,-0.5567121656833276,0.10220901822753357,0.2969713566907045,0.09328600280671565,0.0,-0.5567121656833276,1.0,0.40149244023880687,0.0,0.07652398080698382,0.0,0.45593789309488425,0.3444521232109377,0.8435556181006887,108.76366929134217,0.009333726301526254,1.0950713160413283,0.27731433510780334,0.011344844475388527,0.07167371362447739,0.0030651988927274942,0.3333822786808014,0.3032197654247284,0.7976989453499521,0.8014705882352942,0.6425992779783394,1.0,0.04462640488282006,-0.049520841821624036,0.04462640488282006,1.0,0.032895615843382735,-0.049520841821624036,0.032895615843382735,1.0,0.6521009534678711,0.44309396047912936,0.36816963847434403,0.6323627693312509,0.5
600.0,0.4305701106786728,0.8154909293308954,0.4503610781009206,0.7592975943719059,0.5833058245187402,0.1084018834863298,0.8568674458768111,5.0301676981939696e-11,0.6010259740090635,5.0301676981939696e-11,0.931780736359229,0.5615498140807316,0.4918706617377398,0.5855591297149658,1.0,0.6274583339691162,1.0,0.5217821002006531,0.803781270980835,0.7564301391442617,-0.02213688844095746,1.0,-0.1713966577830554,-0.131695277976578,-0.18757339419609784,-0.19318211199852203,0.09446074199090132,-0.1713966577830554,1.0,-0.0409389633377093,-0.11264085279037427,0.4153838208045102,0.2834034696550856,-0.131695277976578,-0.0409389633377093,1.0,-0.2167407088588305,-0.06332467657471513,0.09710594927470069,-0.18757339419609784,-0.11264085279037427,-0.2167407088588305,1.0,0.2575453392009856,-0.046828701712911376,-0.19318211199852203,0.4153838208045102,-0.06332467657471513,0.2575453392009856,1.0,-0.31563130231175146,0.09446074199090132,0.2834034696550856,0.09710594927470069,-0.046828701712911376,-0.31563130231175146,1.0,0.45904812679424384,0.0,0.14028365228783546,0.0,-0.09579695461043719,0.14687647644633658,0.6432450031109159,13.191273822184094,0.039110952788093775,1.0928009767085314,0.2012157440185547,0.049083683639764786,0.1395910084247589,0.02232447639107704,0.2932966351509094,0.2944882810115814,0.7670182166826462,0.8357843137254902,0.6750902527075813,1.0,-0.012965353260290653,0.06056720169254517,-0.012965353260290653,1.0,0.06973100993202681,0.06056720169254517,0.06973100993202681,1.0,0.567353213289612,0.6839729278376824,0.4633274043695636,0.602617141348975,0.6666666666666666
700.0,0.4074026371041934,0.8439669257077069,0.3678208552343976,0.7868128526497621,0.4818383914572098,0.44879630698766754,0.9359416213063004,0.0,0.6103695186151478,0.0,0.9518773570860914,0.9092378351679307,0.5679043886959118,0.46419233083724976,0.0,0.6058704853057861,0.0,0.41051027178764343,0.5308566093444824,0.3352382828791936,0.00651114072604776,1.0,0.0,0.39782558534233775,0.0,-0.06868878552875948,0.08012294909984416,0.0,1.0,0.0,0.0,0.0,0.0,0.39782558534233775,0.0,1.0,0.0,0.19303339380526596,-0.11974635063973686,0.0,0.0,0.0,1.0,0.0,0.0,-0.06868878552875948,0.0,0.19303339380526596,0.0,1.0,-0.3848796811882351,0.08012294909984416,0.0,-0.11974635063973686,0.0,-0.3848796811882351,1.0,0.8356151311786132,0.0,0.22590753909126934,0.0,0.81651184617272,0.8147433254834029,0.8125438317604265,234.8881625510313,0.13311717706739476,1.092569393278272,0.2887924015522003,0.0032805458176881075,0.10191268473863602,0.0013129187282174826,0.296312540769577,0.3083890676498413,0.7804410354745925,0.8651960784313726,0.7148014440433214,1.0,0.0719255445099628,0.19673561658239375,0.0719255445099628,1.0,0.13069037010982776,0.19673561658239375,0.13069037010982776,1.0,0.4041546512135094,0.5094227392709892,0.3323547155733275,0.6037377195273127,0.6666666666666666
800.0,0.45158540550619364,0.8827765220777462,0.3024802199731775,0.8178383315141287,0.46759435995313475,0.31409233711440104,0.9835654484871028,0.0,0.12455937220182495,0.0,0.963093495234503,0.7819607744415369,0.4755298483941613,0.41099241375923157,0.0,0.9693939685821533,0.0,0.46028029918670654,0.6353506445884705,0.4126695543527603,-0.04028244192471463,1.0,0.0,0.04033807836203322,0.0,-0.227825300861682,-0.00331365706830448,0.0,1.0,0.0,0.0,0.0,0.0,0.04033807836203322,0.0,1.0,0.0,-0.24857462251756235,0.250950345184683,0.0,0.0,0.0,1.0,0.0,0.0,-0.227825300861682,0.0,-0.24857462251756235,0.0,1.0,-0.41581147196988694,-0.00331365706830448,0.0,0.250950345184683,0.0,-0.41581147196988694,1.0,0.78938956087809,0.0,-0.08052427997189111,0.0,0.4687233183702409,0.7069654234099666,0.8196940475793467,52.5050942919122,0.062109043250518435,1.0930669683687113,0.27465617656707764,0.01178708579391241,0.08075009286403656,0.006137848366051912,0.3222683072090149,0.3044004738330841,0.8130393096836049,0.8823529411764706,0.7581227436823105,1.0,-0.06564289424044403,0.1901999478985203,-0.06564289424044403,1.0,0.061770076093479044,0.1901999478985203,0.061770076093479044,1.0,0.29157427597977703,0.45831733012842085,0.37474839114606856,0.5697173585849149,0.5
900.0,0.621107085297505,0.8718111920967088,0.3246987833388377,0.7982290631465921,0.5220520037219964,0.3722054980707923,0.9862462710892608,0.0,0.6264495170699801,0.0,0.9189574718625391,0.7193646083672569,0.5418363113981729,0.3818155527114868,0.0,0.549567699432373,0.0,0.5270271897315979,0.6435006260871887,0.35031851132710773,-0.059394146695329476,1.0,0.0,-0.3027381936831344,0.0,-0.14136621859812526,0.10983720356409264,0.0,1.0,0.0,0.0,0.0,0.0,-0.3027381936831344,0.0,1.0,0.0,-0.25253469315177063,0.03202223748203233,0.0,0.0,0.0,1.0,0.0,0.0,-0.14136621859812526,0.0,-0.25253469315177063,0.0,1.0,-0.3361325360430368,0.10983720356409264,0.0,0.03202223748203233,0.0,-0.3361325360430368,1.0,0.8842775335760504,0.0,0.21936792586341336,0.0,0.651695493695065,0.4778920352902251,0.7948147188513568,67.96557304179554,0.09815892431944516,1.0917856379377622,0.23473194241523743,0.01586085930466652,0.10297871381044388,0.00485455896705389,0.32994288206100464,0.31163132190704346,0.7794822627037392,0.8823529411764706,0.7328519855595668,1.0,0.015039984812866253,0.2274747102224813,0.015039984812866253,1.0,0.0519620779229879,0.2274747102224813,0.0519620779229879,1.0,0.44532281173188554,0.5817763481239383,0.3104540952618289,0.6739255677802222,0.6666666666666666
1000.0,0.34645569262405235,0.8807903291344982,0.3350716994568746,0.8113055792584926,0.607609612188248,0.3088571668440528,0.9033590362146515,5.0301676981939696e-11,0.5835580915789661,5.0301676981939696e-11,0.9386583603773855,0.7587784841470565,0.5307256620697772,0.4375397264957428,1.0,0.6598964333534241,1.0,0.5102715492248535,0.6373276710510254,0.7075058966875076,-0.09070502788664996,1.0,0.25862006294329476,-0.06996190615027145,-0.46442594559996647,-0.14854122644228795,0.09974041971263337,0.25862006294329476,1.0,-0.10170591911661,0.1297070409935227,-0.2957358931800512,-0.045919297376575324,-0.06996190615027145,-0.10170591911661,1.0,-0.37600372818729727,-0.3735500253709851,-0.004284419037457222,-0.46442594559996647,0.1297070409935227,-0.37600372818729727,1.0,0.3042175850500887,-0.10312313669410969,-0.14854122644228795,-0.2957358931800512,-0.3735500253709851,0.3042175850500887,1.0,-0.16960902984367743,0.09974041971263337,-0.045919297376575324,-0.004284419037457222,-0.10312313669410969,-0.16960902984367743,1.0,0.6534208816672251,0.0,0.10260227606905531,0.0,0.3977229681800118,0.6993968751480244,0.7325217623296026,52.90566326661893,0.07459406220285812,1.091117525473237,0.21900878846645355,0.015598239377140999,0.15187346935272217,0.0059359110891819,0.2935400903224945,0.3140433132648468,0.7890699904122723,0.8578431372549019,0.7870036101083032,1.0,-0.052627961147428626,0.19345865592499933,-0.052627961147428626,1.0,0.08295149183100367,0.19345865592499933,0.08295149183100367,1.0,0.4322668455803056,0.7240417291950577,0.45713997785317,0.6416471295165165,0.6666666666666666
